id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,afr__004,afr__005,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,ven__004,tso__001,tso__002,tso__003,tso__004
dsac_multi_hum_00206,financial year,,,,finansiële jaar,boekjaar,,,,unyakamali,,,unyaka-mali,,,,umnyakatimali,umnyakamabhuku,,,,umnyaka weemali,umnyakamali,,,ngwagatlotlo,,,ngwaga wa tša ditšhelete,ngwaga wa tša matlotlo,,selemo sa ditjhelete,,,,ṅwaha wa muvhalelano,,,,lembeximali,,,
dsac_multi_hum_00207,financing,,,,finansiering,,,,,ukukhokhela,ukuxhasa ngemali,,ukuxhasa ngemali,,,,lusekelotimali,lusitotimali,,,,ukusekela ngeemali,,,,tuelelotlole,,,mokgwa wa go hwetša matlotlo,mokgwa wa go abelwa matlotlo,,tshehetso ka tjhelete,,,,ṋetshedzo ya masheleni,,,,ku hakelela,,,
dsac_multi_hum_00208,fiscal <adj.> {taxes},,,,fiskaal,,,,,okuphathelene nezimali,,,-phathelele kwimali karhulumente,,,,-kwemali yahulumende,,,,,-phathelene neemali zikarhulumende,,,,- matlotlo,,,-matlotlo,,,-lekeno la mmuso,-fiskhale,,,-zwa masheleni,,,,-swa timali,,,
dsac_multi_hum_00209,fiscal agent,,,,fiskale verteenwoordiger,,,,,i-ejenti yezezimali,,,ummeli wezemali karhulumente,i-arhente yezemali karhulumente,,,ummeleli wetetimali,,,,,umjameli wezeemali,,,,moemeditlotlo,modireditlotlo,,motseta wa tša matlotlo,,,moemedi wa lekeno la mmuso,moemedi wa fiskhale,,,zhendedzi ḽa zwa masheleni,,,,muyimeri wa swa timali,,,
dsac_multi_hum_00210,fiscal drag,,,,fiskale sleuring,fiskale rem,,,,ukudlondlobala komnotho,,,unyuko-ngeniso karhulumente ngerhafu,,,,lwenyukontsela lolubangela lwenyukomnotfo,,,,,ukukhula kwengeniso yomthelo,,,,kgolotlotlo,,,kgolo ya inifoleišeine yeo e hlolago tlhatlogo ya motšhelo,kgolo ya inifoleišene yeo e hlolago tlhatlogo ya motšhelo,,kgolo ya fiskhale e hulanyang lekgetho,kgolo ya fiskhale e hulanyang kgafa,,,u gonya ha muthelo,,,,ku gonya ka xibalo eku kuleni ka ikhonomi,,,
dsac_multi_hum_00211,fiscal neutrality,,,,fiskale neutraliteit,,,,,ukumandawonye komnotho,,,ukungabi nafuthe komgaqo-nkqubo wezemali karhulumente,,,,lulinganontsela nencitfomali yahulumende,,,,,ukuthiyelela kwengenisomthelo,,,,tekanotirisotlotlo,,,tekatekanelo ya tša matlotlo,,,tekano ya kgafa le ditshenyehelo tsa mmuso,tekano ya lekeno le ditshenyehelo tsa mmuso,,,vhudziki ha zwa masheleni,,,,vukalatlhelo bya swa timali,,,
dsac_multi_hum_00212,fiscal policy,,,,fiskale beleid,,,,,inqubomgomo yezezimali,,,umgaqo-nkqubo wezemali karhulumente,,,,inchubomgomo yetimali tahulumende,,,,,umgomo weemali zikarhulumende,umthethokambiso weemali zikarhulumende,,,pholisitlotlo,,,pholisi ya tša matlotlo,leanotshepetšo la tša matlotlo,,pholisi ya ditjhelete tsa mmuso,leano la ditjhelete tsa mmuso,,,mbekanyamaitele a zwa masheleni a vhufaragwama,,,,pholisi ya swa timali,,,
dsac_multi_hum_00213,fixed capital,,,,vaste kapitaal,,,,,amathuluzi okukhiqiza ampilonde,,,iimpahla ezisisigxina,inkunzi yeempahla ezisisigxina,,,imphahla lengasuki,tinsitamkhicito letinganyakati,,,,ipahla enzinzileko,amafa wesikhathi eside,,,metswedithusotlhomameng,,,dithoto tša go se fetošwe,,,disebediswa,,,,thundu tshayatsudzuluso,ndaka tshayatsudzuluso,,,nhundzu ya nkarhi wo leha,,,
dsac_multi_hum_00214,fixed costs,,,,vaste koste,,,,,izindleko ezingaguquki,,,iindleko ezisisigxina,,,,tindleko letingagucuki,,,,,iindleko ezingatjhugulukiko,,,,ditshenyegelotlhomameng,,,ditshenyagelo tša go se fetoge,,,ditjeo tse sa fetoheng,,,,mutengo tshayatshanduko,,,,tihakelo nkancincancinco,mitsengonkacincacinco,,
dsac_multi_hum_00215,flotation {of shares},,,,vrystelling,,,,,ukuthengisela umphakathi amasheya okokuqala,,,uthengiso-zabelo okokuqala,,,,lutsengisomasheya lwekucala,,,,,ukuthengisa izabelo kokuthoma,,,,thekisotsibolo,,,thekišo ya pele ya dišere,,,thekiso ya diabo,,,,vhuvulamikovhe,,,,nxavisomikavelo ro sungula,fuḽothesheni,,
dsac_multi_hum_00216,flow of money {technical indicator},,,,vloei van fondse,,,,,inkombakuphuma nokungena kwemali,,,ukuhamba kwemali,,,,inkhombakusebenta kwetabelo,,,,,isitjengiso sokusebenza kwezabelo,,,,tirisomadi,,,keleyo ya tšhelete,,,tshupo ya potoloho ya tjhelete,,,,nyelela ya tshelede,,,,xikombankhuluko wa mali,,,
dsac_multi_hum_00217,forbearance {economics},,,,toegeeflikheid,,,,,ushwele wesikhashana,,,isiqabu kwintlawulo-tyala,,,,sivumelwanosikhashane sekumiswa kwembadalo,,,,,ukuphunyuzwa isikolodo,,,,namololato,,,kimollo ya nakwana sekolotong,,,kimollo ya sekoloto nakwana,,,,ṱhaḓula tshikolodo,,,,nyimisonyana wa xikweleti,,,
dsac_multi_hum_00218,foreign aid,,,,buitelandse hulp,,,,,usizo oluvela kwabezizwe,,,uncedo lwangaphandle,,,,lusito lwemave angaphandle,,,,,isizo langaphandle,,,,thuso boditšhaba,,,thušo ya go tšwa dinageng di šele,,,thuso ya naha ho e nngwe,,,,thuso ya mashango a nnḓa,,,,mpfuno wa matiko mambe,,,
dsac_multi_hum_00219,foreign direct investment,,,,buitelandse direkte investering,,,,,ukutshala ngqo ezweni langaphandle,,,utyalo-mali ngaphandle,,,,lusisongco emaveni angaphandle,,,,,isisomali elinqophileko langaphandle,,,,peeletso boditšhaba thwii,,,peeletšo thwii dinageng di šele,,,tsetelo e tobileng naheng e nngwe,,,,vhuvhambadzelannḓa ho livhaho,,,,mbekiso wo kongoma ematikweni mambe,,,
dsac_multi_hum_00220,foreign income,,,,buitelandse inkomste,,,,,ingeniso elivela kwabezizwe,,,ingeniso evela ngaphandle,,,,imalingana lebuya kulamanye emave,,,,,ingeniso yangaphandle,,,,letseno boditšhaba,,,letseno la go tšwa dinageng di šele,,,lekeno le tswang naheng e nngwe,,,,mbuelo ya nnḓa,,,,malinghena ya matiko mambe,,,
dsac_multi_hum_00221,foreign trade,,,,buitelandse handel,,,,,ukuhwebelana nabezizwe,,,urhwebo lwangaphandle,,,,luhwebelwano nemave angaphandle,,,,,irhwebelwano langaphandle,,,,kgwebisano boditšhaba,,,kgwebišano le dinaga di šele,,,kgwebisano ya dinaha,,,,vhuvhambadzelannḓa,,,,nxaviselano na matiko mambe,,,
dsac_multi_hum_00222,formal economy,,,,formele ekonomie,,,,,ukuhweba okuhlelekile,,,uqoqosho olusesikweni,,,,umnotfo lohlelekile,,,,,umnotho ohlelekileko,,,,ikonomi tlhomameng,,,ikonomi ya semmušo,,,moruo o molaong,,,,ikonomi i re mulayoni,,,,ikhonomi ya mafundza,,,
dsac_multi_hum_00223,formal sector,,,,formele sektor,,,,,umkhakha ohlelekile,,,icandelo elisesikweni,,,,umkhakha lohlelekile,,,,,ikoro ehlelekileko,,,,lephata tlhomameng,,,lekala la semmušo,,,lekala le molaong,,,,khethekanyo i re mulayoni,,,,xiyenge xa mafundza,,,
dsac_multi_hum_00224,fractional reserve system,,,,parsiële reserwestelsel,,,,,uhlelokubambisa ngezingxenyana,,,inkqubo yogcino-mali kuvimba,,,,luhlelokonga ngancenyetsite,,,,,irherho lokucezulela ingomuso,,,,thulaganyo karolotshalelo,,,mohwapoloko wa panka wa karolwana ya tšhelete,,,tsamaiso ya bonyane ba poloko,,,,sisteme ya u vhulunga nga zwipiḓa,,,,sisiteme yo hlayisa ntsengo lowu pimiweke,,,
dsac_multi_hum_00225,franchise {economics},,,,franchise,,,,,ilungelo lokuhweba ngegama,,,ushishino ngegama lomnye,,,,ibhizinisikhosela,,,,,ukuthengisa ngegama lomunye,,,,tetlakgwebo,,,tumelelo ya go gweba ka leina,,,frentjhaese,,,,frantshaisi,,,,furanchayisi,mpfumelelo wo xavisa,,
dsac_multi_hum_00226,free enterprise system,,,,vryeondernemingstelsel,,,,,uhlelohwebelwano olukhululekile,,,inkqubo yoshishino olukhululekileyo,,,,luhlelokuhwebelana lolukhululekile,,,,,irherho lokurhwebelana ngekululeko,,,,thulaganyo kgwebisano gololosegileng,,,tshepetšo ya bogwebi bjo bo lokologilego,,,tsamaiso ya kgwebo e lokolohileng,,,,sisṱeme ya vhubindudzi ho vhofholowaho,,,,ntshunxeko wa vuxavisi,,,
dsac_multi_hum_00227,free riding {stock trading},,,,rugry,,,,,ukuhweba mahhala,,,urhwebo ungenankunzi,,,,luhwebomahhala lwesikhashane,,,,,ukurhweba ngokungathembeki,,,,kgwebisothoto,,,kgwebo ya mahala,,,ho hweba ntle le khapitale,,,,vhubindudzi ha vhuṱali,,,,ku xavisa u ri hava mali,,,
dsac_multi_hum_00228,free trade,,,,vryhandel,,,,,ukuhweba ngokukhululeka,,,urhwebo mahala,,,,luhwebo lolukhululekile,,,,,ithengiselwano elinganamibandela,,,,kgwebisano gololosegileng,,,kgwebo ye e lokologilego,,,kgwebisano e lokolohileng,,,,thengiso yo vhofholowaho,,,,nxaviselano wo tshunxeka,,,
dsac_multi_hum_00229,fringe benefit,,,,byvoordeel,,,,,umhlomulo ongeziwe,,,isibonelelo esiyinkuthazo kumqeshwa,,,,sibonelelosengetwa,,,,,umhlomulongezelelo,,,,tshiamelo tlaleletso,,,dikholego tša mošomi,,,kuno tsa tlatsetso,,,,mbuelonyingwa,,,,ku vuyeriwa ko engetela,,,
dsac_multi_hum_00230,full employment,,,,volle indiensname,,,,,ukuqashwa ngokugcwele,,,ingqesho kumntu wonke,,,,kucashwa ngalokuphelele,,,,,ukusebenza okupheleleko,,,,bopa potlalo,,,mošomo ka botlalo go bao ba kgonago,,,ho sebetsa ha batho bohle,,,,mushumo wa tshifhinga tshoṱhe,,,,vukumeki bya ntirho,,,
dsac_multi_hum_00231,gearing ratio {between what a company owns and what it owes},,,,hefboomverhouding,,,,,ubudlelwane konakho nokukweletayo,,,utshintsho-giya kushishino,,,,budlelwanomali lekhona nalekweletwako,,,,,iphesente lobudlelwano bepahla neenkolodo,,,,tlotlotlamo,,,kamano ya dithoto le dikoloto tša kgwebo,,,kamano ya thepa le melato ya kgwebo,,,,vhushaka ha u koloda,,,,mpimoxiave wa vun’winyikoloti,,,
dsac_multi_hum_00232,general equilibrium,,,,algemene ekwilibrium,,,,,izingakulingana kokufunwayo nokulethwayo,,,ukulingana kwemfuno nemveliso,,,,simokulingana jikelele,,,,,ukulingana kweemfuno nokuthengiswako,,,,tekatekanokakaretso,,,tekatekanokakaretšo,,,tekanokakaretso,,,,ndinganyisonyangaredzi,,,,ndzingananoangarhelo,,,
dsac_multi_hum_00233,general ledger,,,,algemene grootboek,,,,,ileja jikelele,,,ileja,,,,ileja yako konkhe,,,,,ileja yama-akhawundi woke,,,,llejakakaretso,,,lletša,,,leja,,,,ḽedzha nyangaredzi,,,,buku yo tsalela tiakhawunti yo angarhela,,,
dsac_multi_hum_00234,global economy,,,,wêreldekonomie,,,,,umnotho womhlaba jikelele,,,uqoqosho lwehlabathi,,,,umnotfo wamhlabawonkhe,,,,,umnotho wephasi loke,,,,ikonomifatshe,,,ikonomi ya lefase,,,moruo wa lefatshe,,,,ikonomi ya ḽifhasi,,,,ikhonomi ya misava,,,
dsac_multi_hum_00235,global market,,,,wêreldmark,,,,,imakethe yomhlaba jikelele,,,imarike yehlabathi,,,,imakethe yamhlabawonkhe,,,,,imakethe yephasi loke,,,,mmarakafatshe,,,mmaraka wa lefase,,,maraka wa lefatshe,,,,maraga wa ḽifhasi,,,,makete wa misava,,,
dsac_multi_hum_00236,global public goods,,,,globale openbare goedere,,,,,umkhiqizo wobambiswano lwamazwe,,,impahla ekhutshwa ngamazwe ngokumanyeneyo,,,,imphahla yemave emhlaba,,,,,ipahla yephasi loke,,,,dithototšhabafatshe,,,dithoto tšeo di abjago ka thušano ya dinaga kopano,,,thepa ya kopanelo ya dinaha,,,,zwishumiswa nga ḽifhasi,,,,nhundzu ya mani na mani ya misava,,,
dsac_multi_hum_00237,gold standard,,,,goudstandaard,,,,,uhlelomnotho ngokwegolide,,,izinga-mali ngokwexabiso legolide,,,,lizingamnotfo legolide,,,,,amandla wegolide,,,,tekanyogouta,,,tekanyetšo ya tšhelete go ya ka maemo a gauta,,,papiso le boleng ba kgauta,,,,tshilinganyo tsha musuku,,,,xipimamali hi nsuku,,,
dsac_multi_hum_00238,gold trade,,,,goudhandel,,,,,ukuhwebelana ngegolide,,,urhwebo ngegolide,,,,kuhwebelana ngegolide,,,,,ukurhwebelana ngegolide,,,,kgwebisanogouta,,,kgwebišano ka gauta,,,kgwebisano ka kgauta,,,,thengiselano ya musuku,,,,nxaviselano wa nsuku,,,
dsac_multi_hum_00239,goods and services,,,,goedere en dienste,,,,,izimpahla nezinsizakalo,,,iimpahla neenkonzo,,,,timphahla netinsita,,,,,ipahla nezenzelwa,,,,ditirelo le dithoto,,,dithoto le ditirelo,,,thepa le ditshebeletso,,,,thundu na tshumelo,,,,nhundzu na vukorhokeri,,,
dsac_multi_hum_00240,government debt,,,,staatskuld,,,,,isikweletu sikahulumeni,,,ityala likarhulumente,,,,sikweleti sahulumende,,,,,isikolodo sikarhulumende,,,,sekolotopuso,,,mokitlana wa mmušo,,,sekoloto sa mmuso,,,,tshikolodo tsha muvhuso,,,,xikweleti xa mfumo,,,
dsac_multi_hum_00241,government sector {of economy},,,,staatsektor,,,,,umkhakha kahulumeni,,,icandelo likarhulumente,,,,umkhakha wahulumende,,,,,ikoro karhulumende,,,,lephatapuso,,,lekala la mmušo,,,lekala la mmuso,,,,khethekanyo ya muvhuso,,,,xiyenge xa mfumo,,,
dsac_multi_hum_00242,grace period,,,,grasietydperk,,,,,isikhathi esengeziwe,,,ixesha lenceba kwityala,,,,sikhatsi sashwele,,,,,isikhathi somusa,,,,pakakakanyetso,,,nakwana ya kgaogelo,,,nako ya kgauhelo,,,,tshifhinga tsha tshilidzi,,,,nkarhi wa ntsetselelo,,,
dsac_multi_hum_00243,gross domestic product,,,,bruto binnelandse produk,,,,,isamba somkhiqizo wasekhaya,,,imveliso yelizwe,,,,sambakhulu semkhicito wasekhaya,,,,,umkhiqizo wangekhaya opheleleko,,,,kunoselegaekakaretso,,,palomoka ya boleng bja ditšweletšwa le ditirelo tša naga,,,lekeno la tlhahiso ya ka hare ho naha,,,,zwibveledzwaguṱe zwapo,,,,swikumiwa hinkwaswo swa tiko,,,
dsac_multi_hum_00244,gross national product <n.> {GNP},,,,bruto nasionale produk <n.> {BNP},,,,,isamba somkhiqizo wezwe <n.> {i-GNP},,,ubutyebi belizwe <n.> {i-GNP},,,,sambakhulu semkhicito wavelonkhe <n.> {i-GNP},,,,,inani lobungako bomkhiqizo wenarha <n.>,ipahla epheleleko yelizwe <n.> {i-GNP},,,kunobosetšhabayotlhe <n.>,kunobosetšhabakakaretso <n.>,,palomoka ya ditšweletšwa tša bosetšhaba <n.>,,,tlahiso ya bohle ba ka hare ho naha <n.> {GNP},,,,zwibveledzwaguṱe zwa lushaka <n.>,,,,swikumiwa hinkwaswo swa rixaka <n.> {SHR},,,
dsac_multi_hum_00245,gross profit <n.>,,,,bruto wins <n.>,,,,,inzuzosamba <n.>,,,inzuzo emva kwentengiso neendleko zayo <n.>,,,,inzuzosamba <n.>,inzuzo lephelele <n.>,,,,inzuzo epheleleko <n.>,,,,poeloyotlhe <n.>,poelokakaretso <n.>,,palomoka ya poelo <n.>,,,phaello pele ho dikgulo <n.>,,,,mbueloguṱe <n.>,,,,mbhindzulo hinkwawo <n.>,,,
dsac_multi_hum_00246,gross salary <n.>,gross pay <n.>,,,bruto salaris <n.>,,,,,umholosamba <n.>,,,umvuzo uwonke <n.>,umvuzo ongekatsalwa <n.>,,,umholo longakancutfwa <n.>,umholo lophelele <n.>,sambamholo <n.>,,,umrholo ongakanghwathwa <n.>,umrholo opheleleko <n.>,,,mogolootlhe <n.>,letsenogotlhe <n.>,,palomoka ya mogolo <n.>,palomoka ya moputso <n.>,,moputso pele ho kgulo <n.>,,,,muhologuṱe <n.>,,,,muholo hinkwawo <n.>,,,
dsac_multi_hum_00247,growth fund <n.>,,,,groeifonds <n.>,,,,,isikhwama sotshalomali <n.>,,,ingxowa-mali yohlumo <n.>,,,,sikhwamankhulisomali <n.>,,,,,isikhwama esikhulako <n.>,,,,letlolekgolo <n.>,,,sekhwama sa kgolo <n.>,,,letlole la kgolo <n.>,,,,tshikwamanyaluwi <n.>,,,,nkwamantlakuso <n.>,,,
dsac_multi_hum_00248,guarantee fund <n.>,investor protection fund <n.>,,,waarborgfonds <n.>,,,,,isikhwama sezimo ezingahlelelwe <n.>,,,ingxowa-mali yoqinisekiso <n.>,,,,sikhwamamali sekucinisekisa <n.>,,,,,isikhwama sesimetjhe <n.>,,,,letlolenetefaletso <n.>,,,sekhwama sa tiišetšo <n.>,sekhwama sa tšhireletšo ya ba beeletši <n.>,,letlole la nnetefaletso <n.>,,,,tshikwama ndindandozwo <n.>,,,,nkwamantiyisiso <n.>,,,
dsac_multi_hum_00249,hawker <n.>,,,,smous <n.>,,,,,umahambethengisa <n.>,,,umahamb’ethengisa <n.>,,,,mahambatsengisa <n.>,sitolosiyandzindza <n.>,,,,umakhambathengisa <n.>,isimowusu <n.>,,,morekisitseleng <n.>,morekisatseleng <n.>,,morekiši yo a sepelago gohle <n.>,semaušu <n.>,,semousu <n.>,,,,muvhambadzi <n.>,,,,n’waximawusi <n.>,,,
dsac_multi_hum_00250,heavy manufacturing industry <n.>,heavy industry <n.>,,,swaar nywerheid <n.>,,,,,imboni yemikhiqizo emikhulu <n.>,,,ushishino lweemveliso ezinkulu <n.>,ushishino lweemveliso ezinzima <n.>,,,imbonimkhicito lomkhulu <n.>,,,,,ibubulo elikhiqiza izinto ezibudisi <n.>,i-indastri enobusilaphazibhoduluko <n.>,,,madirelotlhagisoima <n.>,,,intaseteri ya ditšweletšwa tše boima <n.>,,,indastri ya tlhahiso ya thepa e boima <n.>,,,,nḓowetshumo ya zwi lemelaho <n.>,vhubveledzi ha zwi no lemela <n.>,,,vumaki bya swo tika <n.>,,,
dsac_multi_hum_00251,hot money <n.>,,,,warmgeld <n.>,,,,,isakhanzuzo <n.>,,,unaniselwano ngenkunzi <n.>,,,,imaliluheho <n.>,,,,,imali eqoqonyiswako <n.>,,,,madikadimiso <n.>,,,tšhelete ya kadimišano <n.>,,,tjhelete e adimanwang <n.>,,,,mashelenikhadziṅwa <n.>,,,,mali yo cincacinciwa <n.>,,,
dsac_multi_hum_00252,human capital <n.>,,,,mensekapitaal <n.>,,,,,izisebenzi <n.>,abasebenzi <n.>,,izakhono zabasebenzi <n.>,,,,lwatijikelele lwebasebenti <n.>,,,,,iinsebenzi <n.>,,,,bokgonibadiri <n.>,dinonofobadiri <n.>,,mabokgoni a bašomi <n.>,mabokgoni a badiredi <n.>,,bokgoni ba basebetsi <n.>,,,,vhukoni ha vhashumi <n.>,,,,vathoriwa <n.>,,,
dsac_multi_hum_00253,human resources {labour},,,,menslike hulpbronne <n.>,mensehulpbronne <n.>,,,,izisebenzi <n.>,abasebenzi <n.>,,abasebenzi <n.>,abaqeshwa <n.>,,,basebenti <n.>,,,,,umthombo weensebenzi <n.>,,,,badiri <n.>,,,bašomi <n.>,,,basebetsi <n.>,,,,vhashumi <n.>,,,,vatirhi <n.>,,,
dsac_multi_hum_00254,hyperinflation <n.>,,,,hiperinflasie <n.>,,,,,ukunyuka kakhulu kwamandla emali <n.>,,,unyuko-maxabiso olungaphaya <n.>,,,,kukhinyabeteka kwemandlamali <n.>,,,,,ukubhudluzela kwetjhugulukontengo <n.>,,,,koketsegotlhotlhwapotlako <n.>,,,inifoleišene ya lebelo <n.>,inifoleišene ya potlako <n.>,,infleishene e phahameng <n.>,,,,infleshenikhaluli <n.>,,,,ntlakukoxihatla wa inifulexini <n.>,,,
dsac_multi_hum_00255,implicit costs <n.>,,,,implisiete koste <n.>,,,,,izindleko ezifihlekile <n.>,,,iindleko ezingaqaphelekiyo <n.>,iindleko ezingabonakaliyo <n.>,,,tindleko letibhacile <n.>,tintsengo letingabonakali <n.>,,,,iindleko ezifihlakeleko <n.>,,,,tshenyegelofitlha <n.>,,,tshenyagelo yeo e sa bonagalego <n.>,tshenyagelo yeo e iphihlilego <n.>,,ditjeo tse patehileng <n.>,ditshenyehelo tse patehileng <n.>,,,mutengo wo dzumbamaho <n.>,,,,tihakelo leti tumbeleke <n.>,,,
dsac_multi_hum_00256,import <v.>,,,,invoer <v.>,,,,,ukungenisa ezweni <v.>,,,thenga ngaphandle <v.>,thenga kwamanye amazwe <v.>,,,ngenisa imphahla <v.>,,,,,-ngenisa ngekhaya <v.>,-ngenisa ngenarheni yekhenu <v.>,-ngenisa ngelizweni lekhenu <v.>,,romelateng <v.>,,,reka ntle <v.>,,,-reka ka ntle <v.>,,,,ṱunḓa <v.>,,,,tundza <v.>,,,
dsac_multi_hum_00257,import credit <n.>,,,,invoerkrediet <n.>,,,,,isikweletu sokuthengwe kwelinye izwe <n.>,,,i-akhawuntii yomthengi kwamanye amazwe <n.>,,,,sikweleti sekungenisa imphahla eveni <n.>,,,,,isikolodo sokungenisa ngekhaya <n.>,isikwelede sokungenisa ngenarheni yekhenu <n.>,isikwelede sokungenisa ngelizweni lekhenu <n.>,,sekolotothomeloteng <n.>,,,mokitlana wa direkwantle <n.>,sekoloto sa ditšwantle <n.>,,mokitlane wa ho reka ka ntle <n.>,krediti ya ho reka ka ntle <n.>,,,thendela tshikolodo tsha u ṱunḓa <n.>,,,,xikweleti xo tundza <n.>,,,
dsac_multi_hum_00258,imports <n.>,,,,invoer <n.>,invoere <n.>,,,,izimpahla ezingeniswe ezweni <n.>,,,impahla ethengwa ngaphandle <n.>,impahla ethengwa kwamanye amazwe <n.>,,,tingeniswa eveni <n.>,imphahla lengenako <n.>,,,,ipahla engeniswa ngekhaya <n.>,ipahla engeniswa ngenarheni yekhenu <n.>,ipahla engeniswa ngelizweni lekhenu <n.>,,diromelwateng <n.>,,,ditšwantle <n.>,direkwantle <n.>,,ditswakantle <n.>,,,,zwiṱunḓwa <n.>,,,,switundziwa <n.>,,,
dsac_multi_hum_00259,import tax <n.>,,,,invoerbelasting <n.>,,,,,intela yokungeniswe ezweni <n.>,,,irhafu yokuthenga ngaphandle <n.>,irhafu yokuthenga kwamanye amazwe <n.>,,,intsela yetingeniswa eveni <n.>,intsela yemphahla lengenako <n.>,,,,umthelo wepahla engeniswa ngekhaya <n.>,umthelo wepahla engeniswa ngenarheni yekhenu <n.>,umthelo wepahla engeniswa ngelizweni lekhenu <n.>,,lekgethothomeloteng <n.>,,,motšhelo wa ditšwantle <n.>,,,lekgetho la ditswakantle <n.>,kgafa ya ditswakantle <n.>,,,muthelo wa zwiṱunḓwa <n.>,,,,xibalo xa switundziwa <n.>,,,
dsac_multi_hum_00260,incentive <n.>,,,,aansporing,,,,,isikhuthazi,,,isikhuthazi,,,,sikhutsatomali,,,,,isikhuthazo,ihlohlomezelo,,,tuelothotloetso,,,putseletšo,,,moputso wa kgothatso,,,,tshiṱuṱuwedzi,,,,xikhutazo,,,
dsac_multi_hum_00261,income <n.>,,,,inkomste,,,,,ingeniso,,,ingeniso,,,,liholo,umholo,imalingena,,,ingeniso,,,,letseno,,,letseno,mogolo,,lekeno,moputso,,,mbuelo,,,,malinghena,,,
dsac_multi_hum_00262,income disparity <n.>,wage gap <n.>,,,inkomsteverskil,loonverskil,,,,ukungalingani kwengeniso,,,ukungalingani kwemivuzo,ukungafani kwemivuzo,,,kungalingani kwemalingena,kungalingani kwemholo,,,,ukutjhiyana ngomrholo,ukutjhiyana ngengeniso,,,pharologanotseno,,,go se lekalekane ga mogolo,go se lekalekane ga moputso,,ho se lekane ha lekeno,ho se lekane ha meputso,,,mbuelo tshayandingano,,,,malinghenankandzingano,,,
dsac_multi_hum_00263,income statement <n.>,,,,inkomstestaat,,,,,isitatimende sengeniso nezindleko,,,ingxelo yeziphumo zengeniso,,,,sitatimende semalingena,,,,,isitatimende sengeniso neendleko,,,,tshupatseno,,,setatamente sa letseno,,,seteitemente sa lekeno le ditshenyehelo,,,,tshitatamennde tsha mbuelo,,,,xitatimende xa malinghena,,,
dsac_multi_hum_00264,income tax <n.>,,,,inkomstebelasting,,,,,intela yengeniso,,,irhafu yengeniso,,,,intsela yemalingena,,,,,intela yengeniso,,,,lekgethotseno,,,motšhelo wa letseno,,,lekgetho la lekeno,kgafa ya lekeno,,,muthelo wa mbuelo,,,,xibalo xa malinghena,,,
dsac_multi_hum_00265,indirect tax <n.>,,,,indirekte belasting,,,,,intela ongayikhokhi ngqo,,,irhafu-ntengo,,,,intsela lengakacondzi,intselansombo,umtselonsombo,,,umthelo ongakanqophi,,,,lekgethotlhokatlhamalalo,,,motšhelo wo o sa tšwego go letseno,lekgetho leo le sa tšwego go letseno,,lekgetho le sa tobang,kgafa e sa tobang,,,muthelo u songo lumbamaho,muthelo u songo livhaho,,,xibalonkankongomo,,,
dsac_multi_hum_00266,industrialisation <n.>,,,,industrialisering,industrialisasie,,,,ingqalazimboni,,,ukwandiswa kwemizi-mveliso,,,,kwandzisa timboni,kwengeta timboni,,,,ukwenza amabubulo amanengi,ukwakha amabubulo amanengi,,,tlhabololodirelo,,,tlhabollo ya diintaseteri,tlhomo ya di intaseteri,,theho ya diindastri,ntshetsopele ya diindastri,,,vhubveledzanḓowetshumo,,,,vutumbuluxavumaki,,,
dsac_multi_hum_00267,industrialised country <n.>,,,,geïndustrialiseerde land,,,,,izwe elithuthukile ngokwezimboni,,,ilizwe eliphuhla ngemizi-mveliso,,,,live lelitfutfukile,,,,,inarha ethuthukileko,ilizwe elinamabubulo amanengi,,,nagamadirelo,,,naga yeo e hlabologilego,,,naha e tswetseng pele,,,,shango ḽi shumisesaho mitshini,,,,tiko ra vumakelo,,,
dsac_multi_hum_00268,industrial sector <n.>,,,,nywerheidsektor,,,,,umkhakha wezimboni,,,icandelo lemizi-mveliso,,,,umkhakha wetimboni,,,,,ikoro yamabubulo,,,,lephatadirelo,,,lekala la diintaseteri,,,lekala la diindastri,,,,khethekanyo ya nḓowetshumo,khethekanyo ya vhumagi,khethekanyo ya vhubveledzi,,xiyenge xa swa vumaki,sekitara ya swa vumaki,,
dsac_multi_hum_00269,industry <n.>,,,,nywerheid,bedryf,,,,imboni,umsebenzi wokwenza impahla,,ushishino,,,,imboni,,,,,ibubulo,i-indastri,,,bodirelo,indaseteri,,diintaseteri,,,indastri,,,,nḓowetshumo,vhumagi,vhubveledzi,,vumaki,,,
dsac_multi_hum_00270,inflation <n.>,,,,inflasie,,,,,ukukhuphuka kwamandla emali,,,unyuko-maxabiso,,,,kukhula kwentsela,kwehla kwemandla emali,,,,itjhugulukontengo,,,,koketsegotlhotlhwa,infleišene,,inifoleišene,,,infleishene,,,,inflesheni,,,,ntlakuko wa mixavo,inifulexini,,
