id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,xho__001,xho__002,xho__003,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003,tso__004
dsac_multi_fin_00209,lay-by,layby,,,bêrekoop,,,ukubekisa,,,ukuthenga ngokubeka-beka imali,ukuleyibhaya,,kutsenga ngekucongelela,kutsenga ngesibambiso,kutsenga ngekubekela,,,ukubambisa,,,,thekopeeletso,,,,,thekopeeletšo,,,peheletso,,mbaledzo,,,nxavombekiso,,,
dsac_multi_fin_00210,lease agreement,,,,huurooreenkoms,huurkoopooreenkoms,,isivumelwano sokuqashiselana,,,isivumelwano soqeshiso,,,sivumelwano sekucashisa,,,,,isivumelwano sokuqatjhisa,,,,tumelanokhiro,,,,,konteraka ya khirišetšano,tumelelano ya khirišetšano,,tumellano ya lisi,,thendelano ya khiriso,,,ntwanano wo hirisana,ntwanano wo rhentisana,,
dsac_multi_fin_00211,liability,,,,aanspreeklikheid,,,isikweletu,,,ityala,,,sikweleti,sibopho sekubhadala,,,,isibophelelo,,,,maikarabelosemolao,,,,,go rwala maikarabelo,thwalo ya maikarabelo,,thwalo ya boikarabelo,,vhuḓifhinduleli,,,xikweleti,vutihlamuleri,vuboheki,
dsac_multi_fin_00212,lien,,,,retensiereg,,,ilungelokubamba,,,ilungelo lokuthengisa isibambiso,,,lilungelo lekubamba imphahla,iliyeni,,,,ilungelo lokuthumba ipahla,,,,tshwanelokgapo,,,,,lien,feta mo pele,,tokelo ya ho amoha,,u dzhiela,,,ntekelo,,,
dsac_multi_fin_00213,life cover,,,,lewensdekking,,,ikhava yempilo,,,ikhava yobomi,,,ikhava yemphilo yonkhe,,,,,ikhava yepilo,,,,tshireletsotshelo,inšorensetshelo,,,,pholisi yeo e go lefago ge o hlagetšwe ke bothata mmeleng,laefekhava,,tshireletso ya bophelo,,ndindakhombo ya vhutshilo,,,nsirhelelo wa vutomi,,,
dsac_multi_fin_00214,life insurance,,,,lewensversekering,,,umshwalense wempilo,,,i-inshorensii yobomi,,,umshwalensi wemphilo yonkhe,,,,,itjhorensi yepilo,,,,tshireletsotshelo,inšorensetshelo,,,,inišorentshe ya go patela ge o hlokofetše,,,tshireletso ya bophelo,,ndindakhombo ya vhutshilo,,,ndzindzakhombo wa vutomi,,,
dsac_multi_fin_00215,life policy,life insurance policy,,,lewenspolis,lewensversekeringspolis,,ipholisi yempilo,,,ipolisi yobomi,,,ipholisi yemphilo yonkhe,,,,,ipholisi yepilo,,,,pholisitshelo,,,,,pholisi ya tša bophelo,,,pholisi ya bophelo,,phoḽisi ya vhutshilo,,,pholisi ya vutomi,,,
dsac_multi_fin_00216,limit,maximum amount,,,perk,,,umkhawulo,,,uqingqo,,,umkhawulo,,,,,isilinganiselo,umkhawulelo,,,tekanyetso,,,,,magomo a tefo,,,moedi,,gumo,phimo,,mpimohenhla,vugimahenhla,,
dsac_multi_fin_00217,linked policy,,,,gekoppelde polis,koppelpolis,,ipholisi encikile,,,ipolisi enxityelelanisiweyo,,,ipholisi lehlanganisiwe,,,,,ipholisi ehlanganisiweko,,,,pholisikgokaganyo,,,,,pholisi ya maphakgamabedi,,,pholisi e hoketsweng,,phoḽisikatelaho,,,pholisi leyi hlanganisiweke,,,
dsac_multi_fin_00218,liquid asset,,,,likiede bate,,,impahla ethengiseka kalula,impahla edayiseka kalula,,impahla ethengiseka lula,impahla ethengiseka ngokukhawuleza,,imphahla letsengiseka malula,,,,,ipahla ethengiseka lula,,,,thotothekisonolo,,,,,thoto yeo e rekišegago gabonolo,,,thepa e fetolehang,,thunduthengisea,,,nhundzu yo hundzuluxeleka eka mali,,,
dsac_multi_fin_00219,liquidator,,,,likwidateur,,,umvalimhlakazi,,,umbhangisi,,,umabimphahla yenkampani lencwilile,umabimphahla yenkampani lewile,umabimphahla yenkampani leshonile,,,umvalirhwebo,,,,mogapi,,,,,morekiši wa dithoto wa semolao,likhwideitha,,likhwideita,,murengisathundu,,,muxavisanhundzu wa xinawu,,,
dsac_multi_fin_00220,listed <adj.>,,,,genoteer,,,ukubasohlwini,,,-ba kuluhlu lweemarike,,,-bhaliswe,-seluhlwini,,,,-rhelisiweko,-baliweko,,,-kwadisitswe,,,,,-ngwadišitšwego,,,-ngodisitsweng,,anḓadzwa,,,-xaxametiweke,-longoloxiweke,,
dsac_multi_fin_00221,listed share,,,,genoteerde aandeel,,,isheya elisohlwini,,,izabelo ezikuluhlu lweemarike zezabelo,izabelo ezidwelisiweyo,,sabelo lesiseluhlwini,sabelo lesibhalisiwe,,,,itjhere elirhelisiweko,itjhere elibaliweko,,,dišerekwadisitsweng,,,,,šere yeo e ngwadišitšwego,,,seabo se ngodisitsweng,,mukovhenyanḓadzwa,,,nkavelo lowu xaxametiweke,nkavelo lowu longoloxiweke,,
dsac_multi_fin_00222,living annuity,,,,lewende annuïteit,,,umhlomulozikhathi wophilayo,,,intlawulo-mali ngezavenge usaphila,,,inzuzolusisomali yekuphila,,,,,i-anyuwithi yepilo,,,,madikatsotshireletsopaka,anyuititshidisang,madikatsoinšorensepaka,,,anyuithi ya go iphediša,,,anyuwithi ya bophelo,,anyuwithi ya kutshilele,,,malimbekisoxilembe ya vutomi,,,
dsac_multi_fin_00223,loan <v.>,,,,leen,,,ukubolekisa imali,,,bolekisa ngemali,,,boleka imali,,,,,-boleka,-bolekisa,,,adima,,,,,louna,adimiša,,-adima,-louna,hadzima,,,kolotisa,lombisa,,
dsac_multi_fin_00224,loan period,,,,leentydperk,,,isikhathi semalimboleko,,,ixesha elibekelwe imali-mboleko,,,sikhatsi sekubhadala imalimboleko,,,,,isikhathi sokubhadala isikolodo,isikhathi sokubhadela isikwelede,,,pakakadimo,,,,,paka ya loune,paka ya kadimišo,,nako ya tefo ya lounu,nako ya tefo ya kadimo,tshifhinga tsha khadzimiso,,,nkarhi wa xikweleti,,,
dsac_multi_fin_00225,loan value,,,,leningswaarde,,,inanibungako lemalimboleko,,,ixabiso lemali-mboleko,,,bungako bemalimboleko,,,,,isilinganiso sesikolodo,isilinganiso sesikwelede,,,bolengkadimo,,,,,boleng bja loune,boleng bja kadimišo,,boleng ba lounu,boleng ba kadimo,ndeme ya khadzimiso,,,ntsengo wa xikweleti,,,
dsac_multi_fin_00226,lock-in period,lock-up period,,,vassittydperk,vashoutydperk,,inzilakuhweba,,,uvalo lwexesha lokuthengiswa kwezabelo,,,sikhatsi sekuvalelwa kuhwebelana,,,,,isikhathi sokuvalelwa ukusisa,,,,pakatswalelo,pakatlamo,,,,paka ya kemišo ya thekišetšano,nako ya kemišo ya thekišetšano,,nako ya thibelo ya thekisetsano,,tshifhinga tsha mvalelwa,,,nkarhi wo pfaleka,,,
dsac_multi_fin_00227,long-term insurance,,,,langtermynversekering,,,ushwalense wesikhathi eside,,,i-inshorensi yexesha elide,,,umshwalensi wesikhatsi lesidze,,,,,itjhorensi yesikhathi eside,,,,tshireletsopakaleele,inšorensepakaleele,,,,inišorentshe ya nako ye telele,,,inshorense ya nako e telele,,ndindakhombo ya vhutshilo,,,ndzindzakhombo wa nkarhi wo leha,,,
dsac_multi_fin_00228,long-term loan,,,,langtermynlening,,,imalimboleko yesikhathi eside,,,imali-mboleko yexesha elide,,,imalimboleko yesikhatsi lesidze,,,,,imalimboleko yesikhathi eside,,,,kadimopakaleele,,,,,loune ya nako ye telele,kadimišo ya paka ye telele,,lounu ya nako e telele,kadimo ya nako e telele,khadzimiso ya tshifhinga tshilapfu,,,xikweleti xa nkarhi wo leha,,,
dsac_multi_fin_00229,long-term savings plan,,,,langtermynspaarplan,,,uhlelokonga lwesikhathi eside,,,isicwangciso sokonga sexesha elide,,,luhlelokonga lwesikhatsi lesidze,,,,,umtlamo wokulonda wesikhathi eside,umtlamo wokubulunga wesikhathi eside,,,thulaganyopolokopakaleele,leanopolokopakaleele,,,,peakanyo ya dipolokelo ya nako ye telele,,,moralo wa nako e telele wa poloko,,pulane ya mbulungo ya tshifhinga tshilapfu,,,kungunhlayiso ra nkarhi wo leha,,,
dsac_multi_fin_00230,loss-of-income insurance,,,,verlies-aan-inkomsteversekering,inkomstebeskermingsversekering,,umshwalense wokulahlekelwa ingenisomali,,,i-inshorensi yokulahlekelwa ngumsebenzi,,,umshwalensi wekulahlekelwa yimalingena,,,,,itjhorensi yokulahlekelwa msebenzi,itjhorensi yokuloba umsebenzi,,,tshireletsotatlhegeloletseno,inšorensetatlhegeloletseno,,,,inišorentshe ya tahlegelo ya letseno,,,inshorense ya tahlehelo ya lekeno,,ndindakhombo ya ndozwo ya mbuelo,,,ndzindzakhombo wa ndzahlekeriwo wa malinghena,,,
dsac_multi_fin_00231,lump sum investment,,,,enkelbedragbelegging,,,utshalomali lwesamba,,,utyalo-mali olusisambuku,,,lusisomali lolusamba,,,,,isisomali lesizumbulu,,,,peeletsontsi,,,,,peeletšo ya tšheletentši,,,letsete la bokgothokgotho,,vhubindudzi ha gwama nga khathihi,,,vuvekisi bya mali yo tala xikan’we,,,
dsac_multi_fin_00232,managed fund,,,,bestuurde fonds,,,isikhwama esilawulwayo,,,utyalo-mali olulawulelwa abaxumi,,,sikhwama lesilawulwako,,,,,isikhwama sesisomali esilawulwako,,,,letloletaolwa,,,,,sekhwama seo se laolwago,,,letlole le laolwang,,tshikwamandangwa,,,nkwama lowu lawuriwaka,,,
dsac_multi_fin_00233,mandate,,,,mandaat,,,igunyamandla,,,igunya,,,ligunya,,,,,isivumelwano,,,,tumelano,,,,,tumelelano,,,tumellano,,thendelano,,,mpfumelelano,,,
dsac_multi_fin_00234,market abuse,,,,markmisbruik,,,ukunukubezwa kwezimakethe,,,ubuqhophololo kwimakethi,ulwaphulo-mthetho kwimakethi,,kusetjentiswa kabi kwemakethe,,,,,ukudurhisa imakethe,,,,tirisomaswemmaraka,tirisompemmaraka,,,,tšhomišompe ya tshedimošo ya tša mebaraka,,,tshebedisompe ya maraka,,u fhurela maraga,u fhurela makete,,ntirhiso wa makete hi ndlela yo hoxeka,,,
dsac_multi_fin_00235,market manipulation,,,,markmanipulasie,markmanipulering,,inkohliso kwezezimakethe,,,impembelelo kwiimarike,,,kwenta umgunyathi emakethe,,,,,ukudlelezelwa kwemakethe,,,,tsietsommaraka,,,,,go dira boradia mmarakeng,,,bomenemene marakeng,,khanganyiso ya maraga,khanganyiso ya makete,,nkharanganyo wa makete,,,
dsac_multi_fin_00236,material fact,,,,wesenlike feit,,,iqiniso elimqoka,,,okungafanelanga kufihlwe,,,liciniso lelincumako,,,,,iqiniso eliquntako,iqiniso elihlukanisako,,,ntlhathotloetso,,,,,ntlha ya bohlokwa,,,ntlha ya bohlokwa,,mbuno ya ndeme ya mitengo,,,mhaka ya nkoka,,,
dsac_multi_fin_00237,maturity {finance or policy},maturity date,,,uitkeerdatum,vervaldatum,,ukuvuthwa,,,ukuvuthwa kwepolisi,,,kufikelwa sikhatsi,kuvutfwa,,,,ukufikelwa sikhathi,ukuvuthwa,,,letlhatuelo,letlhaputso,,,,go metšhuara ga pholisi,,,ho butswa,,u guma,matshurithi,,siku ra ntshovelo,,,
dsac_multi_fin_00238,medical-aid scheme,medical scheme,,,mediesehulpskema,mediese skema,,uhlelosizo lwezempilo,,,isikim soncedo lwezonyango,,,luhlelolusito lwetekwelashwa,,,,,isikimu sesizo lezokwelatjhwa,,,,sekemathusakalafi,,,,,sekimo sa thušo ya tša kalafi,,,sekimi sa thuso ya bongaka,,tshikimu tsha dzilafho,,,xikimi xa mpfuno wa swa vutshunguri,,,
dsac_multi_fin_00239,medium-term loan,,,,mediumtermynlening,middeltermynlening,,imalimboleko yesikhathi esiphakathi,,,imali-mboleko yexesha eliphakathi,,,imalimboleko yesikhatsi lesisemkhatsini,,,,,imalimboleko yesikhathi esilingeneko,imalimboleko yesikhathi esihlangana,,,kadimopakagare,,,,,loune ya nako ya magereng,kadimišo ya nako ya magareng,,kadimo ya nako e mahareng,lounu ya nako e mahareng,khadzimiso ya tshifhinga tsha vhukati,,,xikweleti xa nkarhixikarhi,,,
dsac_multi_fin_00240,microlender,,,,mikrolener,mikro-uitlener,,umbolekisimali omncane,,,umbolekisi ngemali encinci,,,mashonisa,shayiloki,umebolekisimali lencane,,,umbolekisi wemali encani,,,,moadimisinnye,moadimisipotlana,,,,moadimišipotlana,,,moadimisi ka tjhelete e nyane,,mukolodisi muṱuku,,,mulombisi wa mali yitsongo,,,
dsac_multi_fin_00241,misrepresentation,,,,wanvoorstelling,,,ukuhlanekezela,,,inkcazelo ebubuxoki,,,kukhohlisa,emanga,kuphosisa,,,okunganaqiniso,isitatimende esidurhisako,,,polelophaposo,,,,,tahletšo,,,thetso,,vhuimeleli ha vhufhura,,,vunwa,vuxisi,,
dsac_multi_fin_00242,misuse of funds,,,,fondsemisbruik,geldmisbruik,,ukusetshenziswa ngokungafanele kwemali,,,usetyenziso-mali gwenxa,,,kusebentisa kabi imali,kusaphata imali,,,,ukusetjenziswa kumbi kwemali,,,,tirisobotlhaswatlole,tshenyotlole,,,,tirišompe ya ditšhelete,,,tshebedisompe ya matlole,,u tambisa masheleni,,,matirhiselo yo hoxeka ya timali,,,
dsac_multi_fin_00243,money-back guarantee,,,,geldterugwaarborg,terugbetalingswaarborg,,isiqinisekiso sokubuyiselwa imali,,,isiqinisekiso sokubuyiselwa imali,,,sicinisekiso sekubuyiselwa imali,,,,,isiqinisekiso sokubuyiselwa imali,,,,netefaletsopusetsomadi,,,,,tiišetšo ya go bušetšwa tšhelete,,,netefaletso ya kgutliso ya tjhelete,,khwaṱhisedzo ya mbuisamasheleni,,,ntiyisiso wa mbuyiselo wa mali,,,
dsac_multi_fin_00244,money management,,,,geldbestuur,,,ukuphathwa kwemali,,,ulawulo-mali,,,lulawulomali,kuphatfwa kwemali,,,,ukuphathwa kweemali,,,,taolomadi,,,,,taolo ya ditšhelete,,,taolo ya tjhelete,,ndaulo ya masheleni,ndangulo ya masheleni,,vulawulamali,,,
dsac_multi_fin_00245,money market fund,money market mutual fund,MMF,,geldmarkfonds,,,isikhwama semakethe yezimali,,,utyalo-mali olunomngcipheko ongephi,,,sikhwamalusiso semali yesikhashane,i-MMF,,,,isikhwama sesisomali sesikhatjhana,,,,letlolemmarakamadi,,,,,sekhwama sa mmanimakete,,,letlole le kopanetsweng matsetelong,,tshikwama tsha maraga wa masheleni,tshikwama tsha makete wa masheleni,,nkwamambekiso wa xinkadyana,,,
dsac_multi_fin_00246,monthly contribution,,,,maandelikse bydrae,,,izinkokhelo zanyanga zonke,,,umrhumo ngenyanga,,,imali lekhishwa njalo ngenyanga,sitolimende senyanga,,,,imali ekhutjhwa ngenyanga,,,,ntsho-ka-kgwedi,tuelo-ka-kgwedi,,,,tefelo ya kgwedi ka kgwedi,,,phehiso ka kgwedi,,mbadelo nga ṅwedzi,,,hakelo ya n’hweti na n’hweti,nchayelo wa n’hweti na n’hweti,,
dsac_multi_fin_00247,monthly household income,,,,maandelikse huishoudelike inkomste,,,ingenisomali yekhaya ngenyanga,,,ingeniso yekhaya ngenyanga,,,imalingena yelikhaya yetinyanga tonkhe,,,,,ingeniso yomkhaya yenyanga,,,,letsenolapakgweding,letsenokgwedi la lapa,,,,letseno la kgwedi ka kgwedi ka lapeng,,,lekeno la lelapa ka kgwedi,,mbuelo ya muṱa nga ṅwedzi,,,malinghena ya ndyangu ya n’hweti na n’hweti,,,
dsac_multi_fin_00248,monthly instalment,,,,maandelikse paaiement,,,inkokhelo yanyangazonke,,,isavenge ngenyanga,,,sitolimende setinyanga tonkhe,,,,,isitolimende senyanga,,,,tuelo-ka-kgwedi,tuelokgweding,,,,tefelo ya go kompetša kgwedi ka kgwedi,,,instolmente ka kgwedi,tefo ka kgwedi,mbadelo ya ṅwedzi muṅwe na muṅwe,,,xitolomente xa n’hweti na n’hweti,hakelo ya n’hweti na n’hweti,,
dsac_multi_fin_00249,mortgage payment {home loan},,,,verbandbetaling,,,inkokhelo yemali yendlu,,,intlawulo yendlu,,,imbadalo yendlu,inkhokhelo yendlu,,,,imbadalo yesikwelede sendlu,,,,tuelelontlo,,,,,tefelelo ya loune ya ntlo,,,tefello ya bonto,,mbadelo ya nnḓu,,,hakelo ya xikweleti xa yindlu,,,
dsac_multi_fin_00250,movable property,,,,roerende eiendom,,,impahla ethuthekayo,,,impahla efudusekayo,,,imphahla lesuswako,,,,,ipahla etjhidisekako,,,,disutiswa,thototshutiswa,,,,thoto ya go šuthišega,,,thepa e suthisehang,,thundukhwalea,ndakakhwalea,,nhundzu leyi susekaka,,,
dsac_multi_fin_00251,mutual fund,,,,onderlinge fonds,,,isikhwama esihlanganyelwe,,,indibaniselwano kutyalo-mali,indibaniselwano kwezeemarike,,sikhwama lesihlanganyelwe,sikhwama semfelandzawonye,,,,isikhwama sehlanganisela,isikhwamahlanganisela,,,letloletlhakanelo,letlolekopanelo,,,,sekhwama sa dipeeletšo tša mohlakanelwa,,,letlole le kopanetsweng,,tshikwama tsha muṱanganelano,,,nkwamanhlanganelo,,,
dsac_multi_fin_00252,National Credit Act,NCA,,,National Credit Act,Nasionale Kredietwet <nieamptelik>,NCA,uMthetho Kazwelonke Wokubolekisa,i-NCA,,i-National Credit Act,i-NCA,,Umtsetfo Wetikweleti Wavelonkhe,i-NCA,,,,umThetho weenKolodo weLizwe,umThetho weenKwelede weNarha,i-NCA,,Molaolakolotosetšhaba,,,,,Molao wa Dikoloto wa Bosetšhaba,,,Molao wa Mekitlane wa Naha,Molao wa Dikoloto wa Naha,Mulayo wa Khredithi wa Lushaka,,,Nawu wa Swikweleti wa Rixaka,,,
dsac_multi_fin_00253,National Credit Regulator <Republic of South Africa>,NCR,,,Nasionale Kredietreguleerder,NKR,,Umlawuli Wezokubolekisa Kazwelonke,i-NCR,,i-National Credit Regulator,i-NCR,uMqondisi-mthetho wezamaTyala eSizwe,Umlawulitikweleti Wavelonkhe,i-NCR,,,,UmLawuli weenKolodo weliZwe,UmLawuli weenKwelede weNarha,,,Molaolakolotosetšhaba,,,,,Molaodi wa Dikoloto wa Bosetšhaba,,,Molaodi wa Mekitlane wa Naha,Molaodi wa Dikoloto wa Naha,Tshiimiswa tsha Lushaka tsha Vhukolodisi,,,Mulawuri wa Swikweleti wa Rixaka,,,
dsac_multi_fin_00254,net income,NI,,,netto inkomste,,,ingenisomali ebanjelwe,ingenisomali eza kuwe,,ingeniso emva koxulo,ingeniso emva kweemali ezitsaliweyo,,imalingena lencutsiwe,,,,,ingeniso enghwathiweko,,,,letseno,,,,,letseno leo le šetšego morago ga dikgogelo,,,lekeno kamora kgulo,,mbuelongwanwa,,,malinghena leyi salaka,,,
dsac_multi_fin_00255,net salary,,,,netto salaris,,,umholo obanjelwe,umholo oza kuwe,,umvuzo emva koxulo,umvuzo emva kweemali ezitsaliweyo,,umholo losalako,umholo loncutsiwe,,,,umrholo onghwathiweko,,,,mogolo,,,,,mogolo woo o šetšego,moputso woo o šetšego,,moputso kamora kgulo,,muholongwanwa,,,muholo lowu salaka,,,
dsac_multi_fin_00256,no-claim bonus {car insurance},NCB,,,geeneisbonus,,,ibhonasi yokungafaki isicelonkokhelo,,,ibhonasi yokungafaki bango,,,ibhonasi yekungafaki sibitinkhokhelo,,,,,ibhonasi yokungakatleyimi,,,,bonasetlhokakopo,bonasetlhokatleleimi,,,,ponase ya ge go se go tleleingwe,,,bonase ya ho se tleleime,,bonasi ya tshaya mbilo,,,bonasinkaxikoxo,,,
dsac_multi_fin_00257,nominated driver,,,,aangewese bestuurder,,,umshayeli oqokiwe,,,umqhubi obhalisiweyo,,,umshayeli lonyuliwe,umshayeli locokiwe,umshayeli lophakanyisiwe,,,umtjhayeli okhonjiweko,,,,mokgweetsitlhophilweng,,,,,mootledi yo a kgethilwego,,,mokganni ya hlwailweng,,mureilitiwa,,,muchayeri loyi a tsakeriweke,,,
dsac_multi_fin_00258,non-disclosure <see disclosure>,,,,nieopenbaarmaking,nieopenbaring,,ukungadaluli,,,ukufihla,inkohliso,,kungadzaluli,kungaveti,,,,ukungavezi,,,,tlhokatshenolo,tlhokatlhagiso,tlhokakutulolo,,,go se utolle ditaba ka moka,,,ho se senole,,u sa dzumbulula,,,nkampaluxo,,,
dsac_multi_fin_00259,non-discretionary mandate {between portfolio manager and client},,,,niediskresionêre mandaat,,,igunyamandla elinganqumi,,,ukungabi nagunya lasigqibo,,,kungabi nagunya lekutincumela,,,,,ukungabi negunya lokulawula ipahla,ukungabi negunya lokuqunta,,,thomotlhokatlhalemaleje,,,,,tumelelano ya go hloka maatla a boikgethelo,,,tumello ya ho se laolele,,tshayathendelano ya ndangulo,,,nkampfumelelo wo lawula ku ya hi vonelo,,,
dsac_multi_fin_00260,non-payment,,,,niebetaling,wanbetaling,,ukungakhokhi,,,ukusilela ukuhlawula,ukungahlawuli,,kungabhadali,kukweleta,,,,ukungabhadali,ukungabhadeli,,,tlhokatuelo,,,,,go se patele,go se lefe,,ho se patale,ho se lefe,tshayambadelo,,,ku nga hakeli,,,
dsac_multi_fin_00261,notice deposit account,notice deposit,,,kennisdepositorekening,,,i-akhawunti yesaziso,,,i-akhawunti efuna inothisi,,,i-akhawunti ledzinga watise libhange ngaphambilini,i-akhawunti yenothisi,,,,i-akhawundi yenothisi,,,,akhaontekitsisotsenyomadi,,,,,akhaonte ya go fa tsebišo pele o ntšha tšhelete,,,akhaonte ya depositi eo ho fanwang ka tsebiso,,akhaunthu ya diphosithi ya nḓivhadzo,,,akhawunti yo dipozita ya xitiviso xo humesa,akhawunti yo veka ya xitiviso xo humesa,,
dsac_multi_fin_00262,notification period {insurance},claim notification period,,,kennisgewingstydperk,kennistydperk,,isikhathi sokubika,,,ixesha lenothisi,,,sikhatsi lesibekiwe sekwatisa,,,,,isikhathi sokwazisa,isikhathi sokufaka inothisi,,,pakakitsiso,,,,,paka ya tsebišo ya go tleleima,paka ya go tleleima,,nako ya ho tsebisa,,tshifhinga tsha nḓivhadzo,,,nkarhi wa ntiviso wa xikoxo,,,
dsac_multi_fin_00263,offer to purchase,,,,koopaanbod,,,isiphakamiso sokuthenga,,,isiphakamiso sokuthenga,,,inhloso yekutsenga,,,,,isithembiso sokuthenga,,,,maikemisetsotheko,thebolelotheko,,,,maikemišetšo a go reka,,,maikemisetso a ho reka,,vhutamutengo,,,vutiyimiseri byo xava,vutinyiketeri byo xava,,
dsac_multi_fin_00264,offshore fund,,,,buitelandse fonds,,,isikhwama sotshalomali emazweni,,,ingxowa yotyalo-mali emazweni,,,sikhwama lesikulamanye emave,sikhwama lesingaphandle,,,,isikhwama sehlanganisela esingaphandle,isikhwamahlanganisela esingaphandle,,,letlolentleboditšhaba,,,,,sekhwama sa nageng e šele,sekhwama sa nageng ya ka ntle,,letlole le tsetelang naheng disele,,tshikwama tsha mashango a nnḓa,,,nkwamambekiso ematikweni mambe,,,
dsac_multi_fin_00265,open market,,,,oop mark,ope mark,,imakethe evulelekile,,,urhwebo olungenamiqobo,,,imakethe lengenamkhawulo,imakethe lekhululekile,,,,imakethe evulekileko,imakethe enganamkhawulelo,,,mmarakalokologileng,mmarakagololesegileng,mmarakakgwebisano,,,mmaraka wa go gwebišana le dinaga tša ka ntle,,,maraka o hlodisanang le e meng,maraka o bulehileng,maraga wo vuleaho,makete wo vuleaho,,makete wo pfuleka,,,
dsac_multi_fin_00266,orphan’s pension {beneficiary fund},,,,weespensioen <weeskind se pensioen>,,,impesheni yezintandane,,,ingxowa-mali yeenkedama,,,impesheni yetintsandzane,,,,,ipentjheni yeentandani,,,,susakhutsana,,,,,phentšhene ya ditšhiwana,,,p penshene ya dikgutsana,,phentsheni ya tsiwana,tshikwama tsha tsiwana,,phenxeni ya swisiwana,,,
dsac_multi_fin_00267,out of community of property <Republic of South Africa> <see in community of property>,,,,buite gemeenskap van goed,buite gemeenskap van goedere,,umshado ohlukanisa amafa,,,umtshato ongengowandibaniselwano,,,umshado lohlukanisa emafa,,,,,umtjhado ongahlanganyeli ipahla,umuzi ongahlanganyeli ipahla,,,ntle ga tlhakanelothoto,,,,,ntle ga tlhakanelo ya dithoto,,,-ntle le kopanelo ya thepa,,tshanga ndi tshanga, tshau ndi tshau,,,xaminaxamina,,,
dsac_multi_fin_00268,outstanding debt,,,,uitstaande skuld,,,isikweletu esisasele,,,ityala eliseleyo,,,sikweleti lesisilele,,,,,isikolodo esisaleleko,isikwelede esisaleleko,,,sekolototshalelo,molatotshalelo,,,,sekoloto sa go šalela,,,molato o eso qetwe,sekoloto se eso qetwe,tshikolodo tsho salelaho,,,xikweleti lexi nga si helaka,,,
dsac_multi_fin_00269,overdraft facility,,,,oortrekkingsfasiliteit,,,uhlelokusebenzisa imali ongenayo,,,ifasilithi ye-ovadrafti,indlela yokufumana imali-mboleko,,lilungelo lekusebentisa ngetulu kwalonako,,,,,isivumelwano sokusebenzisa imali onganayo,i-ovadrafthi,,,madikadimophetisi,tlabakelokgogophetiso,,,,tumelelo ya go ntšha tšhelete yeo o se nago le yona,,,tumellano ya ho hula ka sekoloto,tshebeletso ya ovadraft,pfukiso ya masheleni,,,mpfumelelano wo tirhisa mali yo tlula leyi u nga na yona,,,
dsac_multi_fin_00270,overdrawn <adj.> {account},,,,oortrokke,,,ekhishwe ngokweqile,,,-tsalo-mali ngokugqithisileyo,,,-sebentise ngetulu kwalonako,,,,,-khuphe ngaphezu konakho,,,,- fetisitse,phitisokgogomadi,,,,-ntšhiwago go fetiša tekano,,,-kgulo e fetang,,-pfukisaphimo,,,-tirhisile mali yo tlula leyi u nga na yona,,,
dsac_multi_fin_00271,overinsurance,,,,oorversekering,,,ukukhava ngokweqile,,,i-inshorensi egqithisileyo,,,umshwalensi longetulu kwemphahla lebhadalwako,,,,,itjhorensi engaphezu kwepahla oyibhadalako,itjhorensi eyeqileko,,,tshireletsophetiso,inšorensephetiso,,,,inišorentshe yeo e fetago boleng,,,inshorense e fetang boleng,,ndindakhombo yo kalulaho,,,ndzindzakhombo wo tlula nkoka,,,
dsac_multi_fin_00272,over-the-counter market {system},,,,toonbankmark,TBM,,izimakethekuhweba ngezobuchwepheshe,,,intengiso-zabelo ekhawuntarini,,,imakethe lengekho eluhlwini,,,,,ithengisozabelo elingekho erhelweni labasisimali,ithengisozabelo lekhawuntharini,,,mmarakakhaontareng,mmarakakgontshathekiso,,,,mokgwakgwebišano wa go hloka melawana,,,maraka wa dikgokahanyo,,thengisamikovhe tshayandaulo,,,makete ehandle ka nxaxamelo,,,
dsac_multi_fin_00273,paid-up policy,,,,opbetaalde polis,,,ipholisi eqediwe ukukhokhelwa,,,ipolisi egqityiweyo ukubhatalwa esaqhubayo,,,ipholisi lecedvwe kubhadalwa,,,,,ipholisi eqedwe ukubhadalwa,ipholisi eqedwe ukubhadelwa,,,pholisiphetotuelelo,,,,,pholisi yeo e sa hlwego e patelelwa diphoremiamo,,,pholisi e qetilweng ho leshwa,,phoḽisi yo fhedzwaho u badelwa,,,pholisi leyi nga hela ku hakeriwa,,,
dsac_multi_fin_00274,partial surrender {of policy},,,,gedeeltelike afkoping,gedeeltelike afkoop,,ukukhipha ingxenye,,,uxulo-mali kwipolisi,,,kutsatsa incenye yemali yepholisi,,,,,ukuhlephula imali yetjhorensi,ukudzubhula imali yetjhorensi,,,kgogobontlhanngwe,,,,,go ngwatha tšhelete ya pholisi,,,ho ngwatha tjheleteng e beheleditsweng,,ṱhumbulo ya phoḽisi,,,ku teka xiphemu xa mali ya pholisi,,,
