id,eng__001,eng__002,afr__001,afr__002,afr__003,afr__004,zul__001,zul__002,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,nso__002,nso__003,sot__001,sot__002,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_art_00231,heritage project,,erfenisprojek,,,,iphrojekhthi yezamagugu,,iprojekthi yamafa emveli,,,,,,umklamo wemagugu,,,,iphrojekthi yamafa aligugu,,,,porojeke ya boswa,,,,protšeke ya bohwa,,,projekte ya mafa,,thandela ya vhufa,,,phurojeke ya swa ndzhaka,,
dsac_multi_art_00232,heritage sector,,erfenissektor,,,,umkhakha wezamagugu,,icandelo lezamafa emveli,,,,,,umkhakha wemagugu,,,,ikoro yamafa aligugu,,,,lekala la boswa,,,,lefapha la bohwa,,,lekala la mafa,,sekithara ya vhufa,,,xiyenge xa swa ndzhaka,,
dsac_multi_art_00233,honey badger,ratel,ratel,,,,insele,,ichelesi,,,,,,indvundvundvwane,,,,insele,i-ratel,,,magogwe,matshwane,,,kgoogo,,,ratele,,tshisele,,,xidzidzi,,
dsac_multi_art_00234,hornpipe {dance},,horrelpyp,,,,umdanso wamatilosi,,umdaniso woomatiloshe,,,,,,umdanso wematilosi,,,,umdanso wamatilosi,,,,lepatata {moretelediane},,,,motantsho wa setšo wa basesi,,,motjeko wa basesisi,,mutshino wa vhaalavhi,,,ncino wa vatluti,,
dsac_multi_art_00235,house {music},,house-musiek,huis-musiek,,,uhlobo lomculo ihawsi,,umculo wehawusi,,,,,,ihawuzi,,,,umvumo we-house,,,,haose {mmino},,,,mmino wa haose,,,haose,,hausu,,,vuyimbeleri bya hawuzi,,
dsac_multi_art_00236,human experience,,menslike ervaring,menslike ondervinding,,,ulwazi onalo isipiliyoni,,amava omntu,,,,,,lwati lwangaphambilini,,,,ilemuko lomuntu,,,,maitemogelo a setho,,,,maitemogelo a motho,,,boiphitlhelo,,tshenzhemo ya muthu,,,ntokoto wa munhu,,
dsac_multi_art_00237,imbizo <Zulu>,,imbizo,beraadslagende vergadering,beraadslagings-vergadering,,imbizo,,imbizo,,,,,,imbizo,ummemo,,,imbizo,,,,pitso,,,,pitšo,,,pitso,,tshivhidzo,,,xivijo,,
dsac_multi_art_00238,impresario <Italian>,,impresario,,,,umhleli wezokunandisa,,umphathi wezokonwabisa,umphathi wezokugcobisa,,,,,umhleli wetekutijabulisa,i- impresariyo,,,umhleli wezokuzijabulisa,umhleli wezokuzithabisa,,,morulaganyi,impriserio,,,imphresariyo,morulaganyi wa boithabišo,,impresariyo,,mudzudzanyi,impresario,,mukondleteri,,
dsac_multi_art_00239,indaba <Nguni>,,indaba,vergadering,bespreking,,imbizo,IsiZulu indaba,imbizo,intlanganiso,,,,,umhlangano,,,,indaba,,,,kgothakgothe,,,,indaba,kgothakgothe,,seboka,,khoro,,,nhlengeletano,,
dsac_multi_art_00240,Indian dance,,Indiese dans,,,,umdanso wamaNdiya,,umdaniso wamaNdiya,umdaniso wesiNdiya,,,,,umdanso weMandiya,,,,igido lamaNdiya,,,,moretelediane wa Seindia,,,,motantsho wa Seindia,,,motjeko wa India,,mutshino wa Tshiindia,,,ncino wa Xiindiya,,
dsac_multi_art_00241,Indian scarf dance,,Indiese serpdans,,,,ukudansa kwamaNdiya ngesikhafu,,umdaniso wesikhafu wamaNdiya,umdaniso wesikhafu wesiNdiya,,,,,umdanso weMandiya wesikafu,,,,igido lamaNdiya lesikhafu,,,,moreteledianekhafo wa Seindia,,,,motantsho wa sekhafo wa Seindia,,,motjeko wa India wa sekhafo,,mutshino wa tshikhafu wa Tshiindia,mutshino wa dugu wa Tshiindia,,ncino wa xikhafu wa Xiindiya,,
dsac_multi_art_00242,indigenous dance,,inheemse dans,,,,umdanso womdabu,,umdaniso wemveli,,,,,,umgidvo wendzabuko,,,,igido lendabuko,umdanso wendabuko,,,moreteledianetlholego,,,,motantsho wa setlogo,,,motjeko wa botala,,mutshino wa ngwaniwapo,,,ncino wa ndhavuko,,
dsac_multi_art_00243,indigenous group,,inheemse groep,,,,iqembu lomdabu,,iqela lemveli,,,,,,licembu lendzabuko,,,,isiqhema sendabuko,,,,setlhophatlholego,,,,sehlopha sa setlogo,,,sehlopha sa batala,,tshigwada tsha ngwaniwapo,,,ntlawa wa ndhavuko,,
dsac_multi_art_00244,indlamu <Zulu>,,indlamu,,,,indlamu,,indlam,,,,,,indlamu,sibhaca,,,indlamu,,,,indlamu,ntlamu,,,indlamu,mmino wa setšo wa Sezulu,,ntlamo,,indlamu,,,ndlamu,,
dsac_multi_art_00245,innovative artist,,innoverende kunstenaar,vernuwende kunstenaar,,,iciko elithuthukisa kabusha,,igcisa eliyila ngokutsha,,,,,,umdlali lotisungulelako,umdlali loticambelako,,,isikghwari esinemibono emitjha,isigwali esinemibono emitjha,,,moitlhamedi,moitlhameditaki,,,modiragatši wa go itlhamela,,,seqapi,,mutsilamubveledzi,,,mutshila wo antswisa,,
dsac_multi_art_00246,instrumentalist,,instrumentalis,,,,umdlalizinsimbi,,umdlali wesixhobo somculo,,,,,,umdlalitinsimbi,umdlalitimfijoli,,,umbethisibetho,umlilisisibetho,,,moletsadiletswa,,,,sebapadi sa seletšo,,,seletsi,,mulidzi,,,muchayi,,
dsac_multi_art_00247,intangible heritage,,ontasbare erfenis,,,,amagugu angabonakali,,amafa emveli angabambekiyo,amafa emveli angaphathekiyo,,,,,emagugu langabonakali,,,,ilifa eliligugu elingaphathekiko,ilifa elinganakubonwa,,,boswatlhokatlhaloso,,,,bohwa bja go se hlalosege,,,mafa a sa tshwareheng,,vhufa vhu sa farei,,,ndzhaka leyi nga khomekiki,,
dsac_multi_art_00248,intricate <adj.>,,ingewikkeld,moeilik,,,okuphithanisiwe,,-ntsonkothileyo,,,,,,-cakanako,-didanako,,,-didako,-raranisako,,,maleya,,,,-gakantšhago,-raraganego,,-rarahaneng,,-vhukolikoli,-serekana,,-nonon’hwa,,
dsac_multi_art_00249,jazz aficionado {music},,jazz-aficionado,jazzaficionado,,,umthandi wejezi,,umthandi womculo womngqungqo,inxila lomculo womngqungqo,,,,,umtsandzi wejezi,,,,umkhonzi wejezi,,,,moratajese,,,,morati wa jese,,,mothahaselli wa jese,,mifunadzheze,,,muhisekeri wa jeze,afixiyonado wa jeze,
dsac_multi_art_00250,jazz album,,jazz-album,jazzalbum,,,i-albhamu yejezi,,icwecwe lomculo womngqungqo,,,,,,i-albhamu yejezi,,,,i-albhamu yejezi,,,,kokoanyo ya jese,alebamo ya jese,,,alepamo ya jese,,,albamo ya jese,,aḽibamu ya dzheze,,,alibamu ya jeze,,
dsac_multi_art_00251,jazz artist,,jazz-kunstenaar,jazzkunstenaar,,,umdlali wejezi,umqambi wejezi,umqambi womculo womngqungqo,,,,,,umcambi wejezi,,,,umvumi wejezi,,,,motlhamajese,,,,mohlami wa jese,,,sebini sa jese,,muimbadzheze,,,mutshila wa jeze,,
dsac_multi_art_00252,jazz development programme,,jazz-ontwikkelingsprogram,,,,uhlelo lokuthuthukiswa kwejezi,,inkqubo yokuphuhliswa komculo womngqungqo,,,,,,luhlelo lwekutfutfukiswa kwejezi,,,,ihlelo lokuthuthukiswa kwejezi,,,,lenanetsweletso la jese,,,,lenaneotšwelopele la jese,,,lenane la ntlafatso ya jese,,mbekanyamushumo ya u bveledza dzheze,,,nongonoko wa nhuvukiso wa jeze,,
dsac_multi_art_00253,jazz education,,jazz-opvoeding,,,,ukufunda ngejezi,,imfundiso ngomculo womngqungqo,,,,,,imfundvo ngejezi,lwati ngejezi,,,ifundiso ngejezi,,,,thuto ka ga jese,,,,thuto ya jese,,,thuto ya jese,,pfunzo ya dzheze,,,dyondzo ya jeze,,
dsac_multi_art_00254,jazz fanatic,,jazz-fanatikus,,,,ihuha lejezi,,umthandi womculo womngqungqo,inxila lomculo womngqungqo,,,,,lotifela ngejezi,,,,umkhonzi wejezi,,,,moratajese,,,,serati sa jese,,,morati wa jese,,mufuni wa dzheze,,,muhisekeri wa jeze,,
dsac_multi_art_00255,jazz festival,,jazz-fees,,,,umgidi wejezi,,umnyhadala womculo womngqungqo,ifestivali yomculo womngqungqo,,,,,sibhimbi sejezi,,,,ifestivali yejezi,,,,moletlo wa jese,,,,fesitibale ya jese,moletlo wa jese,,mokete wa jese,,bepha ḽa dzheze,,,nkhuvo wa jeze,,
dsac_multi_art_00256,jazz heritage,,jazz-erfenis,,,,amagugu ejezi,,amafa emveli omculo womngqungqo,,,,,,emagugu ejezi,,,,ilifa eliligugu lejezi,,,,boswa jwa jese,,,,bohwa bja jese,,,mafa a jese,,vhufa ha dzheze,,,ndzhaka ya jeze,,
dsac_multi_art_00257,jazz instrumentalist,,jazz-instrumentalis,,,,umdlalizinsimbi wejezi,,umdlali wesixhobo somculo womngqungqo,,,,,,umdlalitimfijoli wejezi,umdlalitinsimbi wejezi,,,umbethisibetho sejezi,,,,moletsaseletswa sa jese,,,,sebapadi sa seletšo sa jese,,,seletsi sa jese,,mulidzadzheze,,,muchayi wa jeze,,
dsac_multi_art_00258,jazz label,,jazz-etiket,,,,ilebula lejezi,,inkampani eshicilela ithengise umculo womngqungqo,,,,,,ilebuli yejezi,,,,ikhampani yomvumo wejezi,,,,setlamo sa jese,,,,leipole ya go gatiša mmino wa jese,khamphani ya go gatiša mmino wa jese,,leibole ya jese,,khamphani ya dzheze,,,mfungho wa jeze,lebulu ya jeze,
dsac_multi_art_00259,jazz lover,,jazz-liefhebber,,,,umthandi wejezi,,umthandi womculo womngqungqo,,,,,,umtsandzijezi,,,,umthandi wejezi,,,,moratajese,,,,morati wa jese,,,morati wa jese,,mifunadzheze,,,murhandzajeze,,
dsac_multi_art_00260,jazz orchestra,,jazz-orkes,,,,i-okhestra yejezi,,iokhestra yomculo womngqungqo,,,,,,i-okhestra yejezi,,,,i-okhestra yejezi,,,,okhesetera ya jese,,,,okhesetera ya jese,,,okhestra ya jese,,okhesṱira ya dzheze,,,vatlangi va jeze,,
dsac_multi_art_00261,jazz performance,,jazz-uitvoering,,,,ukuculwa kwejezi,,ukudlalelwa kwababukeli umculo womngqungqo,,,,,,kudlala ijezi,umculo wejezi,,,ijido lejezi,igido lejezi,,,tiragatso ya jese,,,,tiragatšo ya jese,,,ho bina jese,,vhutambadzheze,,,ntlangu wa jeze,,
dsac_multi_art_00262,jazz programme,,jazz-program,,,,uhlelo lwejezi,,inkqubo yomculo womngqungqo,,,,,,luhlelo lwejezi,,,,ihlelo lejezi,,,,lenaneo la jese,,,,lenaneo la jese,,,lenaneo la jese,,mbekanyamushumo ya dzheze,,,nongonoko wa jeze,,
dsac_multi_art_00263,jazz singer,,jazz-sanger,,,,umculi wejezi,,imvumi yomculo womngqungqo,,,,,,umculi wejezi,,,,umvumi wejezi,,,,moopelajese,,,,moopedi wa jese,,,sebini sa jese,,muimbadzheze,,,muyimbeleri wa jeze,,
dsac_multi_art_00264,jazz student,,jazz-student,,,,umfundi wejezi,,umfundi womculo womngqungqo,,,,,,umfundzi wejezi,,,,umfundi wejezi,,,,moithutajese,,,,moithuti wa jese,,,moithuti wa jese,,mugudadzheze,,,mudyondzi wa jeze,,
dsac_multi_art_00265,jazz style,,jazz-styl,,,,indlela yokucula ijezi,indlela yokubhala ijezi,isimbo somculo womngqungqo,,,,,,sitayela sejezi,,,,isitayela sejezi,,,,setaele sa jese,,,,setaele sa jese,mokgwa wa jese,,setaele sa jese,,tshitaila tsha dzheze,,,xitayili xa jeze,,
dsac_multi_art_00266,jazz tuition programme,,jazz-onderrigprogram,,,,uhlelo lokufunda ijezi,,inkqubo yokufundisa ngomculo womngqungqo,inkqubo yokufundiswa ngomculo womngqungqo,,,,,luhlelo lwekufundziswa kwejezi,,,,ihlelo lokufundisa ngejezi,,,,lenanethuto la jese,,,,lenaneothuto la jese,,,lenanethuto la jese,,mbekanyamushumo ya vhugudadzheze,,,nongonoko wa vuleteri bya jeze,,
dsac_multi_art_00267,jerky <adj.>,,rukkerig,hortend,stoterig,,okunobudluthudluthu,,-buxhuzula,,,,,,-dlukutako,,,,-hluthukako,-wundukako,,,kgothakgotha,,,,-tšutlatšutla,,,-kgitlela,,-hwiḓa,hwiḓa,,-gwimbagwimba,,
dsac_multi_art_00268,juggle {entertainment},,jongleer,,,,ukuphambanisa izinto emoyeni,,ukuphambanisa izinto emoyeni,,,,,,jagula,,,,-phambanisa emmoyeni,,,,-kapisa,,,,-totompetša,,,ho tjhellatjhella,,u dzhagiḽa,,,ku hoxa no qhavulela,,
dsac_multi_art_00269,juggler {entertainment},,jongleur,,,,umphambanisizinto emoyeni,,ichule lokuphambanisa izinto emoyeni,,,,,,umjaguli,,,,ophambanisa emmoyeni,umphambanisimmoyeni,,,mokapisi,,,,mototompetši,,,setjhellatjhella,,mudzhagiḽi,,,xihoxi xi qhavulela,,
dsac_multi_art_00270,kathak {Indian dance},,kathak,,,,umdanso wamaNdiya ikhathaki,,ikathak,umdaniso othile wamaNdiya,,,,,ikathaki,,,,i-kathak,,,,khathak {moretelediane wa Seindia},,,,khathak,mohuta wa mmino wa Seindia,,khathaka,,khathakha,,,khataka,,
dsac_multi_art_00271,keyboard {music},,klawerbord,,,,ikhibhodi,,ikhibhodi,,,,,,ikhibhodi,,,,ikhibhodi,,,,kwadi {mmino},,,,khiipoto,,,khiboto,,khiibodo,,,khibodo,,
dsac_multi_art_00272,keyboardist,,klawerbordspeler,,,,umdlalikhibhodi,,umdlali wekhibhodi,,,,,,umdlali wekhibhodi,,,,umdlalikhibhodi,,,,moletsakwadi,,,,sebapadi sa khiipoto,,,seletsi sa khiboto,,mulidzakhiibodo,,,mukhibodi,,
dsac_multi_art_00273,kgati {skipping game},,kgati,,,,ingqathu,,ugqaphu,,,,,,incatfu,,,,i-kgati,igcubsi,,,kgati,ntimo,,,kgati,,,kgati,,khadi,,,nchenche,khadi,
dsac_multi_art_00274,kiba {Bapedi tradition},,kiba,,,,umgidi ikiba,,ikiba,,,,,,ikiba,,,,ikiba,,,,kiba,,,,kiba,,,kiba,,givha,,,kiva,,
dsac_multi_art_00275,koki pen,,kokipen,,,,ikhokhipheni,,ikhokhipheni,,,,,,ikokipeni,,,,ikhokhipeni,,,,pene ya khoki,,,,pene ya koki,,,khokhipene,,peni ya koki,,,penisele ya koki,,
dsac_multi_art_00276,kwaai jazz,,kwaai-jazz,,,,ijezi eyikwayito,,umxube womculo womngqungqo nekwayito,,,,,,ikwayijezi,,,,ijezi yekwayito,,,,jesekwaito,,,,jese ya kwaito,,,jese ya kwaeto,,dzheze ya kwaito,,,jeze ya kwayito,,
dsac_multi_art_00277,kwaito artist,,kwaito-kunstenaar,,,,umculi wekwayito,,imvumi yekwayito,,,,,,umculi wekwayito,,,,umvumi wekwayito,,,,modiragatsi wa kwaito,,,,sediragatši sa kwaito,,,sebini sa kwaeto,,mutsila wa kwaito,,,mutshila wa kwayito,,
dsac_multi_art_00278,kwassa-kwassa,,kwassa-kwassa,,,,ikwasakwasa,,ikwasa-kwasa,umdaniso othile waseKhongo,,,,,ikwasakwasa,,,,i-kwassa-kwassa,,,,kwasakwasa,,,,kwassa-kwassa,,,kwasa-kwasa,,kwasakwasa,,,kwasakwasa,,
dsac_multi_art_00279,lacklustre <adj.> {e.g. costume for theatrical performance},,glansloos,dof,,,okungenaluhlonze,,-ngakhanyiyo,-nganiki mdla,-gqolileyo,,,,-vilaphisako,-ngajabulisi,,,-ngakarisiko,,,,bodutu,lapisa,bosula,,-go se kgahliše,,,-nyahamisa,,-sa kunga,,,-naveti,,
dsac_multi_art_00280,lacquer seal,,lakdigting,lakseëlaar,verseëlaar,,inomfi,,itywina lesikhazimlisi,,,,,,emanafu,,,,ivanitjhi yemvelo,,,,segomi,borekhu,,,borekhu,,,boroku,,ṋonzhe,,,vhanichi,,
dsac_multi_art_00281,land art,earth art,landskapkuns,,,,ubuciko bezemvelo,,ukuhombisa ngemihlaba yokuveta,,,,,,buciko bemhlaba,,,,ubukghwari bomhlaba,ubugwali bomhlaba,,,botsweretshi ka mmu,botaki ka mmu,,,bokgabo bja mabu,,,bonono ka mobu,,vhutsila ha mavu,,,vutshila bya misava,,
dsac_multi_art_00282,lead guitar,,hoofkitaar,,,,isiginci esihola umculo,,isiginkci esikhokelayo,ikatala ekhokelayo,,,,,igatari leholako,igatari lehamba embili,,,igatara ekhalelako,,,,kataratlhabeletso,,,,katara ya go hlabeletša,,,katara ya ketapele,,kaṱara ya u sima,,,katara yo rhangela,,
dsac_multi_art_00283,ledger line {music},,hulplyn,maatlyn,stellyn,,umugqa weleja emculweni,,umgca ongaphelelanga obonisa inowuthi,,,,,,umugca weleja,,,,umuda weleja,,,,nokothaladi {mmino},molanoko,,,mothaladi wa lletša,,,mola wa leja,,mutalothusedzi,,,ntila wa lejara,,
dsac_multi_art_00284,leopard-skin cloak,,luiperdvelmantel,,,,isiphuku sengwe,,umnweba wengwe,,,,,,siphuku sengwe,,,,inaka lengwe,isembatho sesikhumba sengwe,,,kobo ya letlalo la nkwe,,,,seanamarena,kobo ya letlalo la nkwe,,setipe sa letlalo la nkwe,,lupila lwa nyingine,,,xiambalo xa dzovo ra yingwe,,
dsac_multi_art_00285,librettist <Italian>,,librettoskrywer,librettis,,,umbhali we-ophera,,umntu obhala amazwi omdlalo womculo,,,,,,umbhali we-opera,,,,umtloli we-opera,,,,momaope,moliberiti,,,mongwadi wa mantšu a dikoša tša go diragatšwa,,,libretisi,,muḽiburetshisi,,,mutsari wa opera,,
dsac_multi_art_00286,lilt <n.> {dance},,ronddans,,,,umdanso wezikoshi,,umdaniso ovonyavonya ngokumbambazelayo,,,,,,umdanso lonesigci,,,,igido elinesigqi,,,,moretheto,lliliti,,,liliti,mmino wa morethetho,,liliti,,mutshino nga tshandzunguluwe,,,ncino wo ndziwuluka,,
dsac_multi_art_00287,lilting melody,,sangerige melodie,,,,imvunge engumehlanyuke,,ubungoma obuntyiloza kamnandi,,,,,,ingoma leyehla yenyuka ngeliphimbo,,,,umehlanyuka womdumomvumo,iphimbo eliyaphasi naphezulu,,,molodi wa moretheto,molodi wa lliliti,,,molodi wa liliti,molodi wa go rethetha,,molodi wa liliti,,muungo u yaho nṱha na fhasi,,,risimu ro ya henhla na le hansi,,
dsac_multi_art_00288,loom {n.},,weefgetou,weefstoel,,,umshini wokuluka indwangu,,umatshini wokuluka,,,,,,umshini wekweluka,,,,iselukimatjhila,umtjini wokweluka itjhila,,,motšhini wa go loga,llumu,,,motšhene wa go loga,selogelo,,motjhini o lohang,,mutshini wa u luka,,,muchini wo luka,,
dsac_multi_art_00289,luminary {social},,glanspersoonlikheid,,,,ingcweti,umkhuthazi,umntu onefuthe elihle,umkhuthazi,isibane,,,,umgcugcuteli,,,,umkhuthazi,umuntu osibonelo,,,morotloetsi,,,,motutuetši,,,morotloetsi,,muṱuṱuwedzi,,,makombandlela,,
dsac_multi_art_00290,Madiba jive {dance},,Madiba-dans,Madiba-vastrap,Madiba-riel,,umdanso kaMadiba,,umdaniso kaMadiba,ijayivu kaMadiba,iMadiba jayivu,,,,umjayivo waMadiba,umdanso waMadiba,,,i-Madiba jive,umjido kaMadiba,,,mmino wa Madiba,moretelediane wa Madiba,,,mmino wa Madiba,,,Madiba jaefe,,mutshino wa Madiba,,,ncino wa Madiba,,
dsac_multi_art_00291,maestro <Italian>,,maestro,meester,,,isazimculo,,umakhwekhwetha kwezobugcisa,,,,,,ingcweti yetebuciko,,,,isikghwari,igagu,isigwali,,mankge wa mmino,mogaka wa mmino,,,nkgwete,,,matwetwe,,masithesele,,,n’wavuswikoti,,
dsac_multi_art_00292,mainstream jazz,,hoofstroom-jazz,hoofstroomjazz,,,ijezi yoqobo,,umculo womngqungqo wentsusa,umculo womngqungqo wangaphambili,,,,,ijezi yakadzeni,,,,ijezi yakade,ijezi yokuthoma,,,jesetshimologo,,,,jese ya setlogo,jese ya motheo,,jese ya motheo,,dzheze ya vhukuma,,,jezexidzi,,
dsac_multi_art_00293,male-voice choir,,mannekoor,,,,ikwaya labesilisa,,ikwayara yamadoda,ikwayala yamadoda,,,,,ikhwaya yalabadvuna,,,,ikhwaya yamadoda,ikhwaya yabaduna,,,khwaere ya banna,,,,khwaere ya banna,,,khwaere ya banna,,khwairi ya vhanna,,,khwayere ya vaxinuna,,
dsac_multi_art_00294,Malombo {music group},,Malombo,,,,iqembu iMalombo,,iMalombo,,,,,,Imalombo,,,,iMalombo,,,,Malombo {setlhopha sa mmino},,,,Malombo,,,Malombo,,Malombo,,,Malombo,,
dsac_multi_art_00295,man-made fabric,,kunsmatige stof,kunsmatige tekstiel,,,indwangu eyenziwe ngezandla,,ilaphu elinguzenzele,,,,,,indvwangu leyentiwe ngetandla,liyadi lelentiwe ngetandla,,,itjhila elenziwe ngezandla,,,,leselamaitirelo,,,,lešela la go dirwa ka diatla,,,lesela la maiketsetso,,sila ḽilukwa nga zwanḓa,,,lapi ro endliwa hi mavoko,,
dsac_multi_art_00296,manuscript,,manuskrip,,,,umbhalo ongashicilelwe,,umbhalo-ngqangi,imanyuskripti,umbhalo ongekapapashwa,,,,incwadzi lesengakashicilelwa,umbhalo losengakashicilelwa,,,umtlolo ongakagadangiswa,imanyuskripthi,,,leyakgatiso,,,,manusekiripiti,sengwalwa se se sa hlwago se phatlalatšwa,,sengolwa se so phatlalatswe,manyuskripte,thangelakhanḓiso,,,tsalwambisi,,
dsac_multi_art_00297,maraca,,marakka,kalbasratel,,,imarakha,,imarakha,,,,,,ligosha,,,,imarakha,,,,ditšhakgatšhakga,matlhao,,,tšhela,,,mashwehleshwehle,,tshele,,,marhonge,,
dsac_multi_art_00298,marble,,albaster,,,,imabuli,,ibhastile,,,,,,imabuli,,,,umabula,imabula,,,mmabole,ali,,,mmabole,,,mmabole,leali,mavhuḽu,,,mhawulu,mavulu,
dsac_multi_art_00299,marimba {instrument},,marimba,,,,imarimba,,imarimba,,,,,,imarimba,,,,imarimba,,,,marimba,,,,marimba,,,marimba,,marimba,mbilamutondo,,marimba,,
dsac_multi_art_00300,marionette,,marionet,draadpop,,,unopopi odlaliswa ngezintambo,,unopopi odlaliswa ngemitya,imariyonethi,,,,,imariyonethi,,,,utjakajiya,iphaphethi,,,mantariana,thenana,marionete,,makomane,,,mariyonete,,marionete,,,xicinisiwa,,
dsac_multi_art_00301,marriage ritual,,huweliksritueel,,,,umgcagco,ukushada,isiko lomtshato,,,,,,umsimeto wemshado,,,,isikokambiso lomtjhado,isikokambiso lokuthatha,isikokambiso lokwenda,,moetlo wa lenyalo,,,,tirelo ya lenyalo,,,morero wa lenyalo,,maitele a mbingano,,,nkuvo,,
dsac_multi_art_00302,martial art,,verweerkuns,gevegskuns,vegkuns,,umdlalo wokulwa,umdlalo wokuzivikela,ikarati,,,,,,buciko bekulwa base-Asia,ikarati,,,umdlalo wekarati,,,,karate,,,,karati,,,bonono ba ntwa,,vhutsila ha u lwa,,,ntlangu wa xikarati,,
dsac_multi_art_00303,masekitlana,,masekitlana,,,,umdlalo imasikitlana,,imasekitlana,,,,,,kucocisa,imasekitlana,kucocisana,,umasikitlana,,,,masekitlana,mantlwana,,,masekitlana,,,masekitlana,,masikiṱana,,,masikitlana,masikitana,
dsac_multi_art_00304,mask dance,masquerade,maskerdans,,,,umdanso kufakwe isisithabuso,,umdaniso ekunxitywa kuwo isigqubuthelo sobuso,umdaniso ekunxitywa kuwo imaski,,,,,umdanso wekuvala buso,umdanso wemaski,,,umdanso wokuzifihlubuso,,,,moretelediane wa mamatlhwane,moretelediane wa sesirafatla,,,mmino wa go binwa go šireleditšwe difahlego,,,motjeko wa boikgakanyo,,mutshino wa masiki,,,ncino wo pfala xikandza,ncino wo pfala nghohe,
dsac_multi_art_00305,masking tape,,maskeerband,,,,ithephu evikela ngokumboza,,iteyipu ekhusela udyakrazeko,,,,,,sivikelikunindzeka,imaskingthephu,,,i-masking tape,,,,theipi ya go bipa,,,,theipi ya go kgomaretša,,,theipi e mamarelang,maskingtheipi,masikinitheiphi,,,thepi yo damarheta,,
dsac_multi_art_00306,mbaqanga {type of music},,mbaqanga,,,,umculo umbhaqanga,,umbhaqanga,,,,,,umbhacanga,,,,umbhaqanga,,,,mbaqanga,,,,mbaqanga,,,mbaqanka,,mbaqanga,,,mbaqanga,,
dsac_multi_art_00307,Mbube {Zulu song},,Mbube,,,,iculo Imbube,,iMbube,,,,,,Imbube,Ingomabusuku,Umbholoho,,iMbube,,,,Mbube,,,,Mbube,mohuta wa mmino wa Sezulu,,Mbube,,Mbube,,,Mbuve,,
dsac_multi_art_00308,mediocre orchestra,,middelmatige orkes,,,,i-okhestra ebhimbayo,,iqela leokhestra ekumgangatho ophakathi,,,,,,i-okhestra lesemkhatsini,i-okhestra lesendzimeni,,,abadlali be-okhestra ehlangana,,,,okhestramagareng,,,,baopedi ba mmino wa okhesetera,,,okhestra e mahareng,,okhesiṱira ya vhukoni ha vhukati,,,okhesitira ya le xikarhi,,
dsac_multi_art_00309,melisma,,melisma,,,,imelizma,,imelisma,,,,,,imelisma,,,,i-melisma,,,,melisma,,,,melisima,,,melisma,,meḽisima,,,melisima,,
dsac_multi_art_00310,melody,,melodie,,,,umculo ozwakala kamnandi,,ubungoma,imelodi,,,,,indlelaculo,,,,umdumomvumo,imelodi,,,molodi,,,,molodi,,,molodi,,muungo,,,risimu,melodi,
dsac_multi_art_00311,menorah {Jewish symbol},,menora,,,,isibambimakhandlela iminora,,iminora,uphawu kunqulo lwamaJuda,,,,,imenora,,,,iminora,,,,menora {letshwao la Majuta},,,,menora,,,menora,,tshiṱomambone,,,menora,,
dsac_multi_art_00312,metronome,,metronoom,,,,isilinganisisigqi,imethronomi,imetronomi,isixhobo esibonakalisa isantya sengoma,,,,,sibalasikhatsi semculo,imetronomi,,,imethronomi,,,,metronomi,,,,metheronomi,,,metronomi,,meṱhironome,tshivhalamudu,,metironomi,,
dsac_multi_art_00313,mezzo-soprano,,mezzosopraan,,,,isoprano ephakathi nendawo,,isuprano ephakathi,imetsosuprano,,,,,isoprano lesemkhatsini,imezosoprano,,,isoprano ephakathi,,,,sekasoprano,,,,mezzosoprano,,,soprano ya metso,,soprano ya mezzo,,,soprano ya le xikarhi,muyimbeleri wa sopurano ya mezo,
dsac_multi_art_00314,microphone,,mikrofoon,,,,isithathizwi,,umboko,imayikhrofowuni,isandisi-sandi,isandisi-lizwi,,,umbhobho,imayikhrofoni,,,isiphakamisilizwi,imayikhrofowuni,,,maekrofouno,,,,maekherofoune,,,maekrofounu,,khudzaipfi,,,mayikhirofoni,,
dsac_multi_art_00315,mini-festival,,minifees,,,,umgidi omncane,,umsithwana,itheko elincinci,ifestivali engephi,umbhiyozwana,umnyhadalana,,sibhimbi lesincane,,,,ifestivali encani,ibhudwana,,,moletlwana,,,,fesitibale ye nnyane,,,moketjana,,vhuṱambo vhuṱuku,,,ntlangu lowutsongo,nkhuvo lowuntsongo,
dsac_multi_art_00316,minim,,halfnoot,minim,,,inothi elinguhhafu,iminimu,inowuthi esisiqingatha,iminim,,,,,linothi lelitigcimbili,iminimu,,,inodo elisiquntu,iminimu,,,nokopedi,minimi,,,minimi,,,minimi,,noti ya hafu,,,minimi,,
dsac_multi_art_00317,minim rest <UK>,half rest,halfrus,minimrus,,,ukuphumula okunguhhafu,,ukuphumla ngokomlinganiselo wenowuthi esisiqingatha,ukuphumla ngokomlinganiselo weminim,,,,,kuphulula lokutigcimbili,,,,ukuphumula ngenodo elisiquntu,,,,nokopedikhutso,minimikhutso,,,mokhutšo wa merethetho ye mebedi ya nnoto,,,kgefutso ya minimi,,nyawelo ya hafu,,,minimi yo wisa,,
