id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,Setswana__-,nde__002,nde__003,nso__001,Sesotho__-,nso__002,nso__003,nso__004,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_first_00271,gangrene,,,gangreen,,,,,,ukubola kwelungu lomzimba,igangrini,,,igangrini,kuvundza kwesicu semtimba,,,isifula,,igengrini,,kankerine,,,,,tsiṋatsikila,tsiṋasele,gangirini,gangrini,,,phokolo,gangarini,,
dsac_pharm_first_00272,gargle,gargle solution,,gorrelmiddel,,,,,,iyeza lokurharhaza,,,,sihahati,,,,isirharhazi,,,,go kgakgametša,,,,,mukulu-kusha,,,,,,xihhahhazi,xigobyoti,,
dsac_pharm_first_00273,gastric ulcer,stomach ulcer,,maagseer,maagsweer,peptiese ulkus,gastriese ulkus,,,isilonda esikwinwebu yesisu,ialsa yesisu,,,silondza sasesiswini,,,,isilonda esisemathunjini,,i-alsa engemathunjini,,sešomogodung,,seso mohodung,,,zwilondathumbuni,,,,,,xilondza-ndzeni-ka-khwiri,,,
dsac_pharm_first_00274,gastroenteritis,,,gastroënteritis,gastro-enteritis,maag-en-dermontsteking,maag-dermontsteking,,,ukukrala kwesisu,,,,kuvuvuka kwesisu,kudvumba kwesisu,,,ubuhlungu bamathumbu,,,,tšhatšhamelothurogo,,,,,nzwimbathumbu,,,,,,mpfimbabyeke,ndzhumbelabyeke,,
dsac_pharm_first_00275,gastrointestinal <adj.>,,,gastroïntestinaal,gastro-intestinaal,maag-derm,,,,-phathelene nesisu,,,,-phatselene nesisu,,,,-phathelene namathumbu,,,,-dilego ka teng,,,,,thumbuni,,,,,,-byeke,,,
dsac_pharm_first_00276,gatekeeper {e.g. health professional},,,hekwagter,,,,,,umxilongi wokuqala,,,,umhlahlilunyango,,,,umhlahlindlela kezokwelapha,,,,mohlokomediphelo,,mmulamadibogo,,,muṱanganedzamulwadze,,,,,,makombandlela wa vatshunguriwa,,,
dsac_pharm_first_00277,gauze {bandage},,,gaas,,,,,,igozi,ibhandeji eyasuyasu,,,igozi,ibhandishisisefo,,,ibhanditjhi eyisefana,,,,lešelanakhupetšantho,,,,,gozo,,,,,,gozi,,,
dsac_pharm_first_00278,gelatin,,,gelatien,,,,,,ijelathini,,,,ijelathini,setiyisi,,,ijelathini,,,,tšelathini,,sethemiši,,,dzheḽathini,,,,,,jelathini,,,
dsac_pharm_first_00279,gene,,,geen,,,,,,ijini,isakhi sofuzo,,,sakhilufuto,,,,isakhi sefuzo,,isithako sefuzo,,tšini,,lešika,,,nzhieladzofhani,dzhini,,,,,xilawulantekelelo,,,
dsac_pharm_first_00280,general anaesthesia <Great Britain>,general anesthesia,,narkose,algemene verdowing,anestesie,,,,ukulalisa izivo,,,,kudzambisa imiva yonkhe,,,,ukulaliselwa ukuhlinzwa,,,,kidibatšoyammeleohle,,kidibatšommelemoka,,,tshidzidzivhadzinyangaredzi,,,,,,ntitivatamiri,ndzhidzhihatamiri,,
dsac_pharm_first_00281,gene therapy,,,geenterapie,,,,,,unyango ngesakhi sofuzo,,,,lunyangosakhi selufuto,,,,ukwelapha ngesakhi sefuzo,,ukwelapha ngesithako sefuzo,,kalafomokgwašika,,kalafomokgwatšine,,,thyeraphidzhieladzofhani,thyeraphi ya dzhini,,,,,ntshungulo wa xilawulantekelelo,therapi ya xilawulantekelelo,,
dsac_pharm_first_00282,genetic disease,,,genetiese siekte,,,,,,isifo esilufuzo,,,,sifolufuto,,,,isifo sefuzo,,,,bolwetšišika,,,,,vhulwadze ha nzhieladzofhani,dzhini,,,,,vuvabyitekelelwa,,,
dsac_pharm_first_00283,genome,,,genoom,chromosoomstel,,,,,izakhi zofuzo,,,,takhilufuto letiphelele,,,,izakhi zefuzo sezizoke,,iinthako zefuzo sezizoke,ijinomu,ditšini ka moka,,lešikaohle,tšinoumu,,ṱhanganyelo ya dzhieladzofhani,ṱhanganyelo ya dzhinomu,ṱhanganyelo ya dzhini,,,,swilawulantekelelo hinkwaswo,jinomu,,
dsac_pharm_first_00284,geriatric care management,elder care management,GCM,bejaardesorgbestuur,geriatriesesorgbestuur,,,,,unyango lwabadala,,,,lulawulomphilo lwalabadzala,lulawulo lwekunakekelwa kwalabadzala,,,ilawulo letlhogomelo labadala,,ilawulo lokutjhejwa kwabadala,,taolotlhokomelotšofe,,,,,ndaulo ya ndondolavhaaluwa,,,,,,vulawulanhlayiso bya vadyuhari,vulawulavuongori bya vadyuhari,,
dsac_pharm_first_00285,glaucoma {eye condition},,,gloukoom,,,,,,iglukhoma,uxinzelelo kwiliso,,,sifo semitsambo yeliso,iglokhoma,,,ubulwele bemithambo yelihlo,,idlhawukhoma,,kgatelelokgoloihlong,,tlelokhoma,,,glakhoma,vhulwadze ha vhuṱaledzi ha mato,,,,,vuvabyi bya nsiha wa tihlo,dlilawukhoma,,
dsac_pharm_first_00286,glidant {in tablet making},,,glymiddel,,,,,,isihambisilula esingumgubo,,,,sishelelelisi,sihambisi,,,isitjhelelisi,,,,sethelediši,,,,,tshisuvhisi,,,,,,xirhetisi,,,
dsac_pharm_first_00287,glycerin <Preferred>,glycerine,glycerol,gliserien,gliserine,gliserol,,,,igliserina,,,,iglezerini,,,,idlhezerina,,,,tleleserini,,,,,giḽezerina,glezerine,,,,,dleserina,,,
dsac_pharm_first_00288,good clinical practice,GCP,,goeie kliniese praktyk,,,,,,ulandelomigaqo kwezonyango,,,,kwelapha lokulungile,,,,imikghwa emihle kezokwelapha,,,,medirolebakalafo,,,,,mashumele kwao a zwa mutakalo,,,,,,matirheloxitlinikali ma hombe,,,
dsac_pharm_first_00289,good distribution practice,GDP,,goeie verspreidingspraktyk,,,,,,ulandelomigaqo kwezohanjisomayeza,,,,tindlela letilungile tekusatjalaliswa kwemitsi,,,,imikghwa emihle yesabalalisonhlahla,,,,dihlarephatlalatšokam aleba,,,,,mashumele kwao a zwa nḓisedzo,,,,,,mahangalaselonene,,,
dsac_pharm_first_00290,gout {inflammation of the joints},,,jig,,,,,,igawuthi,,,,likhunkhulo,igawuthi,,,igawuthi,,,,kaoto,,,,,gauthu,,,,,,gawuti,,,
dsac_pharm_first_00291,granulation {e.g. tablet making},,,granulering,granulasie,verkorreling,korreling,,,ubumbopilisi,,,,kwenta emahhaye,,,,ukubumba ipilisi,,,,thorofatšo,,,,,u bveledzathoro,u bveledzamadzhoro,vhusikamadzhoro,vhusikathoro,vhubveledzamadzhoro,vhubveledzathoro,ndzhohohato,njhorhohato,,
dsac_pharm_first_00292,green-stick fracture,,,groenhoutbreuk,buigbreuk,knakbreuk,,,,ukuchachamba nokugobeka kwethambo,,,,kufafabuka nekugobeka kwelitsambo,,,,ukuthathamba kwethambo,,ukusasamba kwethambo,,phetlego,,thinyego,,,phiḓeo,,,,,,mpandzekompetseko-rhambumatabyana,,,
dsac_pharm_first_00293,gripe water,,,krampwater,,,,,,igripe water,,,,i-gripe water,umutsi wamankhatjana,,,i-gripe water,,,,kraepewotha,,,,,gireipiwotha,,,,,,xiwundza,,,
dsac_pharm_first_00294,habit-forming <adj.>,,,gewoontevormend,afhanklikheidsvormend,,,,,uqheloyeza ngumzimba,,,,-tayetanako,,,,-qhelako,,-jayelako,,-hlolago bokgoba,,-lemago,,,dzema,,,,,,-titoloveta,,,
dsac_pharm_first_00295,halitosis,bad breath,,halitose,slegte asem,stinkasem,,,,ukunuka komlomo,,,,liphunga lemlomo,kunuka kwemlomo,,,ukunuka komlomo,,,,nkgolegano,,,,,u nukhamulomo,vhunukhamulomo,,,,,manghumbu,,,
dsac_pharm_first_00296,hallucination,,,hallusinasie,sinsbedrog,,,,,ukubona nokuva okungekhoyo,,,,kuhhema,,,,ukubona nokuzwa izinto ezingekho,,,,mafofonyane,,,,,mafhafhaḓo,,,,,,mihahamo,mijamujamu,,
dsac_pharm_first_00297,hard drug,,,harde dwelm,hoog verslawende dwelm,hoogs verslawende dwelm,,,,isiyobisi esinamandla,,,,sidzakamiva lesibukhali,sidzakamiva lesinemandla,,,isidakamizwa esibukhali,,,,seokobatšimaatla,,seokobatšigale,,,tshidzidzivhadzi tsha vhuhali,,,,,,xidzidziharisi xa matimba,xidzidziharisi xa ntamu,,
dsac_pharm_first_00298,health hazard,,,gesondheidsgevaar,gesondheidsrisiko,,,,,ubungozi kwezempilo,,,,bungoti kutemphilo,,,,ubungozi kezamaphilo,,,,kotsiphelo,,,,,khombo kha mutakalo,,,,,,khombo eka rihanyu,nghozi eka rihanyu,,
dsac_pharm_first_00299,heartburn,,,sooibrand,pirose,,,,,isitshisa,isilungulela,,,silungulela,,,,isilungulela,,,,seokolela,,,,,tshiungulela,,,,,,xangulelo,,,
dsac_pharm_first_00300,heart disease,cardiovascular disease,,hartkwaal,hartsiekte,kardiovaskulêre siekte,,,,isifo sentliziyo,,,,sifo senhlitiyo,,,,ubulwele behliziyo,,isifo sehliziyo,,bolwetši bja pelo,,,,,vhulwadze ha mbilu,,,,,,vuvabyi bya mbilu,,,
dsac_pharm_first_00301,heart failure,HF,,hartversaking,,,,,,ukuyekelela kwentliziyo,,,,kungasebenti kahle kwenhlitiyo,,,,ukubhalelwa kwehliziyo,,,,go palelwa ga pelo,,go šitwa ga pelo,,,u kundelwa ha mbilu,,,,,,ntsandzeko wa mbilu,,,
dsac_pharm_first_00302,heart transplant,,,hartoorplanting,,,,,,ufakelontliziyo,,,,inhlitiyo yekufakwa,,,,ukufakelwa ihliziyo,,,,pšalollo ya pelo,,,,,vhudzhenisambilu,,,,,,nsimulansimeko wa mbilu,,,
dsac_pharm_first_00303,heat exhaustion,,,hitteuitputting,warmteuitputting,,,,,ukudutywa bubushushu,,,,kucotjwa kushisa,kudvubuteka ngekushisa,,,ukuqotjwa mtjhiso,,,,bolwetšihlolwakephišo,,,,,maneto nga mufhiso,,,,,,makarhalo rihisa,ntshimbitelo rihisa,,
dsac_pharm_first_00304,herbal medicine,,,kruiemedisyne,,,,,,iyeza lemvelo,,,,emakhambi,,,,isihlahla sesintu,,,,mešunkwane,,,,,mushongamubva kha tshimela,,,,,,vutshunguri bya mitsembyana,,,
dsac_pharm_first_00305,herbal tea,,,kruietee,,,,,,iti eliyeza,,,,litiya lemakhambi ekwelapha,,,,itiye eyelaphako,,,,teyemešunkwane,,,,,tie ya tshimela,tie ya mushonga,tie ya hebaḽa,,,,tiya ya mitsembyana,,,
dsac_pharm_first_00306,hereditary disease,,,oorerflike siekte,erflike siekte,hereditêre siekte,,,,isifo esifuzwayo,,,,sifo selufuto,,,,ubulwele befuzo,,isifo sefuzo,,bolwetšiabela,,,,,vhulwadzemamela,vhulwadzedzhiela,,,,,vuvabyintekelelo,,,
dsac_pharm_first_00307,hernia,rupture,,breuk,henia,,,,,iheniya,,,,sikhwacetfumbu,,,,iheniya,,,,senapa,,henia,,,thuzuwa,henia,,,,,heniya,,,
dsac_pharm_first_00308,high blood pressure,hypertension,,hoë bloeddruk,hipertensie,,,,,uxinzelelogazi oluphezulu,,,,umfutfongati lophakeme,,,,umfutho weengazi ophezulu,,,,madi a magolo,,,,,Mutsikonṱha wa malofha,vhuombisi,,,,,n’ombe,mahayihayi,ngatikulu,ngatimahika
dsac_pharm_first_00309,high-cost patient,,,hoëkostepasiënt,,,,,,isigulane esiziindleko,,,,sigulane lesinetindleko letinkhulu,,,,isigulani seendleko eziphezulu,,,,molwetšikalafotura,,molwetšikalafobitša,,,mulwadze wa dzilafho ḽa u ḓura,mulwadze wa dzilafho ḽa mutengo wa nṱha,,,,,muvabyi wo durha,,,
dsac_pharm_first_00310,high-risk patient,,,hoërisikopasiënt,,,,,,isigulane esisemngciphekweni,isigulane esikwimeko emaxongo,,,sigulane lesisemeni lesibucayi,,,,isigulani sobujamo obuyingozi,,,,molwetšibakwabadimo,,molwetšidiphateng,,,mulwadze wa tshiimo tsha shishi,mulwadze wa tshiimo tshi tatisaho,,,,,muvabyi wa nxungeta henhla,,,
dsac_pharm_first_00311,hoarseness,,,heesheid,,,,,,ukutshothoza,,,,kuhoshota kwelivi,,,,ukurhoroza,,,,kgwašontšu,,,,,manzaranzara,,,,,,mambvharambvhara,,,
dsac_pharm_first_00312,homoeopathic medicine <Great Britain>,homeopathic medicine,,homeopatiese medisyne,homopatiese medisyne,,,,,ichiza lehomiyophathi,ichiza elingumngxengwa,,,umutsimvelo,likhambimvelo,,,iintatha,,iinhlahla zehomiyophathi,,ditšwatlhagong,,,,,mishongathimbanywa,mushonga wa homiophathyi,,,,,murhi wa vutshungulaxintubuluko,,,
dsac_pharm_first_00313,homoeopathy <Great Britain>,homeopathy,,homeopatie,homopatie,,,,,ihomiyophathi,,,,kwelapha ngemakhambimvelo,kwelapha ngemutsimvelo,,,ukwelapha ngeentatha,,ukwelapha ngokwehomiyophathi,,kalafitlhago,,,,,vhutimbanyamishonga,homiophathyi,,,,,vutshungulaxintumbuluko,,,
dsac_pharm_first_00314,hookworm,,,haakwurm,,,,,,intshulube enamazinyo,,,,linyokane,,,,iinyokanakghophola,,,,noganakobi,,hukuweme,,,ṋowanathithisadangani,,,,,,nyokanyokanaxinjovo,,,
dsac_pharm_first_00315,hormone,,,hormoon,,,,,,incindi yedlala,,,,sakhilufuto,,,,ihomoni,,,,homoune,,,,,homounu,,,,,,homoni,,,
dsac_pharm_first_00316,horse pill,horse ball,,perdepil,,,,,,ipilisi enkulu,ugqokomisa wepilisi,,,liphilisi lelikhulu,ingcuzuma,,,ipilisi elikhulu,,,,philisikgolo,,pilisigadi,,,philisi khulwane,,,,,,dyiphilisi,,,
dsac_pharm_first_00317,hospital-only medicine,HOM,,hospitaalmedisyne,,,,,,iyeza elithathelwa esibhedlele,,,,umutsi wasesibhedlela kuphela,,,,isihlahla sesibhedlela kwaphela,,,,dihlarehwetšwabookelong,,,,,mushongangwanwa sibadela fhedzi,mushongangwanwa vhuongeloni fhedzi,,,,,murhintirhiswa-exibedhlelentsena,,,
dsac_pharm_first_00318,hospital pharmacy,,,hospitaalapteek,,,,,,ikhemesti yesibhedlele,,,,likhemisi lasesibhedlela,,,,ikhemisi yesibhedlela,,,,khemisibookelo,,,,,famasi ya vhuongeloni,famasi ya sibadela,,,,,khemisi ya xibedhlele,,,
dsac_pharm_first_00319,human placental lactogen,hPL,,menslike plasentale laktogeen,menslike plasentalaktogeen,hPL,,,,incindi yedlala lomkhaya,incindi yedlala lomgcantsi,incindi yedlala lesingxobo,,ihomoni yendlu yemntfwana,ihomoni yengaladza,,,ihomoni yengubo yomntwana,,,,homowunesetšwamorago,,homowunesentšhamaswithari,,,homounu ya nguvho ya ṅwana,nguvho,,,,,homoni ya nkumba wa n'wana,,,
dsac_pharm_first_00320,hydrochloric acid,HCl,,soutsuur,,,,,,ihayidroklorikhi asidi,i-HCI,,,ihayidroklorikhi esidi,,,,isidlavuzi sehayidrotlorikhi,,ihayidrotlorikhi esidi,,esiti ya haeterotllelorikhi,,,,,esidi ya haiḓirokuḽoriki,dungi ḽa haiḓirokuḽoriki,,,,,hayidirotlilorikiasidi,,,
dsac_pharm_first_00321,hydrogenation,,,hidrogenering,hidrogenasie,,,,,ukufaka ihayidrojini,,,,kufaka ihayidrojini,,,,ukufaka ihayidrojini,,,,tšhelo ya haeterotšene,,,,,nyinga haiḓirodzheni,,,,,,vuchelahayidirojeni,,,
dsac_pharm_first_00322,hydrophilic <adj.>,,,hidrofilies,waterliewend,,,,,-nyibilika lula emanzini,,,,-munya kalula,,,,-ncibilika lula,,ihayidrofilikhi,,-ratago meetse,,,,,funamaḓi,,,,,,-rhandzaka mati,,,
dsac_pharm_first_00323,hydrosoluble <adj.>,water soluble,,wateroplosbaar,,,,,,-nyibilika emanzini,,,,-ncibilika emantini,,,,-ncibilikako emanzini,,,,-tologago ka meetseng,,,,,ṋokamaḓini,ṋokiseamaḓini,,,,,-n'okaka ematini,,,
dsac_pharm_first_00324,hygroscopic <adj.>,,,higroskopies,,,,,,-tsala ukufuma,,,,-dvonsamswakamo,-dvonsamhwamuko,,,-dosa umnyula emmoyeni,,,,-monago meetse,,,,,kokodzamuṋula,,,,,,-kokaka ndzhongo,,,
dsac_pharm_first_00325,hyperglycaemia <Great Britain>,hyperglycemia,high blood sugar,hiperglukemie,hoë bloedsuiker,,,,,iswekile enyukileyo egazini,ihayipheglasemiya,,,luphakamoshukela engatini,,,,itjhukela ephezulu eengazini,,,,swikirintšhimadi,,,,,swigiri ya nṱha malofhani,swigiri yo kalulaho malofhani,,,,,chukelahenhlangatini,,,
dsac_pharm_first_00326,hyperlipidaemia <Great Britain>,hyperlipidemia,high blood cholesterol,hiperlipoïdemie,hiperlipidemie,,,,,amafutha agqithisileyo egazini,,,,emafutsa lamanyenti engatini,,,,amafutha amanengi eengazini,,,,makhurantšimadi,,,,,mapfura manzhi muvhilini,muvhilinyandamapfura,,,,,talamafurhangatini,,,
dsac_pharm_first_00327,hypoglycaemia <Great Britain>,hypoglycemia,low blood sugar,hipoglukemie,lae bloedsuiker,,,,,iswekile ehlileyo egazini,ihayiphoglasemiya,,,lwehloshukela engatini,,,,itjhukela ephasi eengazini,,,,swikirifasemadi,,,,,swigiri ya fhasi malofhani,,,,,,chukelahansingatini,,,
dsac_pharm_first_00328,hypotension,low blood pressure,,hipotensie,lae bloeddruk,,,,,uxinzelelo oluhlileyo egazini,ihayiphothenshini,,,umfutfongati lophasi,,,,umfutho weengazi ophasi,,,,kgatelelofasemadi,,,,,mutsiko wa fhasi malofhani,muveliso wa fhasi malofhani,,,,,ntshikelelahansingatini,,,
dsac_pharm_first_00329,hypoxia,,,hipoksie,suurstoftekort,,,,,ukusilela komongomoya kwizicwili,ihayiphoksiya,,,kungeneli kwe-oksijini emantfweshini emtimba,,,,ukutlhayela kwe-oksijini emathitjhwini,,,,tlhaelelo ya okisitšene mmeleng,,,,,ṱhahalelo ya okisidzheni,,,,,,hungutekomoyatenga tithixwini,,,
dsac_pharm_first_00330,hysterectomy,,,histerektomie,,,,,,ukukhutshwa kwesibeleko,,,,kukhishwa kwesibeletfo,,,,ukukhutjhwa kwesibeletho,,,,ntšhopopelo,,,,,u bvisa mbumbelo,,,,,,nsusa-xivelekelo,,,
dsac_pharm_first_00331,hysteria,,,histerie,,,,,,ukuphaphazela,,,,lihabhiya,emafufunyane,,,irhabiya,,,,letšhogophetelelo,,,,,vhuhavhiya,,,,,,hariya,,,
dsac_pharm_first_00332,immune response,,,immuunreaksie,,,,,,ukuzikhusela komzimba,,,,kutivikela kwemtimba,,,,ukuzilwela komzimba,,ukuzivikela komzimba,,boitwelomašolemmele,,go itwela ga mašole a mmele,,,tsireledzo nga maswole a muvhili,,,,,,ku tilwela ka miri,,,
dsac_pharm_first_00333,immunity {medical},,,immuniteit,,,,,,ukomelelela izifo komzimba,,,,kusawoteka,,,,ukugomeka,,ukusowudeka,,thetelommele,,,,,thilo ya muvhili,nyelulothivhelavhulwadze,,,,,nsawuto,,,
dsac_pharm_first_00334,implant <n.> {into the body},,,inplanting,inplantaat,,,,,ichiza elisisifakelwamzimbeni,,,,sifakwamtimbeni,,,,isifakelwa,,,,setsentšhwammeleng,,sebjalwammeleng,,,tshidzheniswamuvhilini,,,,,,xinghenisiwamirini,,,
dsac_pharm_first_00335,indication {medication},,,aanduiding,indikasie,,,,,imo evumelana nonyango,ungqinelwanoyeza nokugula,,,inhlosolunyango,sifo lesingelashwa,,,okuvumelana nobujamo,,,,tšhupohlare,,,,,ndivhorandelwa ya mushonga,,,,,,xikombantirho xa murhi,,,
dsac_pharm_first_00336,indigestion,dyspepsia,dyspepsy,slegte spysvertering,indigestie,dispepsie,,,,ukungacoleki kokutya,,,,kucumba,,,,ukubhinjidelwa,,uqurhelwa,,go se šilege,,,,,tshayatsukanyo,,,,,,nkampfuvelo,nkanghayelo,,
dsac_pharm_first_00337,inert gas,noble gas,,inerte gas,edelgas,onreaktiewe gas,,,,igesi engatshintshi lula,,,,igesi lenganyakati,,,,irhasi engatjhugulukiko,,,,kgasetšhikanoši,,kgasešomannosi,,,gesetshayatshinyadzi,,,,,,gasi ya inete,,,
dsac_pharm_first_00338,infarct {dying or dead tissue},,,infark,infarkt,infarksie,,,,isicwili esifileyo,,,,incenye yesitfo lefako,incenye yemtimba lefile,,,ukufa kwethitjhu,,,,go hwa ga dithišu,,lehuthišu,,,tsikila dzo faho,tsikila dzi no khou fa,,,,,ku fa ka tithixu,,,
dsac_pharm_first_00339,infective dose,ID,,infektiewe dosis,,,,,,umlinganiselontsholongwane odala usuleleko,,,,silinganisobanga lekwesuleleka,,,,isilinganiso esigulisako,,,,bokalotekanyophetetšo,,boelotekanyophetetšo,,,phimo ya tshitzhilidwadze,,,,,,mpimamurhi wo vanga ntluletavuvabyi,,,
dsac_pharm_first_00340,inflammation,,,inflammasie,ontsteking,,,,,ukukrala,,,,kuvuvuka,kudvumba,,,umqubukofutha,,,,tšhatšhamelothurugo,,,,,nzwimbo,,,,,,mpfimbo,ndzhumbelo,,
dsac_pharm_first_00341,inhalation therapy,,,inasemterapie,inhalasieterapie,,,,,unyango ngokurhogela,,,,kwelapha ngekuhosha,kwelapha ngekuhogela,,,ukwelatjhwa ngokukhokha,,ukwelatjhwa ngokurhogela,,kalafokhemo,,,,,dzilafhofembedza,,,,,,mphungula,ku orhela,,
dsac_pharm_first_00342,inhalator,inhaler,,inhaleerder,inhalator,verstuiwer,,,,isirhogelisi,,,,sihoshisi,sihogelisi,,,isikhokhisi,,isirhogelisi,,sehemiši,,,,,tshifemisi,,,,,,xidzahisi,,,
dsac_pharm_first_00343,initial dose,loading dose,,ladingsdosis,aanvangsdosis,,,,,umlinganiselo wokuqalisa unyango,umlinganiselo wokulinga unyango,,,silinganisomutsi sekucala,umtsamomutsi wekucala,,,isilinganiso sokuthoma,,,,tekanyohlaretheo,,,,,phimothangeli ya mushonga,,,,,,mpimamurhi wa xidzi,mpimamurhi wa masungulo,,
dsac_pharm_first_00344,injectable medicine,,,inspuitbare medisyne,inspuitmedisyne,,,,,iyeza elitofwayo,,,,umutsi wekujova,,,,isihlahla sokujova,,isihlahla soku-enda,,dihlarehlabelego,,,,,mushonga wa u ṱhavhelwa,,,,,,murhintlhavelo,,,
dsac_pharm_first_00345,injection {process or act},,,inspuiting,,,,,,ukutofa,ukuhlaba inaliti,,,kujova,,,,ukujova,,uku-enda,,tlhabelo,,,,,u ṱhavhela,vhuṱhavheli,,,,,ntlhavelo,,,
dsac_pharm_first_00346,innocuous <adj.> {e.g. medicine},harmless,,onskadelik,,,,,,-ngenabungozi,-ngalimaziyo,,,-ngenabungoti,-phephile,,,-nganangozi,,-phephileko,,se nago kotsi,,,,,sa vha khombo,-tshayakhombo,,,,,-nkakhombo,-nkanghozi,,
dsac_pharm_first_00347,in-patient care,,,binnepasiëntversorging,binnepasiëntsorg,hospitaalpasiëntversorging,hospitaalpasiëntsorg,,,ukunyangelwa esibhedlele,,,,kulashelwa esibhedlela,,,,ukwelatjhelwa esibhedlela,,,,kalafelobookelong,,,,,ndondolomulwadze vhuongeloni,ndondolamulwadze sibadela,ndondolo ya mulwadze o valelwaho,,,,vuongorirmuvabyilatiwa,vutshungurimuvabyilatiwa,nhlayisamuvabyilatiwa,
dsac_pharm_first_00348,insomnia,,,slaaploosheid,slapeloosheid,insomnie,,,,ukuphuthelwa buthongo,,,,sifo sekungehlelwa butfongo,,,,ukuphilelwa,,ukuhlubayela,,bolwetšitlhobaelo,,,,,vhushayakhofhe,,,,,,nkelunkelu,,,
dsac_pharm_first_00349,insulin,,,insulien,insuline,,,,,i-insulini,,,,i-insulini,,,,i-insulini,,,,insuline,,,,,inisuḽini,insuḽini,,,,,insulini,,,
dsac_pharm_first_00350,integral dose {radiation},,,totale dosis,volledige dosis,,,,,umlinganiselotshiso lomhlaza,,,,silinganisomutsi lesidzingekako,umtsamomutsi lodzingekako,,,isilinganiso esifunekako,,isilinganiso esibekiweko,,tekanyohlaremokaphišo,,,,,phimondinganelo,,,,,,mpimamatimbantsongiwo,mpimantamuntswongiwo,,
dsac_pharm_first_00351,integrated care,,,geïntegreerde sorg,geïntegreerde versorging,,,,,indibanisela yonyango,,,,kwelapha lokuyinhlanganisela,,,,itjhejo lezokwelapha elihlanganyelweko,,,,kalafokopanetšwego,,kalafotsenelelano,,,ndondoloṱhanganelwa,,,,,,vuongorinhlanganelo,vutshungurinhlanganelo,nhlayisanhlanganelo,
dsac_pharm_first_00352,intensive care unit,critical care unit,,intensiewesorgeenheid,ISE,,,,,icandelo labakwimo emandundu,icandelo labakwimo exhalabisayo,,,ligumbi lalabagula kakhulu,,,,iwodi yabagula khulu,,ikumba yabagula khulu,,yunitikalafotsenelelo,,,,,yuniti ya ndondolo ya shishi,,,,,,yunitiphulaniphulani,,,
dsac_pharm_first_00353,intermediate <n.> {drug manufacturing},,,tussenproduk,tussenstof,,,,,isithungelanisimveliso,,,,umkhicito longakapheleli,umkhicito longakaloyeli,,,isigaba esiphakathi sokukhiqiza,,,,khemikhalegarehlare,,,,,thimbwanakati,,,,,,vumakixikarhi,,,
dsac_pharm_first_00354,intestinal infection,enteric infection,,intestinale infeksie,derminfeksie,ingewandsinfeksie,,,,usuleleko emathunjini,,,,kungenwa sifo sematfumbu,,,,ukusuleleka ngemathunjini,,ukutshwayeleka ngemathunjini,,phetetšomaleng,,tshwaetšomaleng,,,vhulwadze ha malani,,,,,,ntlulelavuvabyimarhumbyini,,,
dsac_pharm_first_00355,intradermal <adj.> {e.g. an injection},,,intradermaal,binnehuids,intradermies,,,,-tofa esikhumbeni,-hlaba inaliti esikhumbeni,,,-ngekhatsi esikhunjeni,,,,-ngesikhunjeni,,,,-gare ga dillaga tša letlalo,,,,,lukandani,,,,,,-ndzeni ka nhlonge,,,
dsac_pharm_first_00356,intramuscular <adj.>,,,binnespiers,intramuskulêr,,,,,-tofa esihlunwini,-hlaba inaliti esihlunwini,,,-ngekhatsi emisipheni,,,,-emisipheni,,-emisitjheni,,-gare ga mešifa,,-gare ga digoba,,,misiphani,,,,,,-ndzeni ka mpfimbi,,,
dsac_pharm_first_00357,intravenous <adj.> {an injection},,,binneaars,intraveneus,,,,,-tofa emthanjeni,-hlaba inaliti emthanjeni,,,-ngekhatsi emitsanjeni,,,,-ngemthanjeni,,,,-gare ga ditšhika madi,,,,,tsingani,,,,,,-ndzeni ka nsiha,,,
dsac_pharm_first_00358,in vitro fertilisation,test-tube conception,IVF,in vitro-bevrugting,proefbuisbevrugting,,,,,ukuchumisela ngaphandle kwesibeleko,,,,kumitsisela eshubhini,,,,ukumithisela ngetjhubhini,,,,kimontlepopelo,,,,,vhukolisi nga nnḓa ha mbumbelo,,,,,,nyimbisaxilaboratari,mithiselo ehandle ka xivelekelo,,
dsac_pharm_first_00359,in vivo <adj.> {in a living organism},,,in vivo,,,,,,-ngaphakathi kokuphilayo,,,,-ngekhatsi kulokuphilako,,,,-ngakokuphilako,,-ngaphakathi kokuphilako,,-mmeleng,,,,,ḽiedza kha zwi no tshila,,,,,,-exihanywini,,,
dsac_pharm_first_00360,iron {nutrition},Fe,,yster,,,,,,iayoni,,,,i-ayoni,,,,i-ayoni,,,,ayone,,,,,ayoni,,,,,,ayoni,,,
dsac_pharm_first_00361,irritable bowel syndrome,IBS,,prikkelbaredermsindroom,PDS,,,,,isigulo sokukhathaza kwesisu,i-IBS,,,mahlalakhona wesisu,sisuncelencele,,,ihlanganisela yamatshwayosifo wamathumbu,,,,bolwetšitshwenyomala,,,,,sinḓiromumbaisamalani,sinḓiromumbaisadangani,,,,,ntlawa wa swikombetamavabyi swa le ndzeni,,,
