id,eng__001,eng__002,eng__003,eng__004,afr__001,afr__002,afr__003,zul__001,zul__002,zul__003,zul__004,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,nso__001,nso__002,nso__003,nso__004,nso__005,sot__001,sot__002,sot__003,sot__004,ven__001,ven__002,ven__003,tso__001,tso__002,tso__003
dsac_multi_parl_00218,gender discrimination,,,,genderdiskriminasie,,,ukucwasa ngokobulili,,,,ucalucalulo ngokwesini,,,,lubandlululobulili,,,,ibandlululo lobulili,,,,kgethololo ka bong,,,kgethologanyo ya bong,,,,,kgethollo ka bong,,,,khethululo ya mbeu,,,xihlawuhlawu xa rimbewu,,
dsac_multi_parl_00219,gender equality,,,,gendergelykheid,,,ukulinganisa ngokobulili,,,,ulingano ngokwesini,,,,kulingana ngekwebulili,lulinganobulili,,,ukulingana kobulili,,,,tekatekanobong,,,tekatekano ya bong,,,,,tekano ya bong,,,,ndinganyiso nga mbeu,nyeḓanyiso nga mbeu,,ndzingano-rimbewu,ndzinganano hi rimbewu,
dsac_multi_parl_00220,general election,,,,algemene verkiesing,,,ukhetho lukazwelonke,,,,unyulo jikelele,,,,lukhetfojikelele,,,,ikhetho zombelele,,,,ditlhophokakaretso,,,dikgethokakaretšo,,,,,dikgetho tsa naha,dikgetho tse akaretsang,,,khethoguṱe,,,nhlawulo wa mani na mani,,
dsac_multi_parl_00221,globalisation,,,,mondialisering,,,ukuthintana nomhlaba wonke,uthintano lomhlaba wonke,,,usondelelwaniso lwamazwe,,,,lufanisomhlaba,luchumanisomhlaba,,,ithungelelwanomhlaba,,,,kanamisotshwano,,,lefasefatšo,,,,,kananelo ya lefatshe lohle,,,,globaḽaizesheni,vhukatelaḽifhasi,,dlilobalayizexini,,
dsac_multi_parl_00222,Government of National Unity,GNU,,,Regering van Nasionale Eenheid,RNE,,uHulumeni Wobumbano Kazwelonke,,,,uRhulumente woBumbano,,,,Hulumende Welubambano Lwavelonkhe,i-GNU,,,uRhulumende weBumbano,,,,GNU,Pusotshwaraganelo ya bosetšhaba,pusobosetšhaba ya motlhakanelwa,Mmušo wa Botee bja Setšhaba,,,,,Mmuso wa Kopanelo,GNU,,,Muvhuso wa Vhuthihi ha Lushaka,,,Mfumo wa Nhlanganelo wa Rixaka,,
dsac_multi_parl_00223,green paper,,,,groenskrif,,,uhlaka lomthetho,,,,iphepha logayo-zimvo,,,,liphepha leliluhlata,,,,umtlamomgomo wemibono,iphepha elihlaza kotjani,,,lokwalopuso lwa matlhagolatsela,,,pampiritala,,,,,pampiri e tala,,,,mvetomvetothangeli,thangela ḽiṅwalwa ḽa mbekanyamaitele,,mpfampfarhuto wo sungula,,
dsac_multi_parl_00224,gross domestic product,GDP,,,bruto binnelandse produk,BBP,,isamba somkhiqizo wasekhaya,,,,imveliso yelizwe yonyaka,,,,umkhicito wekhaya sewuphelele,umkhicito wonkhe welive,i-GDP,,i-GDP,umkhiqizo wangekhaya opheleleko,,,GDP,palogotlhe ya dikungoselegae,,ditšweletšwabontši tša gae,,,,,kuno ya naha,GDP,,,zwibveledzwa zwoṱhe zwa shango,,,xikumiwa xa tiko,,
dsac_multi_parl_00225,group rights,,,,groepsregte,,,amalungelo abantu,,,,amalungelo amaqela,,,,emalungelo emacembu,,,,amalungelo weenqhema,,,,ditshwanelo tsa setlhopha,,,ditokelo tša dihlopha,,,,,ditokelo tsa dihlopha,,,,pfanelo dza tshigwada,,,timfanelo ta ntlawa,,
dsac_multi_parl_00226,Hansard,,,,Hansard,,,ukubika ngqo ngokukaHansard,iHansadi,,,iHansadi,incwadi yeengxoxo zasepalamente,,,iHansard,,,,iHansadi,,,,pegelokgolo ya ditsamaiso tsa palamente,Hansata,,Hansard,,,,,Hansard,,,,Hansard,,,Hansadi,,
dsac_multi_parl_00227,Hansard reporter,,,,Hansard-verslaggewer,,,umethuli mbikongqo ngokukaHansard,,,,umchola-choli weengxoxo zasepalamente,,,,intsatseli yaHansadi,umbiki-Hansadi,,,umbiki weHansadi,,,,mmegi wa pegelokgolo ya ditsamaiso tsa palamente,mmegi wa hansata,,Mohlami wa Hansard,,,,,motlalehi wa Hansard,,,,muvhigi wa zwa Hansard,,,muviki wa Hansadi,,
dsac_multi_parl_00228,haves and have-nots,,,,die wat het en die wat nie het nie,,,abanotho nabantulayo,,,,abanezinto nabangenazinto,abaneentsiba nabangenazintsiba,,,tinjinga netimphuya,,,,abanelitho nabanganalitho,,,,baitsholedi le batlhoki,,,ba go ba le sa bona le ba go se be le selo,,,,,barui le bahloki,,,,vha re nazwo na vha si na,,,swifumi na swisiwana,,
dsac_multi_parl_00229,High Court,Supreme Court <superseded>,,,Hoë Hof,,,iNkantolo Ephakeme,,,,iNkundla ePhakamileyo,,,,likhotho lemajaji,likhotho lelikhulu,likhotho leliphakeme,,iKhotho ePhakemeko,,,,kgotlatshekelokgolo,,,Kgorotsheko ya Godimo,,,,,Lekgotla le Phahameng la Dinyewe,,,,Khothekhaṱhuli,,,Khotonkulu,Huvonkulu,
dsac_multi_parl_00230,historically disadvantaged adj.,,,,histories benadeel,,,ababencishwe amathuba,,,,ababevinjwe amathuba,abahlelelekileyo,,,-phuyisiwe ngekwemlandvo,,,,-dimeke amathuba ngokomlando,,,,tlhokomologilweng,,,ba go hlokišwa go ya ka histori,,,,,ba neng ba kotetswe,,,,-tshitshavha tshe tsha vha tsho siwa nnḓa,,,vo pfumatiwa ku ya hi matimu,vo tsandzisiwa ku ya hi matimba,
dsac_multi_parl_00231,Human Rights Commission,,,,Menseregtekommissie,,,iKhomishini Yamalungelo Esintu,,,,iKhomishini yamaLungelo oLuntu,,,,Ikhomishini Yemalungelo Eluntfu,,,,iKomitjhini yamaLungelo wobuNtu,,,,Khomišene ya Ditshwanelo tsa Botho,,,Khomišene ya Ditokelo tša Botho,,,,,Khomishene ya Ditokelo tsa Botho,,,,Khomishini ya Pfanelo dza Vhathu,,,Khomixini ya Timfanelo Ximunhu,,
dsac_multi_parl_00232,human rights culture,,,,menseregtekultuur,,,isiko lamalungelo esintu,,,,uxatyiso lwamalungelo abantu,uxatyiso lwamalungelo oluntu,,,lisiko lemalungelo eluntfu,,,,isiko lamalungelo wobuntu,,,,tlwaelo ya ditshwanelo tsa botho,,,setšo sa ditokelo tša botho,,,,,setso sa ditokelo tsa botho,,,,mvelele ya pfanelo dza vhathu,,,mfuwo wa timfanelo ta vanhu,,
dsac_multi_parl_00233,human rights violation,,,,skending van menseregte,menseregteskending,,ukwephulwa kwamalungelo esintu,,,,ukunyhashwa kwamalungelo oluntu,,,,kwephulwa kwemalungelo eluntfu,,,,ukwaphulwa kwamalungelo wobuntu,,,,kgatako ya ditshwanelo tsa botho,,,kgatako ya ditokelo tša botho,,,,,ho ripitlela ditokelo tsa botho,,,,u pfuka pfanelo dza vhathu,,,ku onhiwa ka timfanelo ta vanhu,,
dsac_multi_parl_00234,hybrid bill,,,,tweesoortige wetsontwerp,,,umthethosivivinywa ongaphazamisa inhlalakahle,,,,umthetho ongekaphunyezwa ocinezelayo,,,,umtsetfosivivinyo logongonyako,,,,umthethomlingwa okhisimeza ihlalakuhle,,,,molaotlhomokgobelelo,,,molaokakanywatšhitišo,,,,,bili e haeboriti,,,,mulayotibekhonyololi,,,nawumbisi wo khunguvanyisa,,
dsac_multi_parl_00235,ideology,,,,ideologie,,,umqondonkolelo,,,,izimvo ezilawula izenzo,,,,inkholelo,,,,ikolelongqondo,,,,kgopolokemo,aetioloji,,tumelokgopolo,,,,,tjhadimo,,,,kuhumbulele,,,vonelo,,
dsac_multi_parl_00236,in camera meeting,,,,vergadering in camera,,,umhlangano wangasese,,,,intlanganiso esekhusini,,,,umhlanganonkhwace,,,,intumba,,,,pitso ya sephiri,,,kopano ka sephiring,kopano ka kutamong,,,,kopano ya sephiri,,,,muṱangano wa tshiphirini,muṱangano wa tshidzumbe,,nhlengeletano ya xihundla,,
dsac_multi_parl_00237,Independent Electoral Commission,IEC,,,Onafhanklike Verkiesingskommissie,OVK,,iKhomishana Yokhetho Ezimele,,,,iKhomishini yoNyulo Ezimeleyo,,,,Ikhomishini Yelukhetfo Letimele,i-IEC,,,iKomitjhini yezamaKhetho eziJameleko,i-IEC,,,IEC,Khomišene e e Ikemetseng ya Ditlhopho,,Khomišene ye e Ikemego ya Dikgetho,,,,,KID,Khomishene e Ikemetseng ya Dikgetho,,,Khomishini ya Khetho yo ḓiimisaho nga Yoṱhe,,,Khomixini ya Nhlawulo,,
dsac_multi_parl_00238,infrastructure,,,,infrastruktuur,,,ingqalasizinda,,,,izinto zokusebenza,amaseko,izibonelelo,,sakhiwonchanti,,,,umthangalasisekelo,,,,mafaratlhatlha,,,lenaneokgoparara,modirotheo,,,,moralo,motheo,,,themamveledziso,,,switirhisiwa,,
dsac_multi_parl_00239,initiative,,,,inisiatief,,,isu,,,,ilinge,amandla okusungula,iphulo,,umtamo,,,,isisungulo,,,,itshimololelo,,,boithomedi,,,,,boiteko,,,,vhubaledzi,vhurangeli,,matshalatshala,,
dsac_multi_parl_00240,instruction,,,,opdrag,instruksie,,umyalelo,,,,umyalelo,,,,umyalo,,,,ilayelo,,,,taelo,,,taelo,,,,,taelo,,,,ndaela,,,xileriso,,
dsac_multi_parl_00241,intelligence,,,,inligting,intelligensie,,ubunhloli,,,,ubuntlola,ubukrelekrele,,,buhlakani,buncelebane,bunhloli,,ubuhloli,,,,matlhale,,,bohlodi,,,,,boutlwela,,,,vhusevhi,,,vunhlori,,
dsac_multi_parl_00242,intelligence service,,,,inligtingsdiens,intelligensiediens,,umsebenzi wezobunhloli,,,,inkonzo yobuntlola,,,,umsebenti webunhloli,,,,umsebenzi wobuhloli,,,,ditirelo tsa matlhale,,,tirelo ya bohlodi,,,,,ditshebeletso tsa mautlwela,,,,tshumelo ya vhusevhi,,,ntirho wa vunhlori,,
dsac_multi_parl_00243,interest group,,,,belangegroep,,,abantu abanentshisekelo efanayo,,,,iqela elinevuso ngento,,,,licembu lelinesifiso lesifanako,licembu lelinenshisekelo lefanako,,,isiqhema sekareko,isiqhema setjisakalo,,,bakgatlhegedi,,,sehlophakgahlego,,,,,ba amehang,,,,tshigwada tshi re na dzangalelo,,,ntlawa wa vatsakeri,,
dsac_multi_parl_00244,intergovernmental relations,,,,tussenowerheidsbetrekkinge,,,ubudlelwano kohulumeni,,,,ubudlelwane boorhulumente,,,,budlelwane bangekhatsi kuhulumende,,,,ukukhozisana kwaborhulumende,,,,dikamano tsa mebuso,,,dikamano tša mebušo,,,,,dikamano tsa mebuso,,,,vhushaka ha mivhusoḽedzani,,,vuxaka bya mfumo,,
dsac_multi_parl_00245,interim constitution,,,,tussentydse grondwet,,,umthethosisekelo wesikhashana,,,,umgaqo-siseko wexeshana,umgaqo-siseko wethutyana,,,umtsetfosisekelo wesikhashana,,,,umthethosisekelo wesikhatjhana,,,,molaotheo wa kgabaganyo,,,molaotheo wa magareng,,,,,molaotheo wa nakwana,,,,ndayotewa ya tshifhinganyana,,,vumbiwa bya xinkarhana,vumbiwa bya xinkadyana,
dsac_multi_parl_00246,interjection {parliament},,,,tussenwerpsel,,,ukuhlala emadevini,ukungena emlonyeni,,,uwelewele,,,,kuhlaba lulwimi,kungena emlonyeni,,,isiqinteliso,,,,tsenoganong,,,tsenogare,,,,,ho kena motho hanong,,,,u dzhenelela,,,xikavanyeto,,
dsac_multi_parl_00247,interpellation,,,,interpellasie,,,inkulumompikiswano emfishane ephalamende,,,,ingxoxo yokuqhawulisa,umbuzo okhokelela kwingxoxo,,,inkulumomphikiswano leyimphendvulo,,,,ikulumopikiswano efitjhani,,,,tsibogelodipotso,,,ngangišano ya dipotšišokarabo,,,,,tlhakisetso,,,,mbudziso nzhenelazwiitwa,,,xikhoma-nomo,,
dsac_multi_parl_00248,introduction {e.g. of a bill},,,,indiening,,,isethulo,,,,ukwaziswa komthetho ongekaphunyezwa,ukwaziswa komthetho osaqulunqwayo,ukwaziswa komthetho osayilwayo,ukwaziswa kwebhili,singeniso,sendlalelo,,,isethulo,,,,tlhagiso,,,tlhagišo ya molaokakanywa,,,,,selelekela,,,,tswikiso,,,ku andlala,,
dsac_multi_parl_00249,joint committee,,,,gesamentlike komitee,,,ikomidi elididiyele,,,,ikomiti ehlangeneyo,,,,likomitinhlanganisela,,,,ikomidi yehlanganisela,,,,komitikopanelo,,,komitikopanelwa,,,,,komiti ya kopanelo,,,,komitiṱhanganelo,,,komiti ya nhlanganelo,,
dsac_multi_parl_00250,Joint Executive Committee,,,,gesamentlike uitvoerende komitee,,,iKomidi Elididiyele Leziphathimandla,,,,iKomiti yesiGqeba eHlangeneyo,,,,Likomiti Lesigungu Lesihlanganyele,Ikomiti Yesigungu Lesihlanganyele,,,iKomidi yesiGungu yeHlanganisela,,,,komitikhuduthamaga ya kopanelo,,,Komitiphetišo-kopanelwa,,,,,Komiti ya Phethahatso ya Kopanelo,,,,Komitindanguli yo ṱanganelanaho,Komitindangi yaṱhanganelo,,Komitinkulu ya Nhlanganelo,,
dsac_multi_parl_00251,joint sitting,,,,gesamentlike sitting,,,ukuhlangana kwezindlu zephalamende,,,,indibano kandlumbini ehlangeneyo,,,,umhlangano lohlanganyelwe,umhlangano loyinhlanganisela,,,ihlalohlanganisela lezindlu zepalamende,,,,pitsokopanelwa,kopanotshwaraganelo,,tulokopanelwa,,,,,seboka sa kopanelo,,,,dzulo ḽo ṱanganelaho,,,ntshamo wa nhlanganelo,,
dsac_multi_parl_00252,Judicial Service Commission,,,,Regterlike Dienskommissie,,,iKhomishana Yemisebenzi Yezobulungiswa,,,,iKhomishini yeeNkonzo zobuLungisa,,,,Ikhomishini Yemisebenti Yetebulungiswa,,,,iKomitjhini yemiSebenzi yobuLungiswa,,,,Khomišene ya Ditirelo tsa Bosiamisi,Khomišene ya Ditirelo tsa Boatlhodi,,Khomišene ya Tirelo ya Semolao,,,,,Khomishene ya Ditshebeletso tsa Molao,,,,Khomishini ya Tshumelo ya khaṱhulo dza Vhathu,,,Khomixini ya swa Vululami,,
dsac_multi_parl_00253,judiciary,,,,regsprekende gesag,,,uphiko lwezobulungiswa,,,,icandelo leenkundla,,,,betebulungiswa,betebahluleli,,,iphiko lezobulungiswa,,,,bosiamisi,boatlodi,,lefapa la boahlodi,,,,,tsa toka,,,,vhuhaṱuli,,,swa vululami,,
dsac_multi_parl_00254,key negotiator,,,,sleutelonderhandelaar,,,umxhumanisi oqavile,,,,umlamli ophambili,umdibanisi-mihlambi ophambili,,,gozolo,,,,umkhulumisani oyisika,,,,morerisanimogolo,,,morerišanimogolo,,,,,mothethesi wa sehlooho,,,,mufaranyambedzanophangami,mufaranyambedzano muhulwane,,mupoperinkulu,,
dsac_multi_parl_00255,labour relations,,,,arbeidsverhoudinge,,,okuphathelene nezabasebenzi,,,,impathwano emsebenzini,indlela yokuphathana emsebenzini,,,budlelwane betemisebenti,,,,ubudlelwano kezemisebenzi,,,,kamano ya tsa bodiri,kgolagano ya tsa bodiri,,dikamano tša medirong,,,,,dikamano mesebetsing,,,,vhushaka mushumoni,vhushaka ha mutholi na mutholiwa,,vuxaka bya le ntirhweni,,
dsac_multi_parl_00256,land reform,,,,grondhervorming,,,ukubuyekezwa kwezomhlaba,uguqukomthetho lwezemihlaba,,,inguqu kwezemihlaba,,,,luhlelobusha lwemhlaba,kubuyiselwa kwemhlaba,,,ukubuyekezwa kwemithetho yenarha,,,,tlhabololo ya lefatshe,,,peakanyoleswa ya naga,,,,,kabobotjha ya naha,,,,mvusuluso ya mavu,,,mpfuxeto wa misava,,
dsac_multi_parl_00257,language diversity,,,,taalverskeidenheid,taaldiversiteit,,ukwehlukahlukana kwezilimi,,,,ukwahlukana ngeelwimi,iyantlukwano ngeelwimi,ukungafani ngeelwimi,,kwehlukahlukana kwetilwimi,,,,ukwahluka ngamalimi,,,,pharologano ya dipuo,,,phapano ya dipolelo,phapano ya maleme,,,,phapano ya dipuo,,,,phambano ya dzinyambo,,,ku hambana-hambana ka tindzimi,,
dsac_multi_parl_00258,law,,,,wet,reg,,umthetho,,,,umthetho,,,,umtsetfo,,,,umthetho,,,,molao,,,molao,,,,,molao,,,,mulayo,,,nawu,,
dsac_multi_parl_00259,law-abiding citizen,,,,wetsgehoorsame burger,,,isakhamuzi esithobela umthetho,,,,umthobeli-mthetho,umthobeli-mthetho nocwangco,,,sakhamuti lesihlonipha umtsetfo,,,,isakhalizwe esithobela umthetho,isakhamuzi esithobela umthetho,,,moikobelamolao,,,modudi wa go obamela molao,,,,,moahi ya ikobelang molao,,,,mutevhedzamulayo,mudzulapo a tevhedzaho mulayo,,muaka-tiko wo tshembeka,,
dsac_multi_parl_00260,law and order,,,,wet en orde,,,umthetho nokuthula,,,,umthetho nocwangco,,,,umtsetfo nekutfotjelwa kwawo,,,,umthetho nokuthula,,,,molao le tolamo,,,molao le toka,,,,,molao le toka,,,,mulayo wa vhudziki,,,nawu na vululami,,
dsac_multi_parl_00261,Leader of the House,,,,Leier van die Huis,,,uMholi Wendlu,uMholi WePhalamende,,,INkokeli yeNdlu,,,,umholi wendlu,,,,umRholi weNdlu,,,,Moeteledipele wa Ntlo,,,Moetapele wa Ngwako,,,,,Moetapele wa Ntlo,,,,Murangaphanḓa wa Nnḓu,,,Murhangeri wa Huvo,,
dsac_multi_parl_00262,Leader of the Official Opposition,,,,Leier van die Amptelike Opposisie,,,uMholi Weqembu Elisemthethweni Eliphikisayo,,,,INkokeli yeQela eliPhikisayo,,,,Umholi welicembu Leliphikisako Ngalokusemtsetfweni,,,,umRholi wesiQhema esineGunya lokuPhikisa,,,,Moeteledipele wa Lekokokganetso la Semmuso,,,Moetapele wa Lekgotlakgolo la Kganetšo,,,,,Moetapele wa Bohanyetsi wa Molao,,,,Murangaphanḓa wa ḽihoroḽihanedzi ḽa Tshiofisi,,,Murhangeri wa Vandla ro Kaneta ra Ximfumo,,
dsac_multi_parl_00263,legislator,,,,lid van die wetgewende instelling,,,oshaya umthetho,,,,umqulunqi-mthetho,,,,umshayimtsetfo,,,,umbethimthetho,,,,mopalamente,mothaamolao,,leloko la lekgotlapeamelao,,,,,moetsamelao,,,,musimamilayo,,,xirho xa palamende ya xifundzankulu,,
dsac_multi_parl_00264,legislature,,,,wetgewer,,,isishayamthetho,,,,INdlu yoWiso-Mthetho,,,,sishayamtsetfo,,,,isibethamthetho,,,,kgotlatheomolao,,,lekgotlapeamelao,,,,,ketsamelao,,,,vhusimamulayo,,,palamende ya xifundzankulu,,
dsac_multi_parl_00265,lingua franca,,,,lingua franca,,,ulimi oluxhumanisa izinhlanga ezahlukene,,,,ulwimi loqhagamshelwano,,,,lulwimi lwekuchumana,lulwimi lwekuvana,,,ilimihlanganisela,ilimi elihlanganisa imihlobo ehlukeneko,,,puokopanelo,,,polelo yeo e dirišwago ke batho ka bontši,lingua franca,,,,puokutlwano,,,,luambolukonanyi,,,ririmi-ntwanano,,
dsac_multi_parl_00266,lobbyist,,,,invloedwerwer,,,umnxenxi,ishoshozela,,,umgayi,,,,insomi,,,,umhlohlozeli,umtjhitjhizeli,,,moraopi,mongoki,,mohuetši,mokalatši,,,,mosusumetsi,,,,mukukumedzi,,,mugangisi,mulweri,
dsac_multi_parl_00267,local government,,,,plaaslike regering,,,uhulumeni wasekhaya,uhulumeni wezindawo,,,urhulumente weengingqi,umasipala,urhulumente wemimandla,,hulumende wasekhaya,hulumende wendzawo,,,urhulumende wendawo,,,,pusoselegae,,,pušoselegae,,,,,mmuso wa lehae,,,,muvhusowapo,,,mfumo wa muganga,,
dsac_multi_parl_00268,long title,,,,lang titel,,,isihloko somthethosivivinywa,,,,isihloko eside,,,,sihloko lesidze,,,,isihloko eside somthethomlingwa,,,,setlhogo se seleele,,,thaetlele ye telele,thaetleletelele,,,,lebitso le feletseng,,,,dzina ḽi lapfu,,,nhlokomhakankulu,nhlokomhaka-angarhelo,
dsac_multi_parl_00269,mace,,,,ampstaf,,,intonga yasephalamende,,,,intonga yegunya,,,,indvukumandla,,,,ibhoko lepalamende,,,,letlhotlho,,,sefoka sa ngwako,,,,,lere la puso,,,,thongaṱhalu,,,nhonga ya palamende,,
dsac_multi_parl_00270,maiden speech,,,,nooienstoespraak,,,inkulumo yokuqala yelungu ephalamende,,,,intetho-nzibulo,intetho yokuqala,,,inkhulumonchanti,inkhulumo yekucala ngca,,,ikulumothomo,,,,pulamadibogo {puo},puo ya ntlha,,polelo ya mathomothomo,,,,,puo ya mantlha,,,,tshipitshithangi,,,mbulavulo wo sungula,mbulavulo-nxambilo,
dsac_multi_parl_00271,majority rule,,,,meerderheidsreël,,,ukuvumelana kweningi,,,,ulawulo lwesininzi,,,,umbuso welinyenti,,,,ukubusa kwenengi,,,,taolo ya bontsi,,,pušo ya bontši,,,,,puso ya bongata,,,,muvhuso wa vhanzhi,,,mfumo-vunyingi,,
dsac_multi_parl_00272,maladministration,,,,wanadministrasie,,,ukungaphathi ngendlela,,,,ulawulo olugwenxa,,,,kungaphatsi kahle,imphatfombi,kudlabhata,,ukuphatha okuphambukileko,ilawulophambuko,,,tsamaisompe,tsamaisobotlhaswa,,taolompe,,,,,tsamaiso e mpe,,,,tshayandaulo,tshayavhulangi,,mafambiselo yo homboloka,,
dsac_multi_parl_00273,management committee,,,,bestuurskomitee,,,ikomidi lokuphatha,,,,ikomiti elawulayo yabaphathi,,,,ikomiti lephetse,likomiti leliphetse,,,ikomidi ephetheko,ikomidi elawulako,,,komititsamaiso,,,komititaolo,tshepedišo,,,,komiti ya tsamaiso,,,,komitindauli,komitindangi,,komiti yo fambisa,,
dsac_multi_parl_00274,Marxism,,,,Marxisme,,,inqubo kaMarx,ngokukaMarx,,,iNkqubo kaMarx yezopolitiko,,,,inkholo yaMarx,,,,ihlelo lika-Marx,ikolelongqondo ka-Marx,,,kakanyo ya ga Marx ya sepolotiki,,,Bomaksisi,,,,,boMarx,Makseseme,,,Vhumakisizimu,,,Ximakizisi,,
dsac_multi_parl_00275,mediation committee,,,,bemiddelingskomitee,,,ikomidi lezixazululo,ikomidi labaxolelanisi,,,ikomiti yolamlo,,,,ikomiti yekulamula,likomiti lekulamula,,,ikomidi yokucolelanisa,,,,komititsereganyo,,,Komiti ya Bolamodi,Komiti ya Bonamodi,,,,komiti ya bonamodi,,,,komitikhonanyi,,,komiti yo lamula,,
dsac_multi_parl_00276,Member of Parliament,MP,,,Volksraadslid,LV,,iLungu Lephalamende,,,,iLungu lePalamente,,,,Lilunga Lephalamende,i-MP,,,iLunga lePalamende,,,,tokololo ya palamente,Mopalamente,MP,Setho sa Palamente,,,,,Setho sa Palamente,MP,,,MP,muraḓo wa phaḽamennde,,Xirho xa Palamende,,
dsac_multi_parl_00277,Member of Provincial Legislature,MPL,Member of the Provincial Parliament,MPP,Lid van die Provinsiale Parlement,LPP,,iLungu Lesishayamthetho Lesifundazwe,,,,iLungu lePalamente yePhondo,iLungu leNdlu yoWiso-Mthetho,,,Lilunga Lesishayamtsetfo Sesifundza,i-MPL,i-MPP,,iLunga lesiBethamthetho sePhrovinsi,,,,Mopalamente wa Porofense,MPL,Tokololo ya Palamente ya Porofense,Leloko la Lekgotlapeamelao la Probentshe,Leloko la Lekgotlapeamelao la Profense,Leloko la Lekgotlapeamelao la Provense,,,Setho sa Ketsamelao ya Provense,MPL,Setho sa Palamente ya Provense,MPP,MPP,Muraḓo wa Vhusimamulayo ha Vundu,,Xirho xa Palamende ya Xifundzankulu,,
dsac_multi_parl_00278,Member of the Executive Council,MEC,,,Lid van die Uitvoerende Raad,LUR,,iLungu Lomkhandlu Weziphathimandla,uNgqongqoshe Wesifundazwe,,,iLungu leSigqeba,umPhathiswa,,,Umphatsswko,lilunga lemkhandlusigungu,Lilunga Lemkhandlusigungu,i-MEC,uSomkhandlu,i-MEC,,,Mokhuduthamaga,MEC,,Molekgotlaphethišo,Leloko la Lekgotlaphethišo,Mokhuduthamaga,,,Setho sa Lekgotla la Phethahatso,MEC,,,Muraḓo wa Khorotshitumbe,,,Xirho xa Huvonkulu,Holobye,
dsac_multi_parl_00279,metropolitan government,,,,metropolitaanse owerheid,,,umasipala omkhulu,,,,urhulumente wenqila,,,,hulumende welidolobhakati,,,,umasipaladi wedorobha elikhulu,,,,pusosetoropo,,,pušo ya toropokgolo,,,,,mmuso wa toropohadi,,,,muvhuso wa ḓorobo khulwane,,,mfumo wa dorobankulu,,
dsac_multi_parl_00280,minister,,,,minister,,,ungqongqoshe,,,,umphathiswa,,,,indvuna,,,,ungqongqotjhe,,,,tona,,,tona,,,,,letona,,,,minisiṱa,,,holobye,,
dsac_multi_parl_00281,ministerial responsibility,,,,ministeriële verantwoordelikheid,,,imisebenzi kangqongqoshe,,,,uxanduva lobuphathiswa,,,,umsebenti ngco welitiko,,,,isibopho sobungqongqotjhe,,,,maikarabelo a botona,,,boikarabelo bja tona,,,,,boikarabelo ba matona,,,,vhuḓifhinduleli ha minisiṱa,,,vutihlamuleri bya swa vuholobye,,
dsac_multi_parl_00282,ministry,,,,ministerie,,,ihhovisi likangqongqoshe,,,,iofisi yomphathiswa,,,,belitiko,,,,umnyango,,,,lefapha,,,kgoro ya tona,,,,,lefapha,,,,zwa muhasho,,,hofisi ya holobye,,
dsac_multi_parl_00283,MINMEC,,,,MINMEC,,,i-MINMEC,,,,Intlanganiso yabaPhathiswa bamaPhondo noweSizwe,,,,umhlangano waNdvunankhulu nebaphatsswko,i-MINMEC,,,i-MINMEC,,,,MINMEC,,,MINMEC,,,,,MINMEC,,,,MINMEC,,,Nhlengeletano ya Holobye na Swirho swa Huvonkulu,MINMEC,
dsac_multi_parl_00284,minority party,,,,minderheidsparty,,,iqembu elincane,,,,iqela elincinane,,,,licembuncane,,,,isiqhema sekarakatjhana,,,,lekokopotlana,,,phathi bonnyane bja maloko,,,,,mokga o monyane,,,,ḽihoro ḽiṱuku,,,vandla-ntsongo,,
dsac_multi_parl_00285,minutes of proceedings,,,,notule van verrigtinge,,,amaminithi omhlangano,,,,imizuzu yendibano,,,,emaminithi enchubo,,,,amaminithi wekambiso,imizuzu yekambiso,,,metsotso ya ditsamaiso,,,metsotso ya ditherišano,,,,,metsotso,,,,maambiwa a dzulo,,,makanelwa,,
dsac_multi_parl_00286,misappropriation,,,,wanbesteding,,,ukuphatha budlabha,ukuphatha budedengu,,,urhwaphilizo,,,,kusebentisa kabi,,,,ubukhwabanisi,,,,tirisobotlhaswa {madi},thugo,,tekanyetšompe,,,,,kabo e fosahetseng,,,,tshayandaulo ya masheleni,,,matirhiselo yo biha,,
dsac_multi_parl_00287,mismanagement,,,,wanbestuur,,,ukungaphathi kahle,,,,ukungayiphathi kakuhle,,,,imphatfombi,imphatfobudlabha,,,ubutjhophori,,,,tsamaisobotlhaswa,tsamaisompe,,taolompe,,,,,tsamaiso e mpe,,,,tshaya ndaulo,,,mafambiselo yo biha,,
dsac_multi_parl_00288,money bill,,,,geldwetsontwerp,,,umthethosivivinywa wokulawula izimali,,,,imithetho eyilwayo yezemali,,,,umtsetfosivivinyo wetimali,,,,umthethomlingwa weemali,,,,molaotlhomo wa ditšhelete,,,molaokakanywa wa ditšhelete,,,,,bili ya ditjhelete,,,,mulayotibe wa masheleni,,,nawumbisi wa timali,,
dsac_multi_parl_00289,monitor v.,,,,moniteer,,,-qapha,,,,beka iliso,ukubaliliso,ukugada,,beka liso,landzelela,bukisisa,,-beka ilihlo,-tjheja,,,tlhoma leitlho,,,hlokomela,lekola,monithara,,,disa,,,,-ṱola,,,veka tihlo,,
