id,eng__001,eng__002,eng__003,eng__004,eng__005,eng__006,eng__007,eng__008,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,zul__001,zul__002,zul__003,zul__004,zul__005,xho__001,xho__002,xho__003,xho__004,xho__005,xho__006,xho__007,xho__008,ssw__001,ssw__002,ssw__003,ssw__004,ssw__005,nde__001,nde__002,nde__003,nde__004,tsn__001,tsn__002,tsn__003,tsn__004,tsn__005,tsn__006,nso__001,nso__002,nso__003,nso__004,nso__005,nso__006,sot__001,sot__002,sot__003,sot__004,sot__005,sot__006,sot__007,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,ven__007,ven__008,ven__009,tso__001,tso__002,tso__003,tso__004
dsac_multi_hiv_00427,relationship <see also sexual relationship>,,,,,,,,verhouding,,,,,,ubudlelwane,ukuzwana,,,,ubudlelane,,,,,,,,bungani betingani,,,,,ubudlelwana,itjhebiswano,ukuthandana,,go ratana,kamano,botsalano,kgolagano,,,tswalano,kamano,,,,,ho ratana,kamano,,,,,,vhufunani,vhushaka,,,,,,,,vuxaka,,,
dsac_multi_hiv_00428,replacement feeding,,,,,,,,vervangingsvoeding,,,,,,ukufunza ngokunomsoco,ukuxaka ngokunomsoco,,,,isondlo esithatha indawo yesinye,,,,,,,,kudlatsatsindzawo,kudla lokunemsoco lokutsatsa indzawo,,,,isijamiselelo-sakhamzimba,,,,phepokemisetso,,,,,,phepo yeo e emelago dijo,,,,,,phepo e emelang dijo,,,,,,,zwiḽiwanyimela,zwiḽiwapfareli,,,,,,,,mphamelo wo khomela,mphamelo wo siva,,
dsac_multi_hiv_00429,replicate,,,,,,,,repliseer,,,,,,-andisa okufanayo,,,,,ukunwenwa,,,,,,,,tivete matfupha,,,,,-fananisa,,,,ikatisa,,,,,,ikoketša,,,,,,-itswala,-ikatisa,,,,,,u ḓidovholola,,,,,,,,,andzisa,,,
dsac_multi_hiv_00430,replication,,,,,,,,replisering,,,,,,ukwandisa okufanayo,,,,,ukunwenwa,,,,,,,,kutiveta matfupha,,,,,ukufananisa,,,,ikatiso,,,,,,boikoketšo,,,,,,boikatiso,,,,,,,vhuḓidovhololi,,,,,,,,,andziso,,,
dsac_multi_hiv_00431,reproduction,,,,,,,,voortplanting,,,,,,ukubeletha,ukuteta,,,,ukuzala,,,,,,,,kutalana,,,,,ukubeletha,ukwandisa,,,tsalo,letsalo,,,,,pelego,,,,,,peleho,boikatiso,,,,,,mbebo,,,,,,,,,ntswalo,,,
dsac_multi_hiv_00432,resistance,,,,,,,,weerstand,weerstandigheid,,,,,ukungazweli kwemithi,,,,,ukumelana nesifo,,,,,,,,kumelana,,,,,ukwalana nesihlahla,,,,kemelano,,,,,,go retela,thetelo,,,,,ho hanana le moriana,ho hanana le kalafo,,,,,,thilo,vhutili,,,,,,,,nsihalalo,,,
dsac_multi_hiv_00433,resistant,,,,,,,,weerstandig,weerstandbiedend,,,,,ukungelapheki kwesifo,,,,,ukungasebenzi kweyeza,ukungancedwa liyeza,,,,,,,-ngatsintseki,-ngabulaleki,,,,ukwaliwa sihlahla,,,,-emelanang,,,,,,ya go retela,ya thetelo,,,,,-hanana le moriana,hanana le kalafo,,,,,,tsha vhutili,tshi tilaho,,,,,,,,ku sihalala,,,
dsac_multi_hiv_00434,respiratory disease,,,,,,,,respiratoriese siekte,asemhalingsiekte,,,,,isifo esiphathelene nokuphefumula,isifo somgudu wokuphefumula,,,,isifo samalungu okuphefumla,,,,,,,,sifo sekuphefumula,,,,,ubulwele bezitho zokuphefumula,,,,bolwetsekhemo,,,,,,bolwetši bja tsela ya go hema,,,,,,lefu la phefomoloho,,,,,,,vhulwadze ha u fema,,,,,,,,,vuvabyi byo hefemula,,,
dsac_multi_hiv_00435,result n.,,,,,,,,uitslag,resultaat,,,,,umphumela,,,,,isiphumo,,,,,,,,umphumela,,,,,umphumela,,,,dipholô,,,,,,dipoelo,,,,,,sephetho,,,,,,,mvelelo,,,,,,,,,mbuyelo,,,
dsac_multi_hiv_00436,retreatment patient <Seldom used> {TB},,,,,,,,herbehandelingspasiënt <Seldom used> {tuberkulose},,,,,,isiguli esesike selashwa,,,,,isigulane esibuyela unyango,,,,,,,,sigulane lesike selashwa,sigulanemabuya,,,,isiguli esibuyelelwa ukwelatjhwa,,,,moalašwagape,moalašwapoeletswa,,,,,moalafšaleboelela,,,,,,mokudi ya alashwang hape,,,,,,,muilaxwandovhololwa,mulwadzendovhololwa,gosha,,,,,,,muvabyi wo tshunguriwa kanyingi,,,
dsac_multi_hiv_00437,retrovirus,,,,,,,,retrovirus,,,,,,elinye igciwane lesandulelangculazi,,,,,intsholongwane eyinxalenye nentsholongwane kagawulayo,,,,,,,,irithrovayirasi,,,,,irithrovayirasi,,,,reterovaerase,,,,,,retherobaerase,,,,,,ritrovaerase,,,,,,,ritrovairasi,rithirovairasi,AZT,,,,,,,rhithirovhayirasi,,,
dsac_multi_hiv_00438,right of refusal,,,,,,,,weieringsreg,,,,,,ilungelo lokwenqaba,,,,,ilungelo lokwala,,,,,,,,lilungelo lekwala,,,,,ilungelo lokwala,,,,tshwanelokgano,,,,,,tokelo ya go gana,,,,,,tokelo ya ho hana,,,,,,,pfanelo ya u hana,,,,,,,,,mfanelo yo kaneta,mfanelo yo ala,,
dsac_multi_hiv_00439,risk n.,,,,,,,,risiko,,,,,,ubungozi,,,,,ingozi,umngcipheko,,,,,,,bungoti,kuba sengcupheni,,,,ubungozi,,,,itsenyokotsing,,,,,,kgonagalo ya bothata,,,,,,kotsi,,,,,,,khonadzeo ya khombo,,,,,,,,,nxungeto,,,
dsac_multi_hiv_00440,risk factor,,,,,,,,risikofaktor,,,,,,isimo sobungozi,,,,,ukuba sengozini,ukuba semngciphekweni,,,,,,,simo sekuba sebungotini,simo sekuba sengcupheni,,,,ubujamo bokuba sengozini,,,,ntlhaitsenyokotsing,,,,,,setlišakgonagalo ya bothata,,,,,,boemo bo kotsi,,,,,,,tshiitisi tsha khonadzeo ya khombo,,,,,,,,,xiyimo xa nxungeto,,,
dsac_multi_hiv_00441,safer sex,,,,,,,,veiliger seks,,,,,,ucansi oluphephile,,,,,ukwabelana ngesondo okukhuselekileyo,isondo elikhuselekileyo,ukulalana okukhuselekileyo,,,,,,temacansi letiphephile,,,,,ukulalana okuphephileko,ukuya emsemeni okuphephileko,,,thobalonopabalesego,thobalanotshireletsego,,,,,thobalano yeo e bolokegilego,,,,,,thobalano e bolokehileng,thobalano e sireletsehileng,,,,,,u lalana ho tsireledzeaho,vhudzekani ho tsireledzeaho,u nyovhana ho tsireledzwaho <Vulgar>,,,,,,,ku ya emasangwini loku hlayisekeke,nkundzano lowu hlayisekeke <Vulgar>,,
dsac_multi_hiv_00442,saliva,,,,,,,,speeksel,,,,,,amathe,,,,,amathe,,,,,,,,ematse,,,,,amathe,,,,mathe,,,,,,mare,,,,,,mathe,,,,,,,mare,,,,,,,,,marha,,,
dsac_multi_hiv_00443,sample,specimen,,,,,,,monster,,,,,,isibonakalisi,isampula,,,,isampuli,ispesimeni,,,,,,,isampula,,,,,isiboniselo,isampula,,,sekao,,,,,,sampolo,,,,,,sampole,,,,,,,sambula,,,,,,,,,xikombiso,,,
dsac_multi_hiv_00444,screen v.,,,,,,,,sif,,,,,,-hlunga,,,,,ukupopola,,,,,,,,hlola,hlunga,popola,,,-hlahluba,-popola,,,tlhatlhoba,,,,,,hlahloba,,,,,,-hlahloba,,,,,,,u ṱhaṱhuvha,u ṱola,u sedzulusa,,,,,,,hlahluva,,,
dsac_multi_hiv_00445,screening test,,,,,,,,siftingstoets,,,,,,ukuhlolela ukuhlunga,,,,,uvavanyo lokupopola,,,,,,,,luhlolokuhlunga,,,,,ihlahlubo yokuhlola,,,,tekotlhatlhobo,,,,,,tekotlhahlobo,,,,,,teko ya tlhahlobo,,,,,,,ndingoṱhaṱhuvhi,ndingo ya u ṱhaṱhuvha,ndingo ya u ṱola,ndingo ya u sedzulusa,,,,,,xikambelo xa nhlahluvo,,,
dsac_multi_hiv_00446,self-injection,,,,,,,,selfinspuiting,,,,,,ukuzijova,,,,,ukuzitofa,,,,,,,,kutijova,,,,,ukuzihlaba,ukuzi-enda,,,itlhabo,ikento,,,,,go itlhabela,,,,,,ho itlhaba,ho ikenta,,,,,,u ḓiṱhavha,,,,,,,,,ku titlhavela,,,
dsac_multi_hiv_00447,self-testing,,,,,,,,selftoetsing,,,,,,ukuzihlola,,,,,ukuzivavanya,,,,,,,,kutihlola,,,,,ukuzihlola,,,,itlhatlhobo,,,,,,boitlhahlobo,,,,,,boitlhahlobo,,,,,,,u ḓiṱola,u ḓilinga,,,,,,,,ku tikambela,,,
dsac_multi_hiv_00448,semen,seminal fluid,sperm,,,,,,semen,sperm,saad,,,,isidoda,amathundela,amalotha,,,amadlozi,incindi yobudoda,,,,,,,sidvodza,,,,,isidoda,,,,seedipeo,bore,nthere,,,,matšhedi,simene,,,,,lero la botona,dithwere,,,,,,vhutzali,vhuhali,vhunna,vhudzonyo,mbeu ya tshinna,,,,,mbewu ya xinuna,vununa,,
dsac_multi_hiv_00449,seriously ill,,,,,,,,ernstig siek,,,,,,ogula kakhulu,,,,,ukugula kakhulu,imeko yokugula emandundu,imeko yokugula emaxongo,ukubambeka,,,,,kugula kamatima,kugula mbamba,kugula kakhulu,,,ukugula khulu,,,,lwala thata,gateletswe,,,,,go lwala kudu,,,,,,ho kula haholo,,,,,,,u lwala nga maanḓa,u lwala lu isaho lufuni,,,,,,,,ku vabya ngopfu,,,
dsac_multi_hiv_00450,sero-conversion,,,,,,,,serokonversie,,,,,,ukuguquka kwesimo sempilo,isigaba soguquko ngenxa yokungenwa yigciwane lesandulelangculazi,,,,uguquko-simo lovavanyo lwentsholongwane,,,,,,,,ingucukosimo,sicalongucuko,,,,isigaba setjhuguluko ngokungenwa mbulalasihlangu,isero-khonvetjhini,,,phetogokemoboitekanelo,phetogakemopholo,phetogo ya masole a mmele,,,,ponagalo ya mathomo ya kokwanatlhoko mading,,,,,,phetoho boemong ba tshwaetso,,,,,,,tshanduko ya tshiimo tsha malofha,,,,,,,,,xiyimo xo hundzukela ku va ni xipalansawuto,sero-khonivhexini,,
dsac_multi_hiv_00451,seronegative,,,,,,,,seronegatief,,,,,,ukungatholakali kwesivikelimzimba,,,,,ukulambatha kwesikhuselimzimba esithile,ukunqongophala kwesikhuselimzimba esithile,ukungabikho kwesikhuselimzimba esithile,,,,,,uma ingati ingakasawoteki,,,,,itlhogeko lamajoni womzimba,itlhogeko leemvikelimalwele,,,seramotlhokabolwetse,,,,,,go se bonale ga kokwanatlhoko mading,,,,,,ho hloka matshwao a tshwaetso,,,,,,,malofhatshaya-tshitzhili,malofha a si na tshitzhili,,,,,,,,nkalamasocha ya miri,mpfumaleko wa xitsongwatsongwana,nkala xitsongwatsongwana,
dsac_multi_hiv_00452,sample,specimen,,,,,,,monster,,,,,,isibonakalisi,isampula,,,,isampuli,ispesimeni,,,,,,,isampula,,,,,isiboniselo,isampula,,,sekao,,,,,,sampolo,,,,,,sampole,,,,,,,sambula,,,,,,,,,xikombiso,,,
dsac_multi_hiv_00453,seropositive,,,,,,,,seropositief,,,,,,ukutholakala kwezivikelimzimba,ukubonakala kwezivikelimzimba,,,,ubukho besikhuseli-mzimba esithile,,,,,,,,uma ingati isawotekile,,,,,ubukhona bamajoni womzimba,ubukhona beemvikelimalwele,,,seramotshupabolwetse,,,,,,ponagalo ya kokwanatlhoko mading,,,,,,ho ba le matshwao a tshwaetso,,,,,,,malofha a re na tshitzhili,,,,,,,,,ku va ni masocha ya miri,ku va ni xilwa-ni xitsongwatsongwana,ku va na xitsongwatsongwana,
dsac_multi_hiv_00454,serum,,,,,,,,serum,,,,,,umantshu,,,,,incindi yegazi,isiram,,,,,,,isiramu,,,,,amanziingazi,isiramu,,,seramo,,,,,,siramo,,,,,,seramo,,,,,,,siramu,maḓi a re kha malofha,,,,,,,,siramu,ntlhavelo wo lwa ni ntluleto,,
dsac_multi_hiv_00455,sex,gender,,,,,,,geslag,gender,seks,,,,ubulili,,,,,isini,ubuni,,,,,,,bulili,,,,,ubulili,,,,bong,,,,,,bong,,,,,,bong,,,,,,,mbeu,,,,,,,,,rimbewu,,,
dsac_multi_hiv_00456,sex education,,,,,,,,geslagsvoorligting,seksvoorligting,,,,,imfundiso ngezocansi,,,,,imfundiso ngokulalana,imfundiso ngokwabelana ngesondo,,,,,,,imfundziso ngetemacansi,,,,,ifundiso ngezokulalana,,,,thutathobalano,,,,,,thuto ka tša thobalano,,,,,,thuto ya motabo,thuto ya thobalano,thuto ya moseme,,,,,pfunzo nga zwa u lalana,pfunzo ya zwa vhudzekani,pfunzo ya zwa u nyovhana,,,,,,,dyondzo hi ku ya emasangwini,dyondzo ya swa masangu,,
dsac_multi_hiv_00457,sex life,,,,,,,,sekslewe,,,,,,impilo yezocansi,,,,,ubomi bezokulalana,ukuziphatha ngezesondo,ukuziphatha ngezokulalana,,,,,,imphilo ngetemacansi,,,,,ipilo ngezokulalana,imikghwa ngezokulalana,,,itsholothobalano,,,,,,maitshwaro go tša thobalano,bophelo bja tša thobalano,,,,,bophelo ba thobalano,bophelo ba motabo,bophelo ba moseme,,,,,mikhwa ya u lalana,maitele a u lalana,zwa mabaini,vhudzekani,u nyovhana,,,,,vutomi bya swa masangu,,,
dsac_multi_hiv_00458,sex organ,,,,,,,,geslagsorgaan,seksorgaan,geslagsdeel,,,,isitho sangasese,,,,,ilungu langasese,ilungu lesini,,,,,,,sitfo setemacansi,,,,,isitho sokulalana,,,,serwebong,,,,,,setho sa thobalano,,,,,,bopele,,,,,,,vhudzimu,,,,,,,,,xirho xa rimbewu,xirho xa swa masangu,,
dsac_multi_hiv_00459,sex toy,,,,,,,,seksspeelding,,,,,,ithoyizi locansi,insiza yocansi,,,,into yokudlala yokulalana,ithoyi yokuzanelisa ngesondo,,,,,,,sitfombumbulu setemacansi,,,,,ithoyi yokulalana,isidlalisi sokulalana,,,sekaserwethobalano,,,,,,seralokišwa sa thobalano,seralokiši sa thobalano,,,,,sesebediswa sa thobalano,sesebediswa sa motabo,,,,,,tshitambiswa tsha u lalana,vhudzimumafanedza,tshitambiswa tsha u nyovhana,tshitambiswa tsha vhudzekani,,,,,,xitlangiso xa le masangwini,,,
dsac_multi_hiv_00460,sexual,,,,,,,,seksueel,geslagtelik,geslags,seks,,,okuphathelene nocansi,,,,,okuphathelene nesondo,okuphathelene nokulalana,,,,,,,-netemacansi,-netekubhebhana,-netekulalana,,,-phathelene nokulalana,,,,-thobalano,,,,,,sa thobalano,,,,,,-ya thobalano,-ya motabo,,,,,,zwa u lalana,zwa vhudzekani,zwa u nyovhana,,,,,,,xa xiendlo xa swa masangu,,,
dsac_multi_hiv_00461,sexual abuse,,,,,,,,seksuele misbruik,,,,,,ukuhlukumeza ngokocansi,,,,,ukuxhatshazwa ngokwesondo,,,,,,,,kuhlukumeta ngetemacansi,kucaphata ngetemacansi,,,,ukutlhoriswa kwezokulalana,,,,kgokgontshonyokano,tshotlothobalano,,,,,tirišompe ka thobalano,tlhorišo ka thobalano,tshotlo ka thobalano,tlaišo ka thobalano,tlhakišo ka thobalano,,tlhekefetso ka thobalano,tshotlo ka thobalano,tlhekefetso ka motabo,tshotlo ka motabo,,,,dambudzo ḽa vhudzekani,u tambudzwa lwa vhudzekani,,,,,,,,ku xanisa hi swa le masangwini,,,
dsac_multi_hiv_00462,seropositive,,,,,,,,seropositief,,,,,,ukutholakala kwezivikelimzimba,ukubonakala kwezivikelimzimba,,,,ubukho besikhuseli-mzimba esithile,,,,,,,,uma ingati isawotekile,,,,,ubukhona bamajoni womzimba,ubukhona beemvikelimalwele,,,seramotshupabolwetse,,,,,,ponagalo ya kokwanatlhoko mading,,,,,,ho ba le matshwao a tshwaetso,,,,,,,malofha a re na tshitzhili,,,,,,,,,ku va ni masocha ya miri,ku va ni xilwa-ni xitsongwatsongwana,ku va na xitsongwatsongwana,
dsac_multi_hiv_00463,sexual activity,,,,,,,,seksuele aktiwiteit,,,,,,ukuzimbandakanya kwezocansi,,,,,ukwabelana ngesondo,ukulalana,,,,,,,umkhuba wetemacansi,,,,,ukulalana,isenzo sokulalana,,,thobalano,,,,,,thobalano,,,,,,thobalano,motabo,moseme,sekate,,,,nyito ya u lalana,nyito ya vhudzekani,nyito ya u nyovhana,,,,,,,swiendlo swa le masangwini,nghingiriko wa swa le masangwini,ku kundzana,
dsac_multi_hiv_00464,sexual assault,,,,,,,,seksuele aanranding,,,,,,ukuphoqelela ngokocansi,,,,,ukudlwengulwa,ukunyanzeliswa ngesondo,,,,,,,kugagadlela,kudlwengula,,,,ukutlhoriswa ngokomseme,,,,tshotlothobalano,,,,,,tlhaselo ka thobalano,,,,,,tlhekefetso ka thobalano,tlhekefetso ka motabo,tshotlo ka thobalano,tshotlo ka motabo,,,,u kombetshedza u lalana,u kombetshedza u nyovhana,u kombetshedza vhudzekani,,,,,,,nxaniso hi swa le masangwini,,,
dsac_multi_hiv_00465,sexual choice,,,,,,,,seksuele keuse,,,,,,ukuzikhethela ngokocansi,,,,,igunya lokuzikhethela kulalano,igunya lokuzikhethela kwisondo,,,,,,,kutikhetsela ngetemacansi,,,,,ilungelo lokuzikhethela kezokulalana,,,,itlhophelothobalano,,,,,,boikgethelo go tša thobalano,,,,,,kgetho ho tsa motabo,kgetho ho tsa thobalano,,,,,,u ḓinangela kha zwa u lalana,u ḓinangela kha zwa vhudzekani,u ḓinangela kha zwa u nyovhana,,,,,,,ku tihlawulela ku ya emasangwini,,,
dsac_multi_hiv_00466,sexual contact,,,,,,,,seksuele kontak,,,,,,ukubhebhana,ukulalana,,,,ukulalana,ukwabelana ngesondo,,,,,,,kutsintsana ngekwetemacansi,,,,,ukululukeza,ukululubeza,ukulalana,,thobalano,nyokano,,,,,thobalano,,,,,,ho amana ha mmele mosemeng,ho thetsana ha mmele mosemeng,,,,,,u lalana,vhudzekani,u nyovhana,,,,,,,ku ya emasangwini,,,
dsac_multi_hiv_00467,sexual fluid,,,,,,,,seksuele vloeistof,,,,,,uketshezi locansi,uketshezi olukhishwa yizitho zangasese,,,,ulwelo oluphuma ngaphantsi,incindi ephuma ngaphantsi,,,,,,,emakhanuko,,,,,isikwinti,,,,bore,nthere,marere,,,,seela sa thobalano,,,,,,lero la bopele,,,,,,,tshiluḓi tsha u lalana,tshiluḓi tsha u nyovhana,tshiluḓi tsha vhudzekani,,,,,,,xihalaki xa xirho xa rimbewu,,,
dsac_multi_hiv_00468,sex,intercourse,copulation,,,,,,seksuele omgang,seks,geslagsgemeenskap,gemeenskap,,,ukubhebhana,ukulalana,,,,ukwabelana ngesondo,ukulalana,,,,,,,kulalana,kubhebhana,kufebana,kuzekana,,ukulalana <Euphemism>,,,,nyokano,thobalano,,,,,thobalano,go gotana <Vulgar>,go nyobana <Vulgar>,,,,motabo,thobalano,kotana,moseme,sekate,,,vhudzekani <Offensive>,u lalana,u nyovhana <Vulgar>,,,,,,,ku ya emasangwini <Euphemism>,ku kundzana <Vulgar>,,
dsac_multi_hiv_00469,sexuality,,,,,,,,seksualiteit,,,,,,okuphathelene nezocansi,,,,,iimpawu neemvakalelo zokulalana,iimpawu neemvakalelo zesondo,,,,,,,indlelakutiphatsa ngekwebulili,,,,,zokulalana,,,,maikutlothobalano,kemothobalano,,,,,dilo tša go amana le thobalano,,,,,,maikutlo mabapi le thobalano,tshekamelo ya bong,,,,,,vhupfiwa ha zwa vhudzekani,vhupfiwa ha zwa u nyovhana,vhupfiwa ha zwa u lalana,,,,,,,swa masangu,swa nkundzano <Vulgar>,,
dsac_multi_hiv_00470,sexually active,,,,,,,,seksueel aktief,,,,,,ukulangazelela ucansi,ukuzimbandakanya kwezocansi,,,,ukuzibandakanya kwezesondo,ukuthath’inxaxheba kwezesondo,,,,,,,-bandzakanyekako kutemacansi,,,,,ukuzibandakanya kezokulalana,,,,matlhagatlhaga-thobalanong,botlhagathobalanong,,,,,go dira tša thobalano,,,,,,ho etsa thobalano,bohona ba thobalano,,,,,,tshiimo tsha zwa vhudzekani,tshiimo tsha zwa u nyovhana <Vulgar>,tshiimo tsha zwa u lalana,,,,,,,nghingiriko eka swa masangu,ku gingirika etimhakeni ta masangu,,
dsac_multi_hiv_00471,sexually transmitted infection <Preferred>,STI <Abbreviation> <Preferred>,sexually transmitted disease <Not recommended>,STD <Abbreviation> <Not recommended>,venereal disease <Obsolete>,VD <Abbreviation> <Obsolete>,,,seksueel oordraagbare infeksie <Preferred>,SOI <Abbreviation> <Preferred>,seksueel oordraagbare siekte <Not recommended>,SOS <Abbreviation> <Not recommended>,veneriese siekte <Obsolete>,VS <Abbreviation> <Obsolete>,igciwane elithathelwana ngokocansi,isifo esithathelwana ngokocansi,,,,isifo esisulela ngokulalana,isifo esisulela ngokwabelana ngesondo,,,,,,,sifo lesitsatselana ngekwemacansi,sifo semacansi,,,,ubulwele obuthathelwana ngokulalana,i-STD,,,bolwetsethobalano,bolwetse jo bo fetelelang ka thobalano,,,,,bolwetši bjoo bo fetelago ka thobalano,,,,,,lefu le tshwaetsang ka thobalano,lefu le tshwaetsang ka motabo,,,,,,vhulwadze vhune ha fhirela nga u lalana,VHUFHIVHU,,,,,,,,ntluleto wa vuvabyi bya swa masangu,,,
dsac_multi_hiv_00472,sexual myth,,,,,,,,seksmite,,,,,,inkoleloze ngezocansi,,,,,intsomi ngokulalana,inkolelo egwenxa ngokwabelana ngesondo,,,,,,,inganekwane ngetemacansi,,,,,ikolelo yezokulalana,,,,kinanethobalano,,,,,,tumelo yeo e fošagetšego ka tša thobalano,,,,,,tumelo e fosahetseng ka thobalano,,,,,,,lungano lwa zwa vhudzekani,vhutendatenda ha zwa u nyovhana <Vulgar>,,,,,,,,ripfumelo-hava ra swa le masangwini,swikholwakholwana hi swa masangu,,
dsac_multi_hiv_00473,sexual partner,sex partner,,,,,,,seksmaat,,,,,,obhebhana naye,olalana naye kwezocansi,,,,iqabane lokulalana,iqabane lokwabelana ngesondo,,,,,,,singani,lishende,makhwapheni,,,isingani sokulalana,,,,molekanethobalanong,,,,,,molekani go tša thobalano,,,,,,molekane ho tsa thobalano,,,,,,,mufunwa,mufarekano,,,,,,,,munghana wa swa le masangwini,,,
dsac_multi_hiv_00474,sexual practice,,,,,,,,seksuele gedrag,,,,,,indlela yokubhebhana,indlela yokulalana,,,,indlela yokwabelana ngesondo,indlela yokulalana,,,,,,,indlela yekubhebhana,,,,,isenzo sokulalana,,,,mokgwathobalano,,,,,,ditlwaelo tša thobalano,,,,,,ketso ya thobalano,ketso ya sekate,ketso ya motabo,,,,,nḓila kana maitele a zwa vhudzekani,nḓila kana maitele a zwa u lalana,nḓila kana maitele a zwa u nyovhana <Vulgar>,,,,,,,swiendlo swa masangu,,,
dsac_multi_hiv_00475,sexual relationship,,,,,,,,seksuele verhouding,,,,,,ubuhlobo ngokocansi,,,,,ubudlelane ngokulalana,ubudlelane ngokwabelana ngesondo,,,,,,,buhlobho betemacansi,buhlobho betekubhebhana,buhlobho betekulalana,,,itjhebiswano kezokulalana,,,,kamanothobalano,,,,,,kamano go tša thobalano,go ratana,,,,,kamano ya sekate,kamano ya thobalano,kamano ya motabo,,,,,vhushaka kana vhukonani ha u lalana,vhushaka kana vhukonani zwa vhudzekani,,,,,,,,vuxaka bya swa masangu,,,
dsac_multi_hiv_00476,share v.,,,,,,,,deel,,,,,,-abelana,,,,,ukwabelana,,,,,,,,bolekana,,,,,-bolekana,,,,abelana,,,,,,go šielana,kopanela,,,,,kopanela,,,,,,,u shumisa roṱhe,,,,,,,,,avelana,,,
dsac_multi_hiv_00477,shared confidentiality,,,,,,,,gedeelde vertroulikheid,,,,,,isifuba,imfihlo yabathembanayo,,,,ulwabelwano ngokuyimfihlo,,,,,,,,kwetsembana ngemfihlo,,,,,ifihlo abelwano,,,,tlhakanela khupamarama,,,,,,sephiri sa mohlakanelwa,,,,,,lekunutu le arolelanwang,,,,,,,u totelana zwa tshiphiri,,,,,,,,,avelano wa xihundla,,,
dsac_multi_hiv_00478,side effect,,,,,,,,newe-effek,,,,,,umphumela ongahlosiwe,,,,,isiphumo esingalindelekanga sokusebenzisa iyeza,,,,,,,,umphumelaceleni,,,,,umphumela omumbi wesihlahla,,,,tsibogotlaleletso,,,,,,ditlamorago tša kalafo,,,,,,ditlamorao,,,,,,,nyanyulommbi,,,,,,,,,xitandzhaku,,,
dsac_multi_hiv_00479,sign,clinical sign,,,,,,,teken,kliniese teken,,,,,inkomba yesifo,,,,,umqondiso,uphawu,,,,,,,luphawu,inkhomba,,,,itshwayo lokugula,itshwayo lobulwele,,,letshwaobolwetse,tshupobolwetse,,,,,seka seo se bonagalago,sešupo seo se bonagalago,,,,,letshwao,,,,,,,tsumbadwadze,luswayo,,,,,,,,nkombeto,xifaniso,,
dsac_multi_hiv_00480,signed consent,,,,,,,,getekende toestemming,ondertekende toestemming,,,,,isivumelwano esisayinelwe,,,,,imvume esayiniweyo,imvume etyikityiweyo,,,,,,,imvume lesayiniwe,,,,,umtlikitlomvumo,,,,tumalano e e kannweng,,,,,,tumelelo yeo e saennwego,,,,,,tumello e saennweng,,,,,,,thendelo yo sainelwaho,,,,,,,,,mpfumelelo wo sayiniwa,,,
dsac_multi_hiv_00481,skin condition,,,,,,,,veltoestand,,,,,,inkinga yesikhumba,,,,,imo yesikhumba,isimo sesikhumba,,,,,,,simo sesikhumba,,,,,ubujamo besikhumba,,,,bolwetse jwa letlalo,,,,,,maemo a letlalo,,,,,,lefu la letlalo,bohloko ba letlalo,,,,,,vhulwadze ha lukanda,,,,,,,,,xiyimo xa nhlonge,,,
dsac_multi_hiv_00482,skin lesion,,,,,,,,velletsel,,,,,,umhuzuko wesikhumba,,,,,ugruzuko lwesikhumba,,,,,,,,kuhubuka,kugatuka,,,,umkghubuko,,,,ntho ya letlalo,,,,,,ntho,,,,,,leqeba letlalong,,,,,,,tshilonda kha lukanda,,,,,,,,,nhlonge yo vaviseka,,,
dsac_multi_hiv_00483,sleep around,,,,,,,,rondslaap,,,,,,ukubhabhalala,ukundinda,ukufeba,,,ukuhamba ulalana,ukuhamba usabelana ngesondo,,,,,,,genuka,,,,,-feba,-ngwadla,-ngunda,,febakaka,robalakaka,,,,,go robalana le batho ba bantši,,,,,,-robalaka,-tjhutjhutha,-feba,-tekatsa,,,,vhupombwe,vhufhiranawe,,,,,,,,vunghwadhla,vumbhisa,vunghwavava,
dsac_multi_hiv_00484,smear n.,,,,,,,,smeer,,,,,,isibonakalisi,isampula,,,,isampuli,,,,,,,,sinindvosampula,sinindvo,,,,isiboniselo,isampula,,,sampole,tlhatlhobosekao,,,,,sampolo ya seo se itšego,,,,,,sampole e tlotswang,,,,,,,sambula,,,,,,,,,ntoto,,,
dsac_multi_hiv_00485,smear-negative,,,,,,,,smeer-negatief,,,,,,isampula elimsulwa,,,,,isampuli engabonisi ntsholongwane,,,,,,,,sinindvo-phika,,,,,-ngakatshwayeleki,-ngakaqaphazeleki,,,sampoletlhokamogare,sekaotlhokamogare,,,,,sampolo ya go hloka bolwetši,,,,,,sampole e hlokang kokwanahloko,,,,,,,sambulambuya,,,,,,,,,ku pfumala xitsongwatsongwana,,,
dsac_multi_hiv_00486,smear-positive,,,,,,,,smeer-positief,,,,,,isampula elinesifo,,,,,isampuli ebonisa intsholongwane,,,,,,,,sinondvo-vuma,,,,,-qaphazelekileko,-tshwayelekileko,,,sampoletshupamogare,sekaotshupamogare,,,,,sampolo ya go ba le bolwetši,,,,,,sampole e nang le kokwanahloko,,,,,,,sambulammbi,,,,,,,,,ku va na xitsongwatsongwana,,,
