id,eng__001,eng__002,eng__003,afr__001,afr__002,afr__003,afr__004,afr__005,afr__006,xho__001,xho__002,xho__003,xho__004,ssw__001,ssw__002,ssw__003,ssw__004,nde__001,nde__002,nde__003,tsn__001,tsn__002,tsn__003,tsn__004,nso__001,Syonym__-,nso__002,nso__003,nso__004,sot__001,sot__002,sot__003,ven__001,ven__002,ven__003,ven__004,ven__005,ven__006,tso__001,tso__002,tso__003,tso__004
dsac_pharm_sec_00469,oxidation,,,oksidasie,,,,,,ufakomongomoya,,,,kuhlangana nemoyamphilo,i-oksideshini,,,ukuhlanganisa ne-oksijini,i-oksideyitjhini,,okesideišene,,,,okisideišene,,,,,oksideishene,,,okisidesheni,,,,,,ntswongomoyatenga,okisidexini,,
dsac_pharm_sec_00470,paediatric <adj.> <Great Britain>,pediatric,,pediatries,kindergeneeskundig,,,,,-phathelene neentsana,,,,- phatselene nekwelashwa kwebantfwana,,,,-phathelene nokwelatjhwa kwabantwana,,,-kalafo ya bana,,,,-alafago bana,,,,,-bana,,,ilafha vhana,,,,,,-vana,,,
dsac_pharm_sec_00471,palpitations,,,hartkloppings,palpitasies,,,,,uvalo,,,,kushaya kakhulu kwenhlitiyo,kushaya ngemandla kwenhlitiyo,,,ukungabethi ngokufaneleko kwehliziyo,,,kubopelo,,,,go ubauba ga pelo sebakanyana,,kibokibopelo,,,ho otla ha pelo ka matla,ho uba ha pelo ka matla,,mudivhithokhalulo,,,,,,mahika,,,
dsac_pharm_sec_00472,pancreas,,,pankreas,alvleesklier,,,,,amasi,iphankhriyasi,,,imphundvu,emalulu,,,ipundu,iphenkhrisi,,polwane,,,,phankhirisi,,,,,manyeme,,,phankhiriasi,phankhrasi,,,,,rivengwana,,,
dsac_pharm_sec_00473,paracetamol,acetaminophen,,parasetamol,asetaminofeen,,,,,ipharasithamoli,,,,ipharasethamoli,likhambi letinhlungu nemfiva,,,ipharasethamoli,,,sefokotsabolelo,pharasitamole,,,pharasithamole,,pharasithamole,,,pharasithamole,,,pharasethamolo,,,,,,parasithamolo,,,
dsac_pharm_sec_00474,paraesthesia <Great Britain>,paresthesia,,parestesie,,,,,,ubundindisholo,,,,insindze,ipharesthesiya,,,ikaso,ipharesthesiya,,bokidi,bogatsu,,,bogatšu,,go hwa bokidi,,,bohatsu,,,tshivhevhe,,,,,,vusindza,,,
dsac_pharm_sec_00475,paralysis,,,verlamming,paralise,,,,,ukungasebenzi kwelungu lomzimba,,,,kuchwala kwesitfo,kufa kwesitfo,kufa kweluhlangotsi,,ukufa kwelungu lomzimba,ipharalisisi,,thepetlano,,,,thepoditho,,,,,ho shwa ditho,,,vhuomamuraḓo,,,,,,vuomaswirho,vukhanyanaswirho,,
dsac_pharm_sec_00476,pasteurisation,,,pasteurisering,pasteurisasie,,,,,ukubulawa kweentsholongwane ngokubilisa,,,,kubulawa kwemagciwane ngekushiswa,,,,ukubulawa komulwana etlelezini,,,tlhwekisosere,pasteriso,,,polaopaktheria,,phasetšharaesa,,,tlhwekisiso ya mekedikedi,,,muphasitshariso,,,,,,mphunguhato,,,
dsac_pharm_sec_00477,patent medicine,,,patente medisyne,,,,,,iyeza elibunini busekoyedwa,,,,umutsi lonelilungelo,,,,isihlahla esinevikeleko lekhampani,isihlahla esivikelwe lilungelo lobunikazi,,molemotaolelotlhagisoesi,tlhagisolemoesi,,,sehlarehlagišwanoši,,sehlarešireletšwa,,,moriana o nang le tshireletso ya ditokelo,moriana o nang le pheitente,,mushonga tsireledzwavhuṋe ha ndaulo,mushongandangwa nga tshiimiswa tshithihi,,,,,murhisirhelelwa,murhi lowu nga na mfanelo ya mutumbuluxi,,
dsac_pharm_sec_00478,pathogenesis,,,patogenese,siekteontwikkeling,,,,,ukukhula kwesifo,,,,kucala kwesifo,,,,ukuthoma nokuqinelela kwesifo,ukuthoma nokuqinelela kobulwele,iphathojinesisi,tlholegolwetse,,,,khukhušolwetši,,tlholegolwetši,,,qaleho ya bokudi,,,tsimuwovhulwadze,tsimuwodwadze,phaṱhodzhinesisi,,,,masungulokulelovuvabyi,phathojenesisi,,
dsac_pharm_sec_00479,pellagra,,,pellagra,,,,,,iphelagra,,,,gagabukani,iphelagra,,,umyobuko,iphelagra,,swato,,,,tlhakgama,,,,,lefu la poone,,,magidiphoo,,,,,,mukhomolela,magidiphola,,
dsac_pharm_sec_00480,pelvis,,,pelvis,bekken,,,,,amarhorho,amahleza,iphelvisi,,inyonga,,,,isifunzi,iphelvisi,,setlhana,,,,kgwele,,,,,noka,qholo,sehlana,rambo ḽa khundu,,,,,,nyonga,,,
dsac_pharm_sec_00481,penicillin,,,penisillien,penisilline,,,,,iphenisilini,,,,iphenisilini,,,,iphenisilini,,,phenisilini,,,,phenisilini,,,,,phenisilini,,,phenisiḽini,,,,,,phenisilini,,,
dsac_pharm_sec_00482,pepsin,,,pepsien,pepsine,,,,,isicolikutya,ipepsini,,,sigayikudla,iphephsini,,,okusiza ukugaya ukudla,iphepsini,,phepesini,,,,phephisini,,,,,phepsini,,,phephisini,,,,,,phepisini,,,
dsac_pharm_sec_00483,pharmaceutical care,,,farmaseutiese versorging,farmaseutiese sorg,,,,,ukhathalelonyango ngokukasomachiza,,,,kwelashwa ngemitsi,,,,itjhejo ngezokwelatjhwa,,,kalafimelemo,kalafiditlhare,,,tlhokomelokalafo,,,,,tlhokomelo ka meriana,,,ndondolodzilafho,,,,,,vuongori hi murhi,vutshunguri hi murhi,nhlayiso hi murhi,
dsac_pharm_sec_00484,pharmacology,,,farmakologie,geneesmiddelkunde,geneesmiddelleer,,,,ubunzululwazi ngokusebenza kwamayeza,ifamakholoji,,,sifundvo ngetemitsi,,,,isifundo ngeenhlanhla,,,bolepamelemo,,,,thutohlare,,,,,thuto ka tsa meriana,,,ngudamishonga,,,,,,ntivomirhi,,,
dsac_pharm_sec_00485,pharmacovigilance,PV,,farmakowaaksaamheid,,,,,,ingqwalasela ngokhuseleko kumayeza,,,,kulandzela temitsi,lubekoliso kutemitsi,,,ukubeka ilihlo kezeenhlahla,,,thutatlhokomelo ya tirisomelemo,,,,tšhalomoragotšhomišohlare,,,,,ho ba sedi ka meriana,,,mbeaiṱo kha kushumele kwa mushonga,,,,,,vuvekatihlomirhini,,,
dsac_pharm_sec_00486,pharmacy-only medicine,,,apteekmedisyne,aptekersmedisyne,,,,,iyeza elikhutshwa ekhemesti,,,,umutsi lokhishwa likhemisi kuphela,,,,isihlahla esikhutjhwa yikhemisi kwaphela,,,melemokhemisi,,,,sehlarehwetšwafelakhemeseng,,,,,meriana e fumantshwang khemising feela,,,mushonga muwanala famasini fhedzi,,,,,,murhi wa le khemisi ntsena,,,
dsac_pharm_sec_00487,pharyngitis,,,faringitis,keelontsteking,,,,,ukukrala komphimbo,ukukrala kweendimla,ukudumba komqala,ukukrala kwamakrina,kuvuvuka kwemalakanya,,,,ubuhlungu bamalaka,,,botlhoko jwa mometso,botlhoko jwa kgogobe,,,tšhatšhamothurugomogolo,,farintšaethisi,,,borurusi ba qoqotho,,,nzwimbamukulo,nzwimbagulokulo,,,,,mpfimbalakalaka,ndzhumbelalakalaka,,
dsac_pharm_sec_00488,pharynx,,,farinks,keelholte,,,,,umphimbo,amakrina,,,emalakanya,,,,ilaka,,,mometso,kgogobe,,,lešobamogolo,,farankisi,,,qoqotho,,,haṋwahaṋwani,,,,,,lakalaka,,,
dsac_pharm_sec_00489,phenol {e.g. used as a disinfectant},carbolic acid,,fenol,karbolsuur,,,,,ifenoli,,,,ifenoli,i-esidi lesusa kungcola,,,ifenoli,,,fenolo,,,,fenelo,,,,,fenolo,,,fenoḽo,,,,,,fenolo,,,
dsac_pharm_sec_00490,pigmentation,,,pigmentering,pigmentasie,,,,,ukudaleka kombala,ukunika umbala,,,kugucuka kwelibala lesikhumba,,,,ukufaka umbala,ukwenza umbala,,palafatso,,,,mmalafatšo,,,,,mmalafatso,,,vhuṋeamuvhala,,,,,,mbalahato,,,
dsac_pharm_sec_00491,pituitary gland,pituitary,hypophysis,pituïtêre klier,hipofise,,,,,iphitshuwithari,,,,lidlala lelilawula tinchubotsite temtimba,iphitjuwithari,,,idlala elisebuqotjheni,iphitjhuwithari,,bolepolepo,,,,thakaphitšhuthari,,,,,lenketeba,leqhuthwana la phitjhuithari,,thangatheovhuluvhi,,,,,,xinhlarimbyana etshakwini ra byongo,xinhlarimbyana ehansi ka byongo,,
dsac_pharm_sec_00492,placebo {non-active dosage},,,plasebo,skynmiddel,,,,,usingayeza,iplasibho,,,umutsisiyengo,silibatisi,,,isingasihlahla,iplasibho,,sekamolemo,,,,sekahlare,,pholasipo,,,sekamoriana,,,mushongakholekhole,plasibo,,,,,xikalamurhi,pulasibo,,
dsac_pharm_sec_00493,plaster of Paris,gypsum,,gips,,,,,,isamente,,,,isemende,,,,isamende,,,semente (sa Paris),,,,samente,,,,,samente,kgepse,,semennde,,,,,,semende,,,
dsac_pharm_sec_00494,polypill,,,polipil,,,,,,ipilisi eyintlanganisela yezithako,,,,liphilisinhlanganisela,,,,ihlanganisela yepilisi,,,pilisitswakontsi,,,,philisitswakontši,,,,,pidisimetswako,,,philisiṱhanganywa,,,,,,pilisinhlanganelwa,pilisinyingi,,
dsac_pharm_sec_00495,potassium {nutrition},K,,kalium,,,,,,iphothaziyam,,,,iphotheziyamu,,,,iphotheziyamu,,,phothasiamo,,,,phothesiamo,,,,,phothesiamo,,,photheziamu,,,,,,photheziyamu,,,
dsac_pharm_sec_00496,preclinical study,,,prekliniese studie,voorkliniese studie,,,,,ulingoyeza kwizilwanyana,,,,lucwaningomutsi etilwaneni,,,,ilingelelosihlahla ngaphambi kokusetjenziswa,,,tekelelopele ya kalafi,,,,tekopelehlare,,,,,phuputso ya pele ho kalafo,,,ndingamushonga kha phukha,,,,,,ndzavisiso wo rhangela ndzingeto eka vanhu,,,
dsac_pharm_sec_00497,prenatal <adj.>,,,prenataal,voorgeboortelik,,,,,-phambi kokubeleka,-phambi kokuzala,,,-ngembi kwekubeleka,,,,-ngaphambi kokubeletha,,,-pele ga pelego,,,,-pele ga pelego,,,,,-pele ho peleho,,,thangelambebo,,,,,,-nga si veleka,-nga si tswala,,
dsac_pharm_sec_00498,prenatal care,,,prenatale versorging,prenatale sorg,voorgeboortelike versorging,voorgeboortelike sorg,,,ukuhlukuhla,ukhathalelo lwaphambi kokubeleka,,,lunakekelo lwangembi kwekubeleka,,,,itjhejo langaphambi kokubeletha,,,tlhokomelo ya pele ga pelego,,,,tlhokomelo pele ga pelego,,,,,tlhokomelo ya pele ho peleho,,,ndondolothangelambebo,tshikaloni,,,,,nhlayiso munhu a nga si veleka,nhlayiso munhu a nga si tswala,,
dsac_pharm_sec_00499,prescription,,,voorskrif,,,,,,iphepha lamayeza likagqirha,,,,sincumelomutsi,,,,isiqintelo,isilayelo,,taolelomelemo,,,,taelelo,,,,,taelo ya ngaka ka meriana,,,ndaela,thandelwa,,,,,ndzawulelo,,,
dsac_pharm_sec_00500,prescription drug,,,voorskrifmedisyne,voorskrifmiddel,,,,,ichiza eliphuma ngomyalelo wengcali yezempilo,,,,umutsi loncunyelwe,,,,isihlahla esiqintelwa ngudorhodere,,,taolelomolemo,,,,seokobatšitaelelo,,,,,moriana ka taelo ya ngaka,,,mushongarandelwa,,,,,,xidzidziharisindzawulelo,,,
dsac_pharm_sec_00501,prescription-only medicine,POM,,voorskrifmiddel,voorskrifpligtige medikasie,voorskrifpligtige middel,voorskrifpligtige medisyne,,,iyeza eliphuma ngomyalelo wengcali yezempilo kuphela,,,,umutsi loncunyelwe kuphela,,,,isihlahla esitholakala ngokuqintelwa kwaphela,,,molemotaolelo fela,,,,sehlaretaelelofela,,,,,moriana o fanwang ka taelo ya ngaka feela,,,mushongathandelofhedzi,mushongathandelwafhedzi,,,,,murhindzawulelo ntsena,,,
dsac_pharm_sec_00502,primary care,,,primêre versorging,,,,,,ukhathalelompilo lokuqala,,,,lunakekelosisekelo,,,,itjhejo lokuthoma kezamaphilo,,,tlhokomelotheo,,,,tlhokomelotheo,,,,,tlhokomelo ya motheo,,,ndondolothangeli,ndondolo ya kiḽiniki,ndondolo ya mutheo,,,,vuongorimasungulo,vutshungurimasungulo,nhlayisomasungulo,
dsac_pharm_sec_00503,probiotic {dietary or medical supplement},,,probiotikum,probiotiese middel,,,,,iprobhayothiki,,,,ligciwane lelilusito emtimbeni,,,,umulwana olungele indeni,iphrobhayothikhi,,ditlatsitshedi,porobayothiki,,,phoropaeyoyhiki,,,,,baktheria e molemo,baktheria e matlafatsang,,bakitheria yo lugelaho muvhili,phrobayothikhi,,,,,xitsongwatsongwana xa hombe,,,
dsac_pharm_sec_00504,progesterone {hormone},,,progesteroon,,,,,,ihomoni yokukhulelwa,iprojesteroni,,,luhlobo lwehomoni yebufati,iphrojesteroni,,,ihomoni yesifazi,iphrojesteroni,,homoune ya paakanyetsokimo,porojeseterone,,,homounelehlapopelego,,phorotšesetoroni,,,homoune ya botshehadi,,,homounutshisadzi,,,,,,homoni yo lunghisela vuyimana,,,
dsac_pharm_sec_00505,protracted bacterial bronchitis,PBB,,langdurige bakteriese brongitis,,,,,,iphika elingapheli msinya,,,,lukhwehlekhwehle lolungapholi,,,,umgomani ongapholi msinya,Ibhronkhayithisi engapholi msinya,,mogare-thurusamoselemowa-pakaleele,,,,pronkhaethisipaktheria thetelo,,,,,bronkhaethisi ya baktheria e nkang nako e telele,,,burokhanthisi mbangwa nga bakitheria,,,,,,mpfimbaxinkolwana wo godzombela,ndzhumbelaxinkolwana wo godzombela,,
dsac_pharm_sec_00506,pruritus,,,pruritis,gejeuk,,,,,ukurhawuzelelwa,,,,sifo sekunwayisa,sifo sekuluma,,,isifo sokulunywa,,,tlhotlhona,,,,mohlohlono,,,,,ho hlohlona,,,u ṱhoṱhona,muṱhoṱhono,,,,,nhlohlonyo,,,
dsac_pharm_sec_00507,psychiatric disorder,,,psigiatriese versteuring,geestesversteuring,,,,,uphazamisekongqondo,,,,kuphazamiseka kwengcondvo,,,,ukuphazamiseka komkhumbulo,,,malwetse a tlhaloganyo,,,,bolwetši bja monagano,,,,,lefu la kelello,,,thithiseamuhumbuloni,,,,,,nkantshamiseko wa miehleketo,,,
dsac_pharm_sec_00508,pulmonary <adj.>,,,pulmonêr,long-,,,,,-phathelene nemiphunga,,,,-phatselene nemaphaphu,,,,-phathelene namaphaphu,,,-makgwafo,,,,-maswafo,,,,,-matshwafo,,,mafhafhuni,,,,,,-mahahu,,,
dsac_pharm_sec_00509,pulmonary oedema <Great Britain> {fluid in the lungs},pulmonary edema,,pulmonêre edeem,longedeem,,,,,ukugcwala kwemiphunga lulwelo,,,,kuvuvuka kwemaphaphu,kudvumba kwemaphaphu,,,ukuvuvuka kwamaphaphu,,,metsimakgwafong,,,,meetsemaswafong,,,,,idima ya matshwafo,borurusi,,nzwimbamafhafhu,,,,,,xirhumberhumbe xa mahahu,idima ya mahahu,,
dsac_pharm_sec_00510,quarantine,,,kwarantyn,isolasie,,,,,ukubekelwa bucala kweyeza,,,,kuvalelwa wedvwa,ikhwarantini,,,iphephiselopilo,ikhwaranthini,,tibelo,,,,tlhaolo,,khwaranthine,,,ho kgethela ba tshwaeditsweng,pehelothoko,,mvalelathungo,khwaranthini,,,,,nhlambulo,yirisanhlangano,,
dsac_pharm_sec_00511,quinine,,,kinien,kinine,,,,,iyeza lecesina,ikhwinayini,,,ikhwinini,umutsi wamalaleveva,,,isihlahla sikamalalehlengezela,isihlahla semalariya,ikhwinini,khwinini,,,,khwinine,,,,,moriana wa Malaria,khwinine,,khwinini,,,,,,rihantikwepere,,,
dsac_pharm_sec_00512,radiation therapy {medical},,,bestraling,,,,,,unyango ngokutshisa ngemitha,,,,kwelapha ngekushisa ngemisebe,,,,ukwelapha ngokutjhisa,,,kalafi ya moranyo,Kalafi ya radieišene,,,kalafophišeletšo,,,,,kalafo ka radieishene,phekolo ka radieishene,,dzilafho nga radiesheni,radiaeshenithyeraphi,,,,,vutshunguririhiso,,,
dsac_pharm_sec_00513,randomised controlled trial,RCT,,ewekansige gekontroleerde proef,ewekansige beheerde proef,,,,,ulingoyeza ngothelekiso olungahlelwanga,,,,lulingolulawulo lolungakhetsi,,,,ilingelelomadaniso elingakhethiko elilawulwako,,,tekelelotaolophapaanyo,,,,tekotaelosebokuboku,,,,,phuputso ya kabo ka lotho,,,ndingoelakushumele kwa mushongananguludza,,,,,,ndzingeto lowu lawuriwaka muhulahula,,,
dsac_pharm_sec_00514,reagent {chemical},reactive agent,,reagens,reageermiddel,,,,,irieyijenti,,,,sikhutsati lesiyincenye,,,,isicozululimakhemikhali,,,setsibogi,,,,ditswakantšhi,,reetšente,,,setswakanyi,,,tshibveledzisi,,,,,,xiangurisi,,,
dsac_pharm_sec_00515,recombinant DNA,rDNA,,rekombinante DNS,rekombinante DNA,,,,,intlanganisela yee-DNA,,,,inhlanganisela yetakhilufuto,inhlanganisela yema-DNA,,,ihlanganisela yama-DNA,,,DNAlotswakwa,,,,DNA tswakwa,,,,,DNA e kopantsweng,,,DNA ṱhanganywa,,,,,,DNA yo hlanganisiwa,,,
dsac_pharm_sec_00516,refrigerant,refrigerating agent,,koelmiddel,verkoelmiddel,,,,,isipholisi,isibandisi,,,sipholisi,sibandzisi,sicandzisi,,isipholisi,,,seretsidifatsi,,,,setšidifatši,,,,,sebakamohatsela,,,tshirothodzi,tshixwatudzi,,,,,xihorisi,xititimeti,,
dsac_pharm_sec_00517,renal artery,,,renale slagaar,nierslagaar,,,,,unothumelagazi kwizintso,,,,umtsambo lotfumelako wetinso,,,,isithumeliingazi ezisweni,,,seisamadiphilong,,,,tšhikaseišamadipshiong,,,,,mothapo o fepelang madi diphiong,,,ludivhithaluyatswioni,,,,,,nsihayinsu,nthumukwanayinsu,,
dsac_pharm_sec_00518,respiratory system,,,respiratoriese stelsel,asemhalingstelsel,asemhaalstelsel,,,,inkqubo yokuphefumla,,,,luhlelokuphefumula,,,,irherho lokuphefumula,,,matlhamaganyane a khemo,,,,mokgwapeakanyokhemo,,,,,taolo ya ho hema,,,sisiṱeme ya mufemo,sisteme ya mufemo,,,,,mahefemulelo,,,
dsac_pharm_sec_00519,retest date,,,hertoetsdatum,,,,,,umhla wokuphindwa kovavanyo,,,,lusuku lwekuhlola kabusha,,,,ilanga lehlolobuyelela,,,letlhapoeletsoteko,,,,letšatšikgweditekopoel etšo,,,,,mohla wa ho pheta teko,,,datumu ya ndingululo,,,,,,siku ro kambela nakambe,,,
dsac_pharm_sec_00520,rheumatism,,,rumatiek,,,,,,iromathizimu,,,,sifo sematsambo,sifo sekuvuvuka kwemalunga,iramatiki,,iramatiki,,,ramatiki,,,,bonyelele,,ramatiki,,,ramatiki,,,ṋowagudu,,,,,,nyokajundzu,,,
dsac_pharm_sec_00521,rhinitis,,,rinitis,neusslymvliesontsteking,,,,,ukudumba kwamathatha,iranayithisi,,,sifo setimphumulo,,,,ubuhlungu bamakghala,isifo samakghala,ubulwele bamakghala,thurugolotha lwa nko,,,,tšhatšhamelothurugonko,,rainaithisi,,,borurusi ba mahanana,raenaethisi,,rainaithisi,,,,,,mpfimbo wa nkuva wa marhimila,ndzhumbelo wa nkuva wa marhimila,rhayinayitisi,
dsac_pharm_sec_00522,ribonucleic acid,RNA,,ribonukleïensuur,ribonukleïnesuur,RNS,RNA,,,iribhonukliyikhi asidi,i-RNA,,,irubonukleyiki esidi,i-esiditinhlayiya,,,irayibhonyutleyikhi esidi,,,esitiraebosenyutlelei,,,,riponyutlelelikiesiti,,esiti ya riponyutleleliki,,,esiti ya raebonyutlelease,,,ribonyukiḽeikiesidi,ribonyukiḽeikidungi,,,,,rhibonyutlileyikiasidi,,,
dsac_pharm_sec_00523,rosemary,,,roosmaryn,,,,,,irozimeri,,,,irozimeri,,,,irozimeri,,,rousemeri,,,,rosemeri,,,,,rosemeri,,,rosimeri,,,,,,rhozimeri,,,
dsac_pharm_sec_00524,roundworm,,,rondewurm,,,,,,intshulube ebumsundulu,irawundi wemu,,,linyokanemsundvu,irawundiwemu,,,inyokanandulungu,,,sebokwanadiko,,,,sebokwananthokolo,,,,,lenyowatjhitja,,,ṋowana,,,,,,nyokanyokana na xirhendzevutana,,,
dsac_pharm_sec_00525,saccharin {histology},saccharine,,sakkarien,sakkarine,saggarien,saggarine,,,isakharini,,,,shukelambumbulu,isakharini,sashukela,,isingatjhukela,isingaswigiri,isakharini,sakharine,sekasukiri,,,sakharini,,,,,sakharini,,,sakharini,swigirimafaedza,swigirimafanedza,,,,chukelaxiphaza,sakharini,,
dsac_pharm_sec_00526,sage,salvia,,salie,,,,,,iseyiji,,,,iseyiji,,,,iseyiji,,,saje,,,,seyitši,,,,,mosisidi,seije,,seidzhi,,,,,,seji,,,
dsac_pharm_sec_00527,salicylic acid,,,salisielsuur,wilgersuur,wilgesuur,,,,isalisayilikhi asidi,,,,isalisayiki esidi,i-esiditsite yekwakha liphilisi,,,isalisayilikhi esidi,,,esitisalisiliki,,,,salisaelikiesiti,,,,,esiti ya salesiliki,,,saḽisiḽikidungi,saḽisiḽikiesidi,,,,,salisayikiasidi,,,
dsac_pharm_sec_00528,salinity,,,soutgehalte,saliniteit,,,,,ubumtyuba,ubutyuwa,,,busawoti,bumunyu,,,-butswayi,,,botswai,,,,botswai,,,,,botswai,,,ludungelamuṋo,,,,,,ndzhungelo,,,
dsac_pharm_sec_00529,salmonella,,,salmonella,,,,,,isalimonela,,,,isalimonela,,,,isalmonela,,,salemonela,,,,salemonela,,,,,salmonela,,,saḽimoneḽa,,,,,,xitsongwatsongwana xa thayifodi,salimonela,,
dsac_pharm_sec_00530,sanitation {decontamination},,,ontsmetting,sanitasie,,,,,ugutyulo,,,,kubulala emagciwane,,,,ukuhlwengisa ngamakhemikhali,,,tlhwekiso,,,,tlhwekišo,,,,,tlhwekisiso,,,khunakiso,vhuthathatzhili,,,,,mbhasiso,,,
dsac_pharm_sec_00531,sarcoma {type of cancer},,,sarkoom,,,,,,umhlaza isakhoma,,,,isakhoma,,,,isakhoma,,,sakhoma,,,,kankeremešifa,,sakhoma,,,sakhoma,,,sakhoma,,,,,,sakhoma,,,
dsac_pharm_sec_00532,sciatica,,,heupsenupyn,iskias,,,,,isayathikha,,,,buhlungu bemiva yemlente,,,,ubuhlungu bomthambo omkhulu womlenze,,,sayathikha,,,,bohlokothapokgolo oto,,sekiathika,,,sayathika,,,shiatika,,,,,,xivavi xa nsihakulu wa nenge,siyatika,,
dsac_pharm_sec_00533,secondary care,,,sekondêre versorging,sekondêre sorg,,,,,unyango olulandela olokuqala,,,,lunakekelongetelelo,,,,itjhejo elingezelelekileko,,,tlhokomelokgolwane,,,,tlhokomelotsebi,,,,,kalafo ka ditsebi,phekolo ka ditsebi,,ndondolamutakalo nga vhomakone,vhomakone vha ndondolamutakalo,,,,,vuongorinandzelo,vutshungurinandzelo,nhlayisonandzelo,
dsac_pharm_sec_00534,sedative,,,susmiddel,kalmeermiddel,angsiolitikum,,,,iyeza elozelisayo,unobuthongwana,,,silalisi,sidzambisi,,,isidambisi,,,seokobatsi,seritibatsi,,,seokobatširobadiša,,,,,sekokobetsi,,,tshidzidzivhadzi tsha khofhe,philisi ya khofhe,,,,,xihorisi,xiwisisi,ximbuweteri,xirhurisi
dsac_pharm_sec_00535,sedimentation,settling,,sedimentering,sedimentasie,afsakking,besinking,,,ukuhlengeka,,,,kucenga,,,,ukutsenga,,,ikgato,,,,go itsheka,,go itlhama,,,ho itsheka,boitsheko,,tshidziki,,,,,,ndzhiko,,,
dsac_pharm_sec_00536,seizure,,,stuipe,aanval,toeval,,,,ukuxhuzula kwelungu,,,,kuhlaselwa sitfutfwane,,,,ukubanjwa sithunthwana,,,mototwane,seebana,,,dithunthwane,,,,,ho rutla,,,tshifakhole,tshiririvha,tshiivha,,,,ku tshetshela,ntlumbeko,,
dsac_pharm_sec_00537,selenium {nutrition},Se,,seleen,selenium,,,,,iseleniyam,,,,iseleniyamu,,,,isileniyamu,,,seleniamo,,,,seleniamo,,,,,seleniamo,,,seḽeniamu,,,,,,seleniyamu,,,
dsac_pharm_sec_00538,self-medication,,,selfmedikering,selfmedikasie,,,,,ukuzithengela amayeza,ukuzinyanga,,,kutelapha,,,,ukuzelapha,,,itaolelomolemo,itaolelosetlhare,,,boikalafo,,,,,boikalafo,,,vhuḓialafhi,u ḓialafha,,,,,vutitshunguri,,,
dsac_pharm_sec_00539,senna {natural medicine},,,senna,,,,,,isina,,,,isena,,,,isitjhaphululindeni,isina,,senna,,,,sena,,,,,sena,,,sena,,,,,,sena,,,
dsac_pharm_sec_00540,sensible heat,SH,,waarneembare warmte,aanvoelbare warmte,,,,,ubushushu obungaguquli mo,,,,kushisa lokungaguculi simo,,,,umtjhiso ongabangitjhuguluko,,,bothitho,,,,phišotekanelo,,,,,motjheso o lekaneng,,,mufhisotshayambonalelo,,,,,,rihisonkacincaxiyimo,,,
dsac_pharm_sec_00541,sensitiser {microbiology},,,sensitiseerder,,,,,,isensithayiza,,,,imbangela yalokwaliwa ngumtimba,,,,unobangela wokwaliwa mzimba,,,setlholatsibogeloaleji,,,,sehlolaaletši,,sentshithaesa,,,sesosa sa aleji,,,tshivhangaaḽedzhi,,,,,,xivangarinyenyanyenya,,,
dsac_pharm_sec_00542,sentinel event,,,brandwaggebeurtenis,waarskuwingsgebeurtenis,,,,,isehlo esingalindelekanga kwezonyango,,,,sehlakalo lesibi lebesingakalindzeleki,,,,isehlakalo esimbi esingakalindeleki,tiragalokotsi,,tiragalotshoganyetso,tiragalokotsi,,,tiragalompeseletelwe kalafong,,,,,qomatsi,,,tshiwo vhuongeloni,tshiwo sibadela,,,,,xiendlekonkalangutelo,,,
dsac_pharm_sec_00543,sepsis,,,sepsis,,,,,,ububovu,isepsisi,,,lusulelekongati ngemabhaktheriya,kungcoliseka kwengati ngemabhaktheriya,,,ukubhibhidlha,ukugcwala kwetjhefu eengazini,,phera,,,,myekgo,,phero,,,ho petla,,,sepisis,sepsisi,,,,,ku bola,,,
dsac_pharm_sec_00544,sinus {anatomy},,,sinus,,,,,,amarhanana,isayinasi,,,emafonkholo,isayinasi,,,amakghala,isayinasi,,mantshwatshwa,saenase,,,saenase,,,,,saenase,,,sainasi,,,,,,baku ra moya,sayinasi,,
dsac_pharm_sec_00545,sinusitis,sinus infection,,sinusitis,sinusontsteking,,,,,ukudumba kwamarhanana,ukudumba kwamathatha,,,kuvuvuka kwemafonkholo,,,,ubuhlungu bamakghala,,,thurugo ya mantshwatshwa,thurugo ya disaenase,,,tšhatšhamelothurugo saenase,,,,,borurusi ba disaenase,,,nzwimbaningoni,,,,,,mangoromela,mpfimbatisayinasi,ndzhumbelatisayinasi,
dsac_pharm_sec_00546,skeletal system,,,skeletstelsel,,,,,,isakhelo somzimba,uphahla lomzimba,,,luhlelomatsambo lwemtimba,,,,irherho lephahla lamathambo,,,letlhotlholo,matlhamaganyane a marapo,,,mohwapeakanyorapo mmele,,sekelethone,,,taolo ya mohlolohlolo,,,sisiṱeme ya muangarambo,sisteme ya muangarambo,,,,,sisiteme ya nkongotlo,,,
dsac_pharm_sec_00547,sleep deprivation {lack of sleep},,,slaapontneming,slaapdeprivasie,,,,,ukungalali ngokwaneleyo,,,,kucwasha,kuphilelwa,kuphelelwa butfongo,,ukungalali ngokwaneleko,,,tlhobaelo,tlhoroboroko,,,tlhobaelo,,,,,tlhobaelo,,,tshayakhofhe,,,,,,nkavurhongo,,,
dsac_pharm_sec_00548,small intestine,,,dunderm,,,,,,amathumbu amancinci,,,,ematfunjana,ematfumbu lamancane,,,amathunjana,amanyaka,,tsorwane,,,,malana,,lelana,,,malana,,,lula,,,,,,rhumbutsongo,,,
